排名,杠杆倍数,止盈%,止损%,K1涨跌幅%,总交易数,盈利次数,亏损次数,胜率%,总盈亏,总收益率%,平均盈利%,平均亏损%,盈亏比
5828,75,55,20,0.39,2064,546,1518,26.45,-3.3000,-0.16,0.733,-0.267,2.75
5829,80,60,30,0.24,3930,1303,2627,33.16,-6.3000,-0.16,0.750,-0.375,2.00
5830,75,60,25,0.21,4428,1294,3134,29.22,-7.1000,-0.16,0.800,-0.333,2.40
5831,70,60,25,0.21,4428,1294,3134,29.22,-7.1000,-0.16,0.857,-0.357,2.40
5832,70,60,20,0.26,3617,897,2720,24.80,-5.8000,-0.16,0.857,-0.286,3.00
5833,90,60,40,0.26,3617,1441,2176,39.84,-5.8000,-0.16,0.667,-0.444,1.50
5834,40,40,20,0.45,1621,536,1085,33.07,-2.6000,-0.16,1.000,-0.500,2.00
5835,75,65,40,0.6,904,343,561,37.94,-1.4500,-0.16,0.867,-0.533,1.62
5836,35,50,20,0.46,1556,441,1115,28.34,-2.5000,-0.16,1.429,-0.571,2.50
5837,20,50,20,0.46,1556,441,1115,28.34,-2.5000,-0.16,2.500,-1.000,2.50
5838,50,65,25,0.56,1058,292,766,27.60,-1.7000,-0.16,1.300,-0.500,2.60
5839,90,60,35,0.56,1058,388,670,36.67,-1.7000,-0.16,0.667,-0.389,1.71
5840,25,60,40,0.37,2234,890,1344,39.84,-3.6000,-0.16,2.400,-1.600,1.50
5841,60,35,20,0.33,2667,962,1705,36.07,-4.3000,-0.16,0.583,-0.333,1.75
5842,85,45,25,0.34,2542,902,1640,35.48,-4.1000,-0.16,0.529,-0.294,1.80
5843,55,45,25,0.57,1023,363,660,35.48,-1.6500,-0.16,0.818,-0.455,1.80
5844,55,40,25,0.25,3750,1433,2317,38.21,-6.0500,-0.16,0.727,-0.455,1.60
5845,40,60,35,0.52,1208,443,765,36.67,-1.9500,-0.16,1.500,-0.875,1.71
5846,60,60,35,0.52,1208,443,765,36.67,-1.9500,-0.16,1.000,-0.583,1.71
5847,35,60,35,0.52,1208,443,765,36.67,-1.9500,-0.16,1.714,-1.000,1.71
5848,65,35,20,0.3,3033,1094,1939,36.07,-4.9000,-0.16,0.538,-0.308,1.75
5849,70,55,25,0.26,3617,1123,2494,31.05,-5.8500,-0.16,0.786,-0.357,2.20
5850,80,70,25,0.23,4104,1073,3031,26.15,-6.6500,-0.16,0.875,-0.312,2.80
5851,75,70,25,0.23,4104,1073,3031,26.15,-6.6500,-0.16,0.933,-0.333,2.80
5852,35,45,20,0.47,1481,452,1029,30.52,-2.4000,-0.16,1.286,-0.571,2.25
5853,40,45,20,0.47,1481,452,1029,30.52,-2.4000,-0.16,1.125,-0.500,2.25
5854,55,65,20,0.5,1294,302,992,23.34,-2.1000,-0.16,1.182,-0.364,3.25
5855,45,30,20,0.31,2891,1147,1744,39.67,-4.7000,-0.16,0.667,-0.444,1.50
5856,50,50,25,0.4,1999,662,1337,33.12,-3.2500,-0.16,1.000,-0.500,2.00
5857,65,60,20,0.21,4428,1098,3330,24.80,-7.2000,-0.16,0.923,-0.308,3.00
5858,65,65,25,0.21,4428,1222,3206,27.60,-7.2000,-0.16,1.000,-0.385,2.60
5859,65,70,20,0.21,4428,976,3452,22.04,-7.2000,-0.16,1.077,-0.308,3.50
5860,65,70,25,0.28,3320,868,2452,26.14,-5.4000,-0.16,1.077,-0.385,2.80
5861,65,70,30,0.36,2336,697,1639,29.84,-3.8000,-0.16,1.077,-0.462,2.33
5862,45,50,25,0.38,2147,711,1436,33.12,-3.5000,-0.16,1.111,-0.556,2.00
5863,60,65,25,0.33,2667,736,1931,27.60,-4.3500,-0.16,1.083,-0.417,2.60
5864,65,65,25,0.33,2667,736,1931,27.60,-4.3500,-0.16,1.000,-0.385,2.60
5865,55,55,25,0.33,2667,828,1839,31.05,-4.3500,-0.16,1.000,-0.455,2.20
5866,90,65,30,0.26,3617,1136,2481,31.41,-5.9000,-0.16,0.722,-0.333,2.17
5867,85,65,30,0.26,3617,1136,2481,31.41,-5.9000,-0.16,0.765,-0.353,2.17
5868,85,55,35,0.3,3033,1174,1859,38.71,-4.9500,-0.16,0.647,-0.412,1.57
5869,85,65,30,0.27,3461,1087,2374,31.41,-5.6500,-0.16,0.765,-0.353,2.17
5870,45,45,25,0.27,3461,1228,2233,35.48,-5.6500,-0.16,1.000,-0.556,1.80
5871,90,65,30,0.27,3461,1087,2374,31.41,-5.6500,-0.16,0.722,-0.333,2.17
5872,80,60,35,0.59,949,348,601,36.67,-1.5500,-0.16,0.750,-0.438,1.71
5873,25,55,30,0.45,1621,569,1052,35.10,-2.6500,-0.16,2.200,-1.200,1.83
5874,90,60,25,0.42,1831,535,1296,29.22,-3.0000,-0.16,0.667,-0.278,2.40
5875,45,70,20,0.35,2441,538,1903,22.04,-4.0000,-0.16,1.556,-0.444,3.50
5876,80,45,30,0.46,1556,619,937,39.78,-2.5500,-0.16,0.562,-0.375,1.50
5877,60,65,20,0.22,4268,996,3272,23.34,-7.0000,-0.16,1.083,-0.333,3.25
5878,75,45,30,0.41,1913,761,1152,39.78,-3.1500,-0.16,0.600,-0.400,1.50
5879,80,55,30,0.29,3188,1119,2069,35.10,-5.2500,-0.16,0.688,-0.375,1.83
5880,70,70,35,0.36,2336,775,1561,33.18,-3.8500,-0.16,1.000,-0.500,2.00
5881,55,60,20,0.3,3033,752,2281,24.79,-5.0000,-0.16,1.091,-0.364,3.00
5882,80,40,25,0.33,2667,1019,1648,38.21,-4.4000,-0.16,0.500,-0.312,1.60
5883,20,30,20,0.4,1999,793,1206,39.67,-3.3000,-0.17,1.500,-1.000,1.50
5884,20,60,35,0.21,4418,1620,2798,36.67,-7.3000,-0.17,3.000,-1.750,1.71
5885,20,55,35,0.21,4418,1710,2708,38.71,-7.3000,-0.17,2.750,-1.750,1.57
5886,20,65,20,0.4,1997,466,1531,23.34,-3.3000,-0.17,3.250,-1.000,3.25
5887,90,70,40,0.55,1088,394,694,36.21,-1.8000,-0.17,0.778,-0.444,1.75
5888,50,30,20,0.37,2236,887,1349,39.67,-3.7000,-0.17,0.600,-0.400,1.50
5889,45,65,25,0.37,2236,617,1619,27.59,-3.7000,-0.17,1.444,-0.556,2.60
5890,90,65,25,0.37,2236,617,1619,27.59,-3.7000,-0.17,0.722,-0.278,2.60
5891,35,55,30,0.52,1208,424,784,35.10,-2.0000,-0.17,1.571,-0.857,1.83
5892,80,55,30,0.49,1359,477,882,35.10,-2.2500,-0.17,0.688,-0.375,1.83
5893,45,55,25,0.52,1208,375,833,31.04,-2.0000,-0.17,1.222,-0.556,2.20
5894,70,65,25,0.49,1359,375,984,27.59,-2.2500,-0.17,0.929,-0.357,2.60
5895,50,55,25,0.52,1208,375,833,31.04,-2.0000,-0.17,1.100,-0.500,2.20
5896,85,55,25,0.52,1208,375,833,31.04,-2.0000,-0.17,0.647,-0.294,2.20
5897,20,60,20,0.25,3743,928,2815,24.79,-6.2000,-0.17,3.000,-1.000,3.00
5898,30,70,40,0.24,3924,1421,2503,36.21,-6.5000,-0.17,2.333,-1.333,1.75
5899,20,70,20,0.52,1207,266,941,22.04,-2.0000,-0.17,3.500,-1.000,3.50
5900,45,45,20,0.43,1750,534,1216,30.51,-2.9000,-0.17,1.000,-0.444,2.25
5901,20,45,30,0.55,1086,432,654,39.78,-1.8000,-0.17,2.250,-1.500,1.50
5902,65,70,35,0.44,1688,560,1128,33.18,-2.8000,-0.17,1.077,-0.538,2.00
5903,90,70,20,0.44,1688,372,1316,22.04,-2.8000,-0.17,0.778,-0.222,3.50
5904,65,35,20,0.32,2773,1000,1773,36.06,-4.6000,-0.17,0.538,-0.308,1.75
5905,75,45,30,0.35,2441,971,1470,39.78,-4.0500,-0.17,0.600,-0.400,1.50
5906,50,35,20,0.6,904,326,578,36.06,-1.5000,-0.17,0.700,-0.400,1.75
5907,45,35,20,0.6,904,326,578,36.06,-1.5000,-0.17,0.778,-0.444,1.75
5908,60,55,20,0.21,4428,1171,3257,26.45,-7.3500,-0.17,0.917,-0.333,2.75
5909,85,65,25,0.27,3461,955,2506,27.59,-5.7500,-0.17,0.765,-0.294,2.60
5910,70,65,20,0.25,3750,875,2875,23.33,-6.2500,-0.17,0.929,-0.286,3.25
5911,70,65,20,0.24,3930,917,3013,23.33,-6.5500,-0.17,0.929,-0.286,3.25
5912,20,65,20,0.53,1170,273,897,23.33,-1.9500,-0.17,3.250,-1.000,3.25
5913,85,45,25,0.46,1556,552,1004,35.48,-2.6000,-0.17,0.529,-0.294,1.80
5914,90,70,30,0.21,4428,1321,3107,29.83,-7.4000,-0.17,0.778,-0.333,2.33
5915,55,60,25,0.39,2064,603,1461,29.22,-3.4500,-0.17,1.091,-0.455,2.40
5916,20,50,30,0.36,2333,870,1463,37.29,-3.9000,-0.17,2.500,-1.500,1.67
5917,20,70,45,0.33,2660,1037,1623,38.98,-4.4500,-0.17,3.500,-2.250,1.56
5918,55,60,25,0.4,1999,584,1415,29.21,-3.3500,-0.17,1.091,-0.455,2.40
5919,50,65,20,0.32,2773,647,2126,23.33,-4.6500,-0.17,1.300,-0.400,3.25
5920,55,65,20,0.32,2773,647,2126,23.33,-4.6500,-0.17,1.182,-0.364,3.25
5921,65,45,30,0.32,2773,1103,1670,39.78,-4.6500,-0.17,0.692,-0.462,1.50
5922,20,50,20,0.38,2146,608,1538,28.33,-3.6000,-0.17,2.500,-1.000,2.50
5923,65,65,35,0.31,2891,1007,1884,34.83,-4.8500,-0.17,1.000,-0.538,1.86
5924,75,55,20,0.29,3188,843,2345,26.44,-5.3500,-0.17,0.733,-0.267,2.75
5925,25,70,25,0.51,1251,327,924,26.14,-2.1000,-0.17,2.800,-1.000,2.80
5926,65,60,35,0.35,2441,895,1546,36.67,-4.1000,-0.17,0.923,-0.538,1.71
5927,25,65,20,0.25,3746,874,2872,23.33,-6.3000,-0.17,2.600,-0.800,3.25
5928,45,45,25,0.58,981,348,633,35.47,-1.6500,-0.17,1.000,-0.556,1.80
5929,20,65,35,0.3,3026,1054,1972,34.83,-5.1000,-0.17,3.250,-1.750,1.86
5930,20,35,20,0.43,1750,631,1119,36.06,-2.9500,-0.17,1.750,-1.000,1.75
5931,70,65,40,0.59,949,360,589,37.93,-1.6000,-0.17,0.929,-0.571,1.62
5932,65,65,30,0.59,949,298,651,31.40,-1.6000,-0.17,1.000,-0.462,2.17
5933,70,70,20,0.26,3617,797,2820,22.03,-6.1000,-0.17,1.000,-0.286,3.50
5934,70,65,25,0.28,3320,916,2404,27.59,-5.6000,-0.17,0.929,-0.357,2.60
5935,60,60,20,0.22,4268,1058,3210,24.79,-7.2000,-0.17,1.000,-0.333,3.00
5936,45,35,20,0.47,1481,534,947,36.06,-2.5000,-0.17,0.778,-0.444,1.75
5937,75,60,35,0.47,1481,543,938,36.66,-2.5000,-0.17,0.800,-0.467,1.71
5938,20,50,25,0.33,2664,882,1782,33.11,-4.5000,-0.17,2.500,-1.250,2.00
5939,60,60,20,0.48,1420,352,1068,24.79,-2.4000,-0.17,1.000,-0.333,3.00
5940,50,35,20,0.48,1420,512,908,36.06,-2.4000,-0.17,0.700,-0.400,1.75
5941,35,60,20,0.48,1420,352,1068,24.79,-2.4000,-0.17,1.714,-0.571,3.00
5942,55,55,25,0.34,2542,789,1753,31.04,-4.3000,-0.17,1.000,-0.455,2.20
5943,65,60,35,0.34,2542,932,1610,36.66,-4.3000,-0.17,0.923,-0.538,1.71
5944,60,45,20,0.24,3930,1199,2731,30.51,-6.6500,-0.17,0.750,-0.333,2.25
5945,50,35,20,0.49,1359,490,869,36.06,-2.3000,-0.17,0.700,-0.400,1.75
5946,45,60,25,0.49,1359,397,962,29.21,-2.3000,-0.17,1.333,-0.556,2.40
5947,70,45,30,0.29,3188,1268,1920,39.77,-5.4000,-0.17,0.643,-0.429,1.50
5948,20,70,45,0.48,1416,552,864,38.98,-2.4000,-0.17,3.500,-2.250,1.56
5949,65,45,20,0.32,2773,846,1927,30.51,-4.7000,-0.17,0.692,-0.308,2.25
5950,50,45,20,0.38,2147,655,1492,30.51,-3.6500,-0.17,0.900,-0.400,2.25
5951,60,70,30,0.5,1294,386,908,29.83,-2.2000,-0.17,1.167,-0.500,2.33
5952,50,60,25,0.5,1294,378,916,29.21,-2.2000,-0.17,1.200,-0.500,2.40
5953,45,45,25,0.26,3617,1283,2334,35.47,-6.1500,-0.17,1.000,-0.556,1.80
5954,25,60,35,0.26,3614,1325,2289,36.66,-6.1500,-0.17,2.400,-1.400,1.71
5955,45,65,20,0.46,1556,363,1193,23.33,-2.6500,-0.17,1.444,-0.444,3.25
5956,70,60,25,0.27,3461,1011,2450,29.21,-5.9000,-0.17,0.857,-0.357,2.40
5957,75,70,40,0.23,4104,1486,2618,36.21,-7.0000,-0.17,0.933,-0.533,1.75
5958,35,35,20,0.25,3750,1352,2398,36.05,-6.4000,-0.17,1.000,-0.571,1.75
5959,75,70,40,0.53,1171,424,747,36.21,-2.0000,-0.17,0.933,-0.533,1.75
5960,65,50,20,0.22,4268,1209,3059,28.33,-7.3000,-0.17,0.769,-0.308,2.50
5961,60,50,20,0.22,4268,1209,3059,28.33,-7.3000,-0.17,0.833,-0.333,2.50
