排名,杠杆倍数,止盈%,止损%,K1涨跌幅%,总交易数,盈利次数,亏损次数,胜率%,总盈亏,总收益率%,平均盈利%,平均亏损%,盈亏比
10475,85,60,40,0.53,1171,462,709,39.45,-6.4000,-0.55,0.706,-0.471,1.50
10476,80,70,40,0.53,1171,420,751,35.87,-6.4000,-0.55,0.875,-0.500,1.75
10477,90,65,40,0.53,1171,440,731,37.57,-6.4000,-0.55,0.722,-0.444,1.62
10478,40,65,40,0.53,1171,440,731,37.57,-6.4000,-0.55,1.625,-1.000,1.62
10479,80,65,35,0.25,3750,1292,2458,34.45,-20.5000,-0.55,0.812,-0.438,1.86
10480,75,65,35,0.25,3750,1292,2458,34.45,-20.5000,-0.55,0.867,-0.467,1.86
10481,65,55,25,0.34,2542,777,1765,30.57,-13.9000,-0.55,0.846,-0.385,2.20
10482,70,55,30,0.55,1088,377,711,34.65,-5.9500,-0.55,0.786,-0.429,1.83
10483,50,55,30,0.55,1088,377,711,34.65,-5.9500,-0.55,1.100,-0.600,1.83
10484,50,65,20,0.55,1088,249,839,22.89,-5.9500,-0.55,1.300,-0.400,3.25
10485,70,60,25,0.55,1088,313,775,28.77,-5.9500,-0.55,0.857,-0.357,2.40
10486,40,55,20,0.22,4268,1107,3161,25.94,-23.3500,-0.55,1.375,-0.500,2.75
10487,30,70,40,0.21,4422,1586,2836,35.87,-24.2000,-0.55,2.333,-1.333,1.75
10488,65,50,25,0.38,2147,700,1447,32.60,-11.7500,-0.55,0.769,-0.385,2.00
10489,75,50,25,0.38,2147,700,1447,32.60,-11.7500,-0.55,0.667,-0.333,2.00
10490,30,30,20,0.57,1023,398,625,38.91,-5.6000,-0.55,1.000,-0.667,1.50
10491,25,30,20,0.57,1023,398,625,38.91,-5.6000,-0.55,1.200,-0.800,1.50
10492,35,30,20,0.39,2064,803,1261,38.91,-11.3000,-0.55,0.857,-0.571,1.50
10493,30,70,30,0.24,3925,1156,2769,29.45,-21.5000,-0.55,2.333,-1.000,2.33
10494,40,40,25,0.4,1999,752,1247,37.62,-10.9500,-0.55,1.000,-0.625,1.60
10495,30,40,25,0.4,1999,752,1247,37.62,-10.9500,-0.55,1.333,-0.833,1.60
10496,65,60,20,0.36,2336,568,1768,24.32,-12.8000,-0.55,0.923,-0.308,3.00
10497,70,60,25,0.59,949,273,676,28.77,-5.2000,-0.55,0.857,-0.357,2.40
10498,25,60,20,0.36,2336,568,1768,24.32,-12.8000,-0.55,2.400,-0.800,3.00
10499,20,40,25,0.44,1688,635,1053,37.62,-9.2500,-0.55,2.000,-1.250,1.60
10500,80,65,40,0.25,3750,1409,2341,37.57,-20.5500,-0.55,0.812,-0.500,1.62
10501,60,60,35,0.28,3320,1204,2116,36.27,-18.2000,-0.55,1.000,-0.583,1.71
10502,75,60,30,0.23,4104,1343,2761,32.72,-22.5000,-0.55,0.800,-0.400,2.00
10503,20,65,20,0.37,2233,511,1722,22.88,-12.2500,-0.55,3.250,-1.000,3.25
10504,85,65,40,0.26,3617,1359,2258,37.57,-19.8500,-0.55,0.765,-0.471,1.63
10505,65,60,30,0.41,1913,626,1287,32.72,-10.5000,-0.55,0.923,-0.462,2.00
10506,65,65,20,0.42,1831,419,1412,22.88,-10.0500,-0.55,1.000,-0.308,3.25
10507,40,60,35,0.42,1831,664,1167,36.26,-10.0500,-0.55,1.500,-0.875,1.71
10508,55,45,30,0.3,3033,1191,1842,39.27,-16.6500,-0.55,0.818,-0.545,1.50
10509,60,45,30,0.3,3033,1191,1842,39.27,-16.6500,-0.55,0.750,-0.500,1.50
10510,30,70,45,0.22,4261,1647,2614,38.65,-23.4000,-0.55,2.333,-1.500,1.56
10511,70,55,25,0.48,1420,434,986,30.56,-7.8000,-0.55,0.786,-0.357,2.20
10512,40,55,30,0.48,1420,492,928,34.65,-7.8000,-0.55,1.375,-0.750,1.83
10513,65,55,25,0.48,1420,434,986,30.56,-7.8000,-0.55,0.846,-0.385,2.20
10514,55,45,30,0.46,1556,611,945,39.27,-8.5500,-0.55,0.818,-0.545,1.50
10515,25,40,20,0.38,2147,696,1451,32.42,-11.8000,-0.55,1.600,-0.800,2.00
10516,50,40,20,0.38,2147,696,1451,32.42,-11.8000,-0.55,0.800,-0.400,2.00
10517,80,60,40,0.38,2147,847,1300,39.45,-11.8000,-0.55,0.750,-0.500,1.50
10518,20,70,40,0.5,1291,463,828,35.86,-7.1000,-0.55,3.500,-2.000,1.75
10519,55,45,25,0.37,2236,781,1455,34.93,-12.3000,-0.55,0.818,-0.455,1.80
10520,45,50,20,0.26,3617,1005,2612,27.79,-19.9000,-0.55,1.111,-0.444,2.50
10521,30,30,20,0.26,3617,1407,2210,38.90,-19.9000,-0.55,1.000,-0.667,1.50
10522,85,60,25,0.4,1999,575,1424,28.76,-11.0000,-0.55,0.706,-0.294,2.40
10523,80,60,25,0.47,1481,426,1055,28.76,-8.1500,-0.55,0.750,-0.312,2.40
10524,70,60,25,0.47,1481,426,1055,28.76,-8.1500,-0.55,0.857,-0.357,2.40
10525,85,60,40,0.58,981,387,594,39.45,-5.4000,-0.55,0.706,-0.471,1.50
10526,20,70,20,0.58,981,212,769,21.61,-5.4000,-0.55,3.500,-1.000,3.50
10527,35,40,20,0.58,981,318,663,32.42,-5.4000,-0.55,1.143,-0.571,2.00
10528,25,70,20,0.58,981,212,769,21.61,-5.4000,-0.55,2.800,-0.800,3.50
10529,65,65,20,0.3,3033,694,2339,22.88,-16.7000,-0.55,1.000,-0.308,3.25
10530,55,60,40,0.23,4104,1619,2485,39.45,-22.6000,-0.55,1.091,-0.727,1.50
10531,65,60,20,0.34,2542,618,1924,24.31,-14.0000,-0.55,0.923,-0.308,3.00
10532,70,55,35,0.34,2542,973,1569,38.28,-14.0000,-0.55,0.786,-0.500,1.57
10533,70,45,25,0.53,1171,409,762,34.93,-6.4500,-0.55,0.643,-0.357,1.80
10534,40,70,40,0.51,1252,449,803,35.86,-6.9000,-0.55,1.750,-1.000,1.75
10535,25,30,20,0.51,1252,487,765,38.90,-6.9000,-0.55,1.200,-0.800,1.50
10536,90,60,35,0.51,1252,454,798,36.26,-6.9000,-0.55,0.667,-0.389,1.71
10537,60,45,20,0.33,2667,798,1869,29.92,-14.7000,-0.55,0.750,-0.333,2.25
10538,75,70,25,0.55,1088,280,808,25.74,-6.0000,-0.55,0.933,-0.333,2.80
10539,85,60,30,0.55,1088,356,732,32.72,-6.0000,-0.55,0.706,-0.353,2.00
10540,55,65,30,0.41,1913,593,1320,31.00,-10.5500,-0.55,1.182,-0.545,2.17
10541,50,50,30,0.42,1831,674,1157,36.81,-10.1000,-0.55,1.000,-0.600,1.67
10542,45,50,25,0.49,1359,443,916,32.60,-7.5000,-0.55,1.111,-0.556,2.00
10543,35,45,20,0.25,3750,1122,2628,29.92,-20.7000,-0.55,1.286,-0.571,2.25
10544,45,50,25,0.54,1132,369,763,32.60,-6.2500,-0.55,1.111,-0.556,2.00
10545,35,45,20,0.45,1621,485,1136,29.92,-8.9500,-0.55,1.286,-0.571,2.25
10546,20,45,20,0.37,2236,669,1567,29.92,-12.3500,-0.55,2.250,-1.000,2.25
10547,60,65,35,0.39,2064,711,1353,34.45,-11.4000,-0.55,1.083,-0.583,1.86
10548,80,70,25,0.5,1294,333,961,25.73,-7.1500,-0.55,0.875,-0.312,2.80
10549,35,65,20,0.46,1556,356,1200,22.88,-8.6000,-0.55,1.857,-0.571,3.25
10550,45,70,40,0.46,1556,558,998,35.86,-8.6000,-0.55,1.556,-0.889,1.75
10551,40,70,40,0.46,1556,558,998,35.86,-8.6000,-0.55,1.750,-1.000,1.75
10552,75,65,35,0.46,1556,536,1020,34.45,-8.6000,-0.55,0.867,-0.467,1.86
10553,90,65,40,0.34,2542,955,1587,37.57,-14.0500,-0.55,0.722,-0.444,1.62
10554,25,65,40,0.27,3455,1298,2157,37.57,-19.1000,-0.55,2.600,-1.600,1.62
10555,20,45,30,0.25,3744,1470,2274,39.26,-20.7000,-0.55,2.250,-1.500,1.50
10556,70,55,25,0.33,2667,815,1852,30.56,-14.7500,-0.55,0.786,-0.357,2.20
10557,65,55,25,0.33,2667,815,1852,30.56,-14.7500,-0.55,0.846,-0.385,2.20
10558,45,55,25,0.59,949,290,659,30.56,-5.2500,-0.55,1.222,-0.556,2.20
10559,65,55,20,0.47,1481,384,1097,25.93,-8.2000,-0.55,0.846,-0.308,2.75
10560,50,40,20,0.47,1481,480,1001,32.41,-8.2000,-0.55,0.800,-0.400,2.00
10561,35,40,20,0.3,3033,983,2050,32.41,-16.8000,-0.55,1.143,-0.571,2.00
10562,30,45,20,0.44,1688,505,1183,29.92,-9.3500,-0.55,1.500,-0.667,2.25
10563,75,70,40,0.41,1913,686,1227,35.86,-10.6000,-0.55,0.933,-0.533,1.75
10564,60,60,20,0.41,1913,465,1448,24.31,-10.6000,-0.55,1.000,-0.333,3.00
10565,20,70,30,0.46,1552,457,1095,29.45,-8.6000,-0.55,3.500,-1.500,2.33
10566,65,50,30,0.28,3320,1222,2098,36.81,-18.4000,-0.55,0.769,-0.462,1.67
