杠杆,止盈%,止损%,K1涨跌幅%,切换K线数,切换后止盈比例,切换后止损比例,总交易数,盈利次数,亏损次数,胜率%,平均盈利%,平均亏损%,平均持仓K线数,盈亏比,总盈亏USDT,最终资金USDT,总收益率%
140,330,500,0.21,50,0.9,1.0,1535,951,584,61.95,2.26,-3.57,76.4,1.03,83.6600,1618.6600,5.45
140,330,500,0.21,5,0.5,0.8,1539,1093,446,71.02,1.23,-2.87,36.5,1.05,83.0500,1622.0500,5.40
140,330,500,0.21,30,0.3,0.5,1537,992,545,64.54,1.32,-2.29,34.2,1.05,82.3500,1619.3500,5.36
140,330,500,0.21,50,0.4,0.7,1536,984,552,64.06,1.72,-2.97,50.2,1.04,82.0200,1618.0200,5.34
140,330,500,0.21,40,0.8,0.9,1536,950,586,61.85,2.12,-3.33,66.5,1.03,81.2200,1617.2200,5.29
140,330,500,0.21,45,0.6,0.9,1536,992,544,64.58,1.90,-3.36,60.1,1.03,81.0000,1617.0000,5.27
140,330,500,0.21,40,0.6,0.9,1536,999,537,65.04,1.86,-3.34,58.5,1.03,79.9600,1615.9600,5.21
140,330,500,0.21,25,0.5,0.7,1537,998,539,64.93,1.54,-2.75,43.5,1.04,79.7000,1616.7000,5.19
140,330,500,0.21,15,0.9,1.0,1535,965,570,62.87,2.17,-3.57,73.9,1.03,79.4100,1614.4100,5.17
140,330,500,0.21,20,0.5,0.7,1537,1005,532,65.39,1.48,-2.69,40.9,1.04,79.0000,1616.0000,5.14
140,330,500,0.21,25,0.9,1.0,1535,960,575,62.54,2.20,-3.57,75.0,1.03,78.5000,1613.5000,5.11
140,330,500,0.21,40,0.3,0.7,1536,1040,496,67.71,1.45,-2.92,43.3,1.04,78.3700,1614.3700,5.10
140,330,500,0.21,20,0.9,1.0,1535,962,573,62.67,2.18,-3.57,74.4,1.03,76.2900,1611.2900,4.97
140,330,500,0.21,5,0.7,0.9,1537,1021,516,66.43,1.68,-3.22,53.6,1.03,75.5700,1612.5700,4.92
140,330,500,0.21,30,1.0,0.9,1535,905,630,58.96,2.36,-3.30,73.6,1.03,74.5000,1609.5000,4.85
140,330,500,0.21,10,0.4,0.4,1540,912,628,59.22,1.13,-1.55,20.6,1.05,74.4400,1614.4400,4.83
140,330,500,0.21,30,0.9,1.0,1535,957,578,62.35,2.21,-3.57,75.4,1.03,73.4000,1608.4000,4.78
140,330,500,0.21,50,1.0,0.9,1535,910,625,59.28,2.36,-3.35,74.7,1.02,70.5000,1605.5000,4.59
140,330,500,0.21,15,0.6,0.9,1538,1045,493,67.95,1.59,-3.26,50.5,1.03,70.5400,1608.5400,4.59
140,330,500,0.21,50,0.5,0.9,1536,1009,527,65.69,1.81,-3.38,57.9,1.03,69.3000,1605.3000,4.51
140,330,500,0.21,35,0.8,0.9,1536,952,584,61.98,2.09,-3.32,65.9,1.03,68.5400,1604.5400,4.46
140,330,500,0.21,35,0.3,0.6,1537,1023,514,66.56,1.37,-2.63,39.1,1.04,68.1800,1605.1800,4.44
140,330,500,0.21,35,0.6,0.9,1536,1007,529,65.56,1.80,-3.33,57.1,1.03,67.8800,1603.8800,4.42
140,330,500,0.21,5,0.4,0.4,1540,930,610,60.39,1.01,-1.46,17.5,1.05,67.7200,1607.7200,4.40
140,330,500,0.21,45,0.3,0.7,1536,1023,513,66.60,1.53,-2.96,45.5,1.03,66.9900,1602.9900,4.36
140,330,500,0.21,10,0.3,0.3,1540,895,645,58.12,0.93,-1.21,15.9,1.06,66.2500,1606.2500,4.30
140,330,500,0.21,15,0.4,0.6,1539,1027,512,66.73,1.21,-2.33,31.0,1.04,65.8000,1604.8000,4.28
140,330,500,0.21,10,0.4,0.5,1540,987,553,64.09,1.11,-1.91,24.0,1.04,65.4400,1605.4400,4.25
140,330,500,0.21,30,0.8,0.9,1536,954,582,62.11,2.07,-3.31,65.4,1.02,64.7800,1600.7800,4.22
140,330,500,0.21,40,0.5,0.9,1536,1025,511,66.73,1.72,-3.35,54.7,1.03,64.3000,1600.3000,4.19
140,330,500,0.21,45,0.5,0.9,1536,1015,521,66.08,1.77,-3.37,56.8,1.03,64.0500,1600.0500,4.17
140,330,500,0.21,45,1.0,0.9,1535,908,627,59.15,2.36,-3.34,74.5,1.02,63.9000,1598.9000,4.16
140,330,500,0.21,10,0.9,1.0,1535,966,569,62.93,2.15,-3.57,73.4,1.02,63.6200,1598.6200,4.14
140,330,500,0.21,35,1.0,0.9,1535,905,630,58.96,2.36,-3.31,73.9,1.02,63.5000,1598.5000,4.14
140,330,500,0.21,30,0.4,0.6,1537,985,552,64.09,1.47,-2.54,39.4,1.03,62.8600,1599.8600,4.09
140,330,500,0.21,35,0.4,0.7,1536,1014,522,66.02,1.52,-2.86,44.4,1.03,61.2600,1597.2600,3.99
140,330,500,0.21,50,0.6,0.9,1536,984,552,64.06,1.93,-3.37,61.4,1.02,61.0800,1597.0800,3.98
140,330,500,0.21,5,0.8,0.9,1536,973,563,63.35,1.91,-3.22,59.9,1.02,59.7600,1595.7600,3.89
140,330,500,0.21,30,0.6,0.9,1536,1013,523,65.95,1.76,-3.32,56.0,1.02,59.6800,1595.6800,3.89
140,330,500,0.21,50,0.4,0.8,1536,1009,527,65.69,1.70,-3.18,52.4,1.03,59.0200,1595.0200,3.84
140,330,500,0.21,25,0.3,0.4,1538,937,601,60.92,1.25,-1.88,28.9,1.04,57.7300,1595.7300,3.75
140,330,500,0.21,10,0.6,0.9,1539,1056,483,68.62,1.52,-3.24,48.4,1.03,57.2800,1596.2800,3.72
140,330,500,0.21,45,0.7,1.0,1536,989,547,64.39,2.02,-3.57,67.6,1.02,56.4700,1592.4700,3.68
140,330,500,0.21,10,0.5,0.8,1539,1071,468,69.59,1.31,-2.91,39.3,1.03,56.1500,1595.1500,3.65
140,330,500,0.21,40,0.7,1.0,1536,995,541,64.78,1.98,-3.57,66.7,1.02,55.7800,1591.7800,3.63
140,330,500,0.21,5,0.4,0.5,1540,1005,535,65.26,1.00,-1.82,20.8,1.04,53.7200,1593.7200,3.49
140,330,500,0.21,10,0.4,0.6,1540,1044,496,67.79,1.11,-2.25,28.0,1.03,53.6800,1593.6800,3.49
140,330,500,0.21,40,1.0,0.9,1535,905,630,58.96,2.36,-3.33,74.1,1.02,53.5000,1588.5000,3.49
140,330,500,0.21,45,0.8,1.0,1536,968,568,63.02,2.14,-3.57,71.9,1.02,53.4400,1589.4400,3.48
140,330,500,0.21,50,0.3,0.7,1536,1010,526,65.76,1.59,-2.99,47.7,1.02,53.2300,1589.2300,3.47
140,330,500,0.21,35,0.5,0.9,1536,1036,500,67.45,1.65,-3.34,53.5,1.02,49.5500,1585.5500,3.23
140,330,500,0.21,40,0.4,0.8,1536,1027,509,66.86,1.59,-3.13,48.7,1.02,48.3000,1584.3000,3.14
140,330,500,0.21,30,0.5,0.8,1536,1016,520,66.15,1.60,-3.07,48.8,1.02,47.9500,1583.9500,3.12
140,330,500,0.21,20,0.3,0.4,1538,940,598,61.12,1.15,-1.76,25.5,1.03,47.6500,1585.6500,3.10
140,330,500,0.21,45,0.4,0.8,1536,1015,521,66.08,1.66,-3.16,50.8,1.02,47.5600,1583.5600,3.10
140,330,500,0.21,40,0.8,1.0,1536,971,565,63.22,2.11,-3.57,71.6,1.02,46.6600,1582.6600,3.04
140,330,500,0.21,5,0.9,1.0,1535,967,568,63.00,2.13,-3.57,73.1,1.02,46.5100,1581.5100,3.03
140,330,500,0.21,20,0.5,0.8,1537,1038,499,67.53,1.47,-2.99,44.4,1.02,45.4500,1582.4500,2.96
140,330,500,0.21,5,0.6,0.9,1539,1067,472,69.33,1.45,-3.22,47.0,1.02,42.2400,1581.2400,2.74
140,330,500,0.21,45,0.3,0.8,1536,1047,489,68.16,1.51,-3.18,47.5,1.02,41.2500,1577.2500,2.69
140,330,500,0.21,25,0.7,1.0,1536,1014,522,66.02,1.87,-3.57,64.1,1.02,39.2400,1575.2400,2.55
140,330,500,0.21,25,0.6,0.9,1537,1020,517,66.36,1.70,-3.30,54.6,1.02,38.3000,1575.3000,2.49
140,330,500,0.21,40,0.3,0.8,1536,1062,474,69.14,1.43,-3.15,45.3,1.02,38.1500,1574.1500,2.48
140,330,500,0.21,20,0.6,0.9,1537,1028,509,66.88,1.65,-3.28,53.2,1.02,35.5400,1572.5400,2.31
140,330,500,0.21,40,0.6,1.0,1536,1017,519,66.21,1.85,-3.57,62.3,1.01,35.1000,1571.1000,2.29
140,330,500,0.21,50,0.3,0.8,1536,1035,501,67.38,1.57,-3.20,49.7,1.02,34.9800,1570.9800,2.28
140,330,500,0.21,5,0.3,0.3,1540,913,627,59.29,0.79,-1.11,12.4,1.03,33.5100,1573.5100,2.18
140,330,500,0.21,50,0.8,1.0,1535,962,573,62.67,2.15,-3.57,72.7,1.01,33.0600,1568.0600,2.15
140,330,500,0.21,25,0.5,0.8,1537,1026,511,66.75,1.53,-3.04,46.8,1.01,32.4000,1569.4000,2.11
140,330,500,0.21,30,0.3,0.6,1537,1028,509,66.88,1.30,-2.58,36.5,1.02,30.4900,1567.4900,1.98
140,330,500,0.21,30,0.7,1.0,1536,1005,531,65.43,1.91,-3.57,65.4,1.01,29.8800,1565.8800,1.95
140,330,500,0.21,35,0.7,1.0,1536,999,537,65.04,1.94,-3.57,66.1,1.01,29.5800,1565.5800,1.93
140,330,500,0.21,15,0.5,0.9,1538,1084,454,70.48,1.39,-3.27,44.9,1.01,28.9000,1566.9000,1.88
140,330,500,0.21,50,0.7,1.0,1536,981,555,63.87,2.04,-3.57,68.8,1.01,28.6800,1564.6800,1.87
140,330,500,0.21,20,0.7,1.0,1536,1020,516,66.41,1.83,-3.57,62.6,1.01,28.6500,1564.6500,1.87
140,330,500,0.21,5,1.0,1.0,1535,928,607,60.46,2.36,-3.57,80.0,1.01,27.4000,1562.4000,1.79
140,330,500,0.21,10,1.0,1.0,1535,928,607,60.46,2.36,-3.57,80.0,1.01,27.4000,1562.4000,1.79
140,330,500,0.21,15,1.0,1.0,1535,928,607,60.46,2.36,-3.57,80.0,1.01,27.4000,1562.4000,1.79
140,330,500,0.21,20,1.0,1.0,1535,928,607,60.46,2.36,-3.57,80.0,1.01,27.4000,1562.4000,1.79
140,330,500,0.21,25,1.0,1.0,1535,928,607,60.46,2.36,-3.57,80.0,1.01,27.4000,1562.4000,1.79
140,330,500,0.21,30,1.0,1.0,1535,928,607,60.46,2.36,-3.57,80.0,1.01,27.4000,1562.4000,1.79
140,330,500,0.21,35,1.0,1.0,1535,928,607,60.46,2.36,-3.57,80.0,1.01,27.4000,1562.4000,1.79
140,330,500,0.21,40,1.0,1.0,1535,928,607,60.46,2.36,-3.57,80.0,1.01,27.4000,1562.4000,1.79
140,330,500,0.21,45,1.0,1.0,1535,928,607,60.46,2.36,-3.57,80.0,1.01,27.4000,1562.4000,1.79
140,330,500,0.21,50,1.0,1.0,1535,928,607,60.46,2.36,-3.57,80.0,1.01,27.4000,1562.4000,1.79
140,330,500,0.21,25,0.8,1.0,1536,982,554,63.93,2.03,-3.57,69.7,1.01,27.0800,1563.0800,1.76
140,330,500,0.21,20,0.4,0.6,1538,1000,538,65.02,1.30,-2.39,34.1,1.01,26.9000,1564.9000,1.75
140,330,500,0.21,40,0.5,1.0,1536,1043,493,67.90,1.71,-3.57,58.0,1.01,26.5000,1562.5000,1.73
140,330,500,0.21,30,0.4,0.7,1536,1018,518,66.28,1.45,-2.82,42.2,1.01,26.4200,1562.4200,1.72
140,330,500,0.21,50,0.4,0.9,1536,1028,508,66.93,1.69,-3.38,54.7,1.01,26.1000,1562.1000,1.70
140,330,500,0.21,35,0.8,1.0,1536,973,563,63.35,2.08,-3.57,71.2,1.01,24.9800,1560.9800,1.63
140,330,500,0.21,30,0.5,0.9,1536,1042,494,67.84,1.59,-3.33,52.2,1.01,24.8500,1560.8500,1.62
140,330,500,0.21,45,0.6,1.0,1536,1007,529,65.56,1.89,-3.57,63.7,1.01,24.7000,1560.7000,1.61
140,330,500,0.21,5,0.5,0.9,1539,1119,420,72.71,1.22,-3.22,40.0,1.01,24.4500,1563.4500,1.59
140,330,500,0.21,15,0.3,0.4,1539,956,583,62.12,1.04,-1.67,21.8,1.02,22.9600,1561.9600,1.49
140,330,500,0.21,35,0.3,0.7,1536,1049,487,68.29,1.35,-2.89,41.2,1.01,19.4200,1555.4200,1.26
140,330,500,0.21,50,0.5,1.0,1536,1023,513,66.60,1.80,-3.57,61.0,1.01,18.9000,1554.9000,1.23
140,330,500,0.21,45,0.3,0.9,1536,1067,469,69.47,1.50,-3.38,49.7,1.01,17.5500,1553.5500,1.14
140,330,500,0.21,15,0.7,1.0,1536,1027,509,66.86,1.78,-3.57,61.1,1.01,17.4500,1553.4500,1.14
140,330,500,0.21,35,0.6,1.0,1536,1025,511,66.73,1.79,-3.57,61.1,1.01,17.0200,1553.0200,1.11
140,330,500,0.21,5,0.4,0.6,1540,1057,483,68.64,1.00,-2.17,25.0,1.01,15.3600,1555.3600,1.00
140,330,500,0.21,45,0.4,0.9,1536,1035,501,67.38,1.64,-3.37,53.4,1.01,14.4600,1550.4600,0.94
140,330,500,0.21,45,0.5,1.0,1536,1030,506,67.06,1.76,-3.57,59.9,1.01,14.3000,1550.3000,0.93
140,330,500,0.21,10,0.7,1.0,1537,1037,500,67.47,1.73,-3.57,59.6,1.01,14.2700,1551.2700,0.93
140,330,500,0.21,40,0.4,0.9,1536,1048,488,68.23,1.57,-3.36,51.3,1.01,14.0200,1550.0200,0.91
140,330,500,0.21,25,0.4,0.6,1538,988,550,64.24,1.39,-2.48,36.7,1.01,11.9600,1549.9600,0.78
140,330,500,0.21,30,0.8,1.0,1536,975,561,63.48,2.06,-3.57,70.9,1.00,11.2200,1547.2200,0.73
140,330,500,0.21,15,0.6,1.0,1538,1067,471,69.38,1.58,-3.57,55.1,1.00,11.1000,1549.1000,0.72
140,330,500,0.21,15,0.8,1.0,1536,990,546,64.45,1.98,-3.57,67.6,1.00,10.3200,1546.3200,0.67
140,330,500,0.21,40,0.3,0.9,1536,1082,454,70.44,1.42,-3.37,47.5,1.00,8.9500,1544.9500,0.58
140,330,500,0.21,50,0.3,0.9,1536,1054,482,68.62,1.56,-3.39,51.7,1.00,8.7900,1544.7900,0.57
140,330,500,0.21,30,0.6,1.0,1536,1032,504,67.19,1.75,-3.57,60.2,1.00,7.8000,1543.8000,0.51
140,330,500,0.21,35,0.5,1.0,1536,1054,482,68.62,1.64,-3.57,56.9,1.00,7.2500,1543.2500,0.47
140,330,500,0.21,20,0.8,1.0,1536,984,552,64.06,2.01,-3.57,68.8,1.00,6.0600,1542.0600,0.39
140,330,500,0.21,10,0.4,0.7,1539,1081,458,70.24,1.10,-2.59,31.1,1.00,6.0200,1545.0200,0.39
140,330,500,0.21,35,0.4,0.8,1536,1036,500,67.45,1.50,-3.11,47.0,1.00,5.3000,1541.3000,0.35
140,330,500,0.21,20,0.3,0.5,1538,1000,538,65.02,1.13,-2.09,28.1,1.00,4.0500,1542.0500,0.26
140,330,500,0.21,50,0.6,1.0,1536,998,538,64.97,1.93,-3.57,65.0,1.00,2.8000,1538.8000,0.18
140,330,500,0.21,25,0.3,0.5,1538,989,549,64.30,1.22,-2.20,31.3,1.00,2.7100,1540.7100,0.18
140,330,500,0.21,15,0.4,0.7,1538,1059,479,68.86,1.20,-2.65,33.8,1.00,1.0400,1539.0400,0.07
140,330,500,0.21,30,0.3,0.7,1536,1059,477,68.95,1.28,-2.85,38.6,1.00,-4.3200,1531.6800,-0.28
140,330,500,0.21,25,0.5,0.9,1537,1051,486,68.38,1.53,-3.31,50.4,1.00,-5.3500,1531.6500,-0.35
140,330,500,0.21,10,0.5,0.9,1539,1096,443,71.22,1.31,-3.24,42.7,1.00,-5.6000,1533.4000,-0.36
140,330,500,0.21,5,0.4,0.7,1539,1101,438,71.54,1.00,-2.52,28.2,1.00,-6.0600,1532.9400,-0.39
140,330,500,0.21,10,0.8,1.0,1536,994,542,64.71,1.94,-3.57,66.5,1.00,-6.6400,1529.3600,-0.43
140,330,500,0.21,15,0.4,0.8,1538,1096,442,71.26,1.19,-2.97,36.7,1.00,-8.1200,1529.8800,-0.53
140,330,500,0.21,15,0.3,0.5,1539,1021,518,66.34,1.02,-2.02,24.5,0.99,-8.1900,1530.8100,-0.53
140,330,500,0.21,45,0.3,1.0,1536,1083,453,70.51,1.49,-3.57,52.0,1.00,-10.1100,1525.8900,-0.66
140,330,500,0.21,15,0.3,0.6,1539,1077,462,69.98,1.00,-2.35,27.4,0.99,-10.2500,1528.7500,-0.67
140,330,500,0.21,20,0.5,0.9,1537,1062,475,69.10,1.46,-3.28,48.0,1.00,-10.4500,1526.5500,-0.68
140,330,500,0.21,40,0.3,1.0,1536,1100,436,71.61,1.41,-3.57,49.9,0.99,-12.2300,1523.7700,-0.80
140,330,500,0.21,10,0.3,0.6,1540,1103,437,71.62,0.89,-2.26,24.0,0.99,-15.8300,1524.1700,-1.03
140,330,500,0.21,20,0.4,0.8,1537,1075,462,69.94,1.28,-3.00,39.9,0.99,-16.1000,1520.9000,-1.05
140,330,500,0.21,50,0.3,1.0,1536,1070,466,69.66,1.54,-3.57,53.9,0.99,-16.3700,1519.6300,-1.07
140,330,500,0.21,25,0.6,1.0,1537,1040,497,67.66,1.70,-3.57,59.1,0.99,-16.6000,1520.4000,-1.08
140,330,500,0.21,5,0.7,1.0,1537,1043,494,67.86,1.68,-3.57,58.7,0.99,-17.1100,1519.8900,-1.11
140,330,500,0.21,25,0.4,0.7,1537,1025,512,66.69,1.37,-2.77,39.7,0.99,-17.2000,1519.8000,-1.12
140,330,500,0.21,10,0.4,0.8,1539,1116,423,72.51,1.09,-2.92,33.6,0.99,-18.2800,1520.7200,-1.19
140,330,500,0.21,15,0.5,1.0,1538,1106,432,71.91,1.38,-3.57,48.9,0.99,-18.3000,1519.7000,-1.19
140,330,500,0.21,5,0.4,0.8,1539,1139,400,74.01,1.00,-2.87,30.6,0.99,-18.4000,1520.6000,-1.20
140,330,500,0.21,30,0.5,1.0,1536,1061,475,69.08,1.59,-3.57,55.8,0.99,-18.8000,1517.2000,-1.22
140,330,500,0.21,50,0.4,1.0,1536,1042,494,67.84,1.68,-3.57,57.5,0.99,-19.4200,1516.5800,-1.26
140,330,500,0.21,35,0.3,0.8,1536,1072,464,69.79,1.34,-3.13,43.5,0.99,-21.3100,1514.6900,-1.39
140,330,500,0.21,10,0.3,0.5,1540,1044,496,67.79,0.90,-1.92,20.8,0.98,-21.7400,1518.2600,-1.41
140,330,500,0.21,5,0.3,0.5,1540,1074,466,69.74,0.77,-1.82,17.3,0.98,-22.6000,1517.4000,-1.47
140,330,500,0.21,30,0.4,0.8,1536,1043,493,67.90,1.44,-3.08,44.8,0.99,-22.5800,1513.4200,-1.47
140,330,500,0.21,20,0.4,0.7,1537,1035,502,67.34,1.29,-2.70,37.0,0.99,-23.9000,1513.1000,-1.55
140,330,500,0.21,5,0.3,0.4,1540,997,543,64.74,0.78,-1.46,14.6,0.98,-24.3300,1515.6700,-1.58
140,330,500,0.21,10,0.6,1.0,1539,1076,463,69.92,1.52,-3.57,53.2,0.99,-26.1200,1512.8800,-1.70
140,330,500,0.21,25,0.4,0.8,1537,1059,478,68.90,1.36,-3.05,42.5,0.99,-28.3200,1508.6800,-1.84
140,330,500,0.21,35,0.4,0.9,1536,1058,478,68.88,1.49,-3.35,49.8,0.99,-28.6600,1507.3400,-1.87
140,330,500,0.21,40,0.4,1.0,1536,1064,472,69.27,1.56,-3.57,54.3,0.99,-30.8600,1505.1400,-2.01
140,330,500,0.21,10,0.3,0.4,1540,964,576,62.60,0.91,-1.57,18.0,0.98,-31.4400,1508.5600,-2.04
140,330,500,0.21,5,0.3,0.6,1540,1129,411,73.31,0.77,-2.17,20.6,0.97,-31.6500,1508.3500,-2.06
140,330,500,0.21,20,0.6,1.0,1537,1048,489,68.18,1.64,-3.57,57.4,0.99,-33.3600,1503.6400,-2.17
140,330,500,0.21,5,0.5,1.0,1539,1141,398,74.14,1.22,-3.57,44.1,0.98,-34.7500,1504.2500,-2.26
140,330,500,0.21,5,0.6,1.0,1539,1089,450,70.76,1.45,-3.57,51.8,0.98,-35.7000,1503.3000,-2.32
140,330,500,0.21,30,0.3,0.8,1536,1085,451,70.64,1.27,-3.10,40.9,0.98,-36.0800,1499.9200,-2.35
140,330,500,0.21,45,0.4,1.0,1536,1049,487,68.29,1.63,-3.57,56.2,0.98,-36.5600,1499.4400,-2.38
140,330,500,0.21,20,0.3,0.6,1538,1045,493,67.95,1.11,-2.41,31.0,0.98,-39.4000,1498.6000,-2.56
140,330,500,0.21,5,0.3,0.7,1539,1171,368,76.09,0.77,-2.53,23.0,0.97,-40.5700,1498.4300,-2.64
140,330,500,0.21,5,0.8,1.0,1536,996,540,64.84,1.91,-3.57,66.0,0.98,-41.5200,1494.4800,-2.70
140,330,500,0.21,5,0.3,0.8,1539,1206,333,78.36,0.77,-2.88,25.0,0.97,-45.4200,1493.5800,-2.95
140,330,500,0.21,30,0.4,0.9,1536,1068,468,69.53,1.43,-3.33,47.8,0.98,-46.5800,1489.4200,-3.03
140,330,500,0.21,25,0.3,0.6,1538,1029,509,66.91,1.20,-2.50,33.8,0.97,-48.1900,1489.8100,-3.13
140,330,500,0.21,35,0.3,0.9,1536,1093,443,71.16,1.33,-3.36,45.9,0.98,-50.0200,1485.9800,-3.26
140,330,500,0.21,25,0.5,1.0,1537,1071,466,69.68,1.52,-3.57,54.2,0.98,-51.3500,1485.6500,-3.34
140,330,500,0.21,30,0.3,0.9,1536,1109,427,72.20,1.25,-3.34,43.6,0.97,-52.8200,1483.1800,-3.44
140,330,500,0.21,25,0.4,0.9,1537,1083,454,70.46,1.35,-3.31,45.6,0.97,-63.6400,1473.3600,-4.14
140,330,500,0.21,10,0.3,0.7,1539,1136,403,73.81,0.88,-2.60,26.3,0.96,-64.1600,1474.8400,-4.17
140,330,500,0.21,15,0.3,0.8,1538,1144,394,74.38,0.98,-2.98,32.1,0.96,-66.9200,1471.0800,-4.35
140,330,500,0.21,20,0.3,0.8,1537,1119,418,72.80,1.08,-3.01,35.8,0.96,-67.1400,1469.8600,-4.37
140,330,500,0.21,20,0.4,0.9,1537,1098,439,71.44,1.27,-3.29,43.1,0.97,-67.2400,1469.7600,-4.37
140,330,500,0.21,20,0.5,1.0,1537,1082,455,70.40,1.46,-3.57,51.7,0.97,-68.9500,1468.0500,-4.49
140,330,500,0.21,10,0.3,0.8,1539,1171,368,76.09,0.88,-2.93,28.4,0.95,-72.5100,1466.4900,-4.71
140,330,500,0.21,15,0.4,0.9,1538,1117,421,72.63,1.19,-3.27,39.7,0.96,-73.4000,1464.6000,-4.77
140,330,500,0.21,25,0.3,0.7,1537,1065,472,69.29,1.19,-2.79,36.1,0.96,-73.5500,1463.4500,-4.79
140,330,500,0.21,15,0.3,0.7,1538,1106,432,71.91,0.99,-2.67,29.5,0.95,-74.0400,1463.9600,-4.81
140,330,500,0.21,10,0.5,1.0,1539,1116,423,72.51,1.31,-3.57,46.8,0.96,-75.6000,1463.4000,-4.91
140,330,500,0.21,30,0.3,1.0,1536,1128,408,73.44,1.24,-3.57,46.3,0.96,-75.5100,1460.4900,-4.92
140,330,500,0.21,35,0.3,1.0,1536,1111,425,72.33,1.32,-3.57,48.5,0.96,-75.7000,1460.3000,-4.93
140,330,500,0.21,25,0.3,0.8,1537,1099,438,71.50,1.17,-3.07,38.5,0.96,-75.8900,1461.1100,-4.94
140,330,500,0.21,35,0.4,1.0,1536,1074,462,69.92,1.48,-3.57,52.9,0.97,-78.5400,1457.4600,-5.11
140,330,500,0.21,5,0.3,0.9,1539,1229,310,79.86,0.77,-3.22,27.5,0.94,-81.1500,1457.8500,-5.27
140,330,500,0.21,5,0.4,0.9,1539,1161,378,75.44,1.00,-3.22,33.7,0.95,-85.8600,1453.1400,-5.58
140,330,500,0.21,20,0.3,0.7,1537,1078,459,70.14,1.10,-2.71,33.1,0.95,-88.2300,1448.7700,-5.74
140,330,500,0.21,30,0.4,1.0,1536,1085,451,70.64,1.42,-3.57,51.1,0.96,-96.1400,1439.8600,-6.26
140,330,500,0.21,10,0.4,0.9,1539,1135,404,73.75,1.09,-3.25,36.5,0.95,-100.7000,1438.3000,-6.54
140,330,500,0.21,25,0.3,0.9,1537,1121,416,72.93,1.16,-3.32,41.2,0.94,-110.1100,1426.8900,-7.16
140,330,500,0.21,25,0.4,1.0,1537,1101,436,71.63,1.34,-3.57,49.1,0.95,-112.8800,1424.1200,-7.34
140,330,500,0.21,15,0.3,0.9,1538,1165,373,75.75,0.98,-3.28,34.4,0.93,-115.1300,1422.8700,-7.49
140,330,500,0.21,5,0.3,1.0,1539,1248,291,81.09,0.77,-3.57,30.1,0.92,-117.8400,1421.1600,-7.66
140,330,500,0.21,20,0.3,0.9,1537,1139,398,74.11,1.08,-3.30,38.3,0.93,-120.3400,1416.6600,-7.83
140,330,500,0.21,10,0.3,0.9,1539,1192,347,77.45,0.87,-3.25,30.7,0.92,-122.7200,1416.2800,-7.97
140,330,500,0.21,20,0.4,1.0,1537,1116,421,72.61,1.27,-3.57,46.3,0.94,-126.9800,1410.0200,-8.26
140,330,500,0.21,15,0.4,1.0,1538,1136,402,73.86,1.18,-3.57,43.1,0.94,-130.3200,1407.6800,-8.47
140,330,500,0.21,25,0.3,1.0,1537,1141,396,74.24,1.16,-3.57,44.1,0.93,-134.3100,1402.6900,-8.74
140,330,500,0.21,5,0.4,1.0,1539,1182,357,76.80,1.00,-3.57,37.2,0.92,-137.6400,1401.3600,-8.94
140,330,500,0.21,15,0.3,1.0,1538,1185,353,77.05,0.97,-3.57,37.2,0.92,-148.3300,1389.6700,-9.64
140,330,500,0.21,20,0.3,1.0,1537,1159,378,75.41,1.07,-3.57,41.0,0.92,-153.5400,1383.4600,-9.99
140,330,500,0.21,10,0.4,1.0,1539,1155,384,75.05,1.09,-3.57,40.0,0.92,-157.8000,1381.2000,-10.25
140,330,500,0.21,10,0.3,1.0,1539,1212,327,78.75,0.87,-3.57,33.6,0.90,-157.9200,1381.0800,-10.26
