排名,止盈%,止损%,K1涨跌幅%,总交易数,胜率%,总盈亏USDT,收益率%,盈亏比
1578,100,20,0.8,22,31.82,-1.1076,-5.03,0.55
1579,40,90,0.3,330,50.30,-1.1088,-0.34,0.94
1580,20,20,0.6,47,40.43,-1.1110,-2.36,0.73
1581,75,50,0.35,217,47.93,-1.1117,-0.51,0.92
1582,90,15,0.15,1121,47.64,-1.1119,-0.10,0.98
1583,50,20,0.4,159,47.17,-1.1136,-0.70,0.89
1584,40,20,0.65,41,39.02,-1.1145,-2.72,0.69
1585,40,70,0.3,330,50.30,-1.1155,-0.34,0.94
1586,50,55,0.85,19,36.84,-1.1158,-5.87,0.55
1587,55,55,0.85,19,36.84,-1.1158,-5.87,0.55
1588,60,55,0.85,19,36.84,-1.1158,-5.87,0.55
1589,65,55,0.85,19,36.84,-1.1158,-5.87,0.55
1590,70,55,0.85,19,36.84,-1.1158,-5.87,0.55
1591,75,55,0.85,19,36.84,-1.1158,-5.87,0.55
1592,80,55,0.85,19,36.84,-1.1158,-5.87,0.55
1593,85,55,0.85,19,36.84,-1.1158,-5.87,0.55
1594,90,55,0.85,19,36.84,-1.1158,-5.87,0.55
1595,95,55,0.85,19,36.84,-1.1158,-5.87,0.55
1596,100,55,0.85,19,36.84,-1.1158,-5.87,0.55
1597,90,80,0.35,217,47.93,-1.1162,-0.51,0.92
1598,95,80,0.35,217,47.93,-1.1162,-0.51,0.92
1599,100,80,0.35,217,47.93,-1.1162,-0.51,0.92
1600,45,25,0.75,27,37.04,-1.1172,-4.14,0.61
1601,65,15,0.25,464,46.77,-1.1175,-0.24,0.95
1602,60,35,0.35,217,47.93,-1.1186,-0.52,0.92
1603,25,80,0.35,217,48.85,-1.1190,-0.52,0.92
1604,70,40,0.35,217,47.93,-1.1200,-0.52,0.92
1605,30,50,0.85,19,36.84,-1.1206,-5.90,0.53
1606,35,60,0.85,19,36.84,-1.1206,-5.90,0.55
1607,40,70,0.85,19,36.84,-1.1206,-5.90,0.57
1608,40,20,0.7,32,37.50,-1.1210,-3.50,0.63
1609,25,90,1.0,7,28.57,-1.1211,-16.02,0.31
1610,30,15,0.55,57,36.84,-1.1223,-1.97,0.74
1611,45,25,0.8,22,31.82,-1.1229,-5.10,0.56
1612,30,30,0.85,19,36.84,-1.1270,-5.93,0.53
1613,55,85,0.3,330,50.30,-1.1277,-0.34,0.94
1614,30,95,1.0,7,28.57,-1.1331,-16.19,0.32
1615,35,100,1.0,7,28.57,-1.1331,-16.19,0.34
1616,60,45,0.35,217,47.93,-1.1341,-0.52,0.91
1617,35,25,0.9,15,33.33,-1.1345,-7.56,0.46
1618,45,15,0.2,718,47.08,-1.1351,-0.16,0.96
1619,45,65,0.85,19,36.84,-1.1352,-5.97,0.56
1620,85,90,0.35,217,47.93,-1.1353,-0.52,0.92
1621,80,85,0.35,217,47.93,-1.1353,-0.52,0.92
1622,65,70,0.35,217,47.93,-1.1353,-0.52,0.91
1623,75,80,0.35,217,47.93,-1.1353,-0.52,0.92
1624,70,75,0.35,217,47.93,-1.1353,-0.52,0.91
1625,55,60,0.35,217,47.93,-1.1353,-0.52,0.91
1626,60,65,0.35,217,47.93,-1.1353,-0.52,0.91
1627,85,25,0.25,464,48.71,-1.1374,-0.25,0.95
1628,45,20,0.4,159,47.17,-1.1399,-0.72,0.88
1629,25,75,0.85,19,36.84,-1.1408,-6.00,0.57
1630,45,20,0.25,464,48.28,-1.1428,-0.25,0.95
1631,45,95,1.0,7,28.57,-1.1477,-16.40,0.31
1632,50,95,1.0,7,28.57,-1.1477,-16.40,0.31
1633,55,95,1.0,7,28.57,-1.1477,-16.40,0.31
1634,60,95,1.0,7,28.57,-1.1477,-16.40,0.31
1635,65,95,1.0,7,28.57,-1.1477,-16.40,0.31
1636,70,95,1.0,7,28.57,-1.1477,-16.40,0.31
1637,75,95,1.0,7,28.57,-1.1477,-16.40,0.31
1638,80,95,1.0,7,28.57,-1.1477,-16.40,0.31
1639,85,95,1.0,7,28.57,-1.1477,-16.40,0.31
1640,90,95,1.0,7,28.57,-1.1477,-16.40,0.31
1641,95,95,1.0,7,28.57,-1.1477,-16.40,0.31
1642,100,95,1.0,7,28.57,-1.1477,-16.40,0.31
1643,35,50,0.3,330,50.30,-1.1479,-0.35,0.94
1644,35,25,0.95,12,25.00,-1.1498,-9.58,0.38
1645,40,10,0.45,112,37.50,-1.1507,-1.03,0.81
1646,35,25,0.75,27,37.04,-1.1526,-4.27,0.59
1647,60,30,0.35,217,47.93,-1.1542,-0.53,0.91
1648,35,25,0.8,22,31.82,-1.1583,-5.26,0.54
1649,40,95,0.3,330,50.30,-1.1588,-0.35,0.94
1650,50,55,0.35,217,47.93,-1.1614,-0.54,0.91
1651,70,50,0.35,217,47.93,-1.1617,-0.54,0.91
1652,30,20,0.8,22,31.82,-1.1624,-5.28,0.53
1653,30,10,0.45,112,37.50,-1.1628,-1.04,0.81
1654,40,40,0.9,15,33.33,-1.1632,-7.75,0.47
1655,45,10,0.45,112,37.50,-1.1653,-1.04,0.81
1656,50,60,0.85,19,36.84,-1.1658,-6.14,0.53
1657,55,60,0.85,19,36.84,-1.1658,-6.14,0.53
1658,60,60,0.85,19,36.84,-1.1658,-6.14,0.53
1659,65,60,0.85,19,36.84,-1.1658,-6.14,0.53
1660,70,60,0.85,19,36.84,-1.1658,-6.14,0.53
1661,75,60,0.85,19,36.84,-1.1658,-6.14,0.53
1662,80,60,0.85,19,36.84,-1.1658,-6.14,0.53
1663,85,60,0.85,19,36.84,-1.1658,-6.14,0.53
1664,90,60,0.85,19,36.84,-1.1658,-6.14,0.53
1665,95,60,0.85,19,36.84,-1.1658,-6.14,0.53
1666,100,60,0.85,19,36.84,-1.1658,-6.14,0.53
1667,90,85,0.35,217,47.93,-1.1662,-0.54,0.91
1668,95,85,0.35,217,47.93,-1.1662,-0.54,0.91
1669,100,85,0.35,217,47.93,-1.1662,-0.54,0.91
1670,25,40,0.9,15,33.33,-1.1663,-7.78,0.47
1671,60,15,0.25,464,46.77,-1.1675,-0.25,0.95
1672,55,35,0.35,217,47.93,-1.1686,-0.54,0.91
1673,25,85,0.35,217,48.85,-1.1690,-0.54,0.91
1674,30,90,0.3,330,50.30,-1.1699,-0.35,0.93
1675,65,40,0.35,217,47.93,-1.1700,-0.54,0.91
1676,30,55,0.85,19,36.84,-1.1706,-6.16,0.52
1677,40,75,0.85,19,36.84,-1.1706,-6.16,0.56
1678,35,65,0.85,19,36.84,-1.1706,-6.16,0.54
1679,25,95,1.0,7,28.57,-1.1711,-16.73,0.30
1680,35,65,0.3,330,50.30,-1.1714,-0.35,0.93
1681,30,25,0.75,27,37.04,-1.1725,-4.34,0.59
1682,30,70,0.3,330,50.30,-1.1766,-0.36,0.93
1683,45,20,0.65,41,39.02,-1.1791,-2.88,0.68
1684,45,80,0.3,330,50.30,-1.1801,-0.36,0.93
1685,80,15,0.15,1121,47.64,-1.1809,-0.11,0.97
1686,40,40,0.95,12,25.00,-1.1830,-9.86,0.39
1687,30,100,1.0,7,28.57,-1.1831,-16.90,0.31
1688,55,45,0.35,217,47.93,-1.1841,-0.55,0.91
1689,30,25,0.9,15,33.33,-1.1845,-7.90,0.44
1690,45,70,0.85,19,36.84,-1.1852,-6.24,0.55
1691,85,95,0.35,217,47.93,-1.1853,-0.55,0.91
1692,80,90,0.35,217,47.93,-1.1853,-0.55,0.91
1693,60,70,0.35,217,47.93,-1.1853,-0.55,0.91
1694,75,85,0.35,217,47.93,-1.1853,-0.55,0.91
1695,70,80,0.35,217,47.93,-1.1853,-0.55,0.91
1696,65,75,0.35,217,47.93,-1.1853,-0.55,0.91
1697,55,65,0.35,217,47.93,-1.1853,-0.55,0.91
1698,35,10,0.2,718,44.71,-1.1853,-0.17,0.96
1699,50,20,0.2,718,48.19,-1.1854,-0.17,0.96
1700,25,15,0.5,82,39.02,-1.1855,-1.45,0.79
1701,45,20,0.7,32,37.50,-1.1856,-3.71,0.61
1702,80,25,0.25,464,48.71,-1.1874,-0.26,0.95
1703,25,80,0.85,19,36.84,-1.1908,-6.27,0.56
1704,75,20,0.15,1121,48.53,-1.1956,-0.11,0.97
1705,45,100,1.0,7,28.57,-1.1977,-17.11,0.30
1706,50,100,1.0,7,28.57,-1.1977,-17.11,0.30
1707,55,100,1.0,7,28.57,-1.1977,-17.11,0.30
1708,60,100,1.0,7,28.57,-1.1977,-17.11,0.30
1709,65,100,1.0,7,28.57,-1.1977,-17.11,0.30
1710,70,100,1.0,7,28.57,-1.1977,-17.11,0.30
1711,75,100,1.0,7,28.57,-1.1977,-17.11,0.30
1712,80,100,1.0,7,28.57,-1.1977,-17.11,0.30
1713,85,100,1.0,7,28.57,-1.1977,-17.11,0.30
1714,90,100,1.0,7,28.57,-1.1977,-17.11,0.30
1715,95,100,1.0,7,28.57,-1.1977,-17.11,0.30
1716,100,100,1.0,7,28.57,-1.1977,-17.11,0.30
1717,50,25,0.75,27,37.04,-1.1978,-4.44,0.58
1718,55,25,0.75,27,37.04,-1.1978,-4.44,0.58
1719,60,25,0.75,27,37.04,-1.1978,-4.44,0.58
1720,65,25,0.75,27,37.04,-1.1978,-4.44,0.58
1721,70,25,0.75,27,37.04,-1.1978,-4.44,0.58
1722,75,25,0.75,27,37.04,-1.1978,-4.44,0.58
1723,80,25,0.75,27,37.04,-1.1978,-4.44,0.58
1724,85,25,0.75,27,37.04,-1.1978,-4.44,0.58
1725,90,25,0.75,27,37.04,-1.1978,-4.44,0.58
1726,95,25,0.75,27,37.04,-1.1978,-4.44,0.58
1727,100,25,0.75,27,37.04,-1.1978,-4.44,0.58
1728,45,25,0.9,15,33.33,-1.1991,-7.99,0.43
1729,50,25,0.9,15,33.33,-1.1991,-7.99,0.43
1730,55,25,0.9,15,33.33,-1.1991,-7.99,0.43
1731,60,25,0.9,15,33.33,-1.1991,-7.99,0.43
1732,65,25,0.9,15,33.33,-1.1991,-7.99,0.43
1733,70,25,0.9,15,33.33,-1.1991,-7.99,0.43
1734,75,25,0.9,15,33.33,-1.1991,-7.99,0.43
1735,80,25,0.9,15,33.33,-1.1991,-7.99,0.43
1736,85,25,0.9,15,33.33,-1.1991,-7.99,0.43
1737,90,25,0.9,15,33.33,-1.1991,-7.99,0.43
1738,95,25,0.9,15,33.33,-1.1991,-7.99,0.43
1739,100,25,0.9,15,33.33,-1.1991,-7.99,0.43
1740,30,25,0.95,12,25.00,-1.1998,-10.00,0.35
1741,40,20,0.25,464,48.28,-1.2034,-0.26,0.95
1742,50,25,0.8,22,31.82,-1.2036,-5.47,0.53
1743,55,25,0.8,22,31.82,-1.2036,-5.47,0.53
1744,60,25,0.8,22,31.82,-1.2036,-5.47,0.53
1745,65,25,0.8,22,31.82,-1.2036,-5.47,0.53
1746,70,25,0.8,22,31.82,-1.2036,-5.47,0.53
1747,75,25,0.8,22,31.82,-1.2036,-5.47,0.53
1748,80,25,0.8,22,31.82,-1.2036,-5.47,0.53
1749,85,25,0.8,22,31.82,-1.2036,-5.47,0.53
1750,90,25,0.8,22,31.82,-1.2036,-5.47,0.53
1751,95,25,0.8,22,31.82,-1.2036,-5.47,0.53
1752,100,25,0.8,22,31.82,-1.2036,-5.47,0.53
1753,50,85,0.3,330,50.30,-1.2038,-0.36,0.93
1754,55,30,0.35,217,47.93,-1.2042,-0.55,0.91
1755,40,35,0.9,15,33.33,-1.2071,-8.05,0.46
1756,30,10,0.15,1121,45.67,-1.2081,-0.11,0.97
1757,40,100,0.3,330,50.30,-1.2088,-0.37,0.93
1758,25,35,0.9,15,33.33,-1.2102,-8.07,0.46
1759,50,60,0.35,217,47.93,-1.2114,-0.56,0.91
1760,65,50,0.35,217,47.93,-1.2117,-0.56,0.91
1761,35,40,0.9,15,33.33,-1.2132,-8.09,0.44
1762,40,45,0.9,15,33.33,-1.2132,-8.09,0.46
1763,45,25,0.95,12,25.00,-1.2144,-10.12,0.34
1764,50,25,0.95,12,25.00,-1.2144,-10.12,0.34
1765,55,25,0.95,12,25.00,-1.2144,-10.12,0.34
1766,60,25,0.95,12,25.00,-1.2144,-10.12,0.34
1767,65,25,0.95,12,25.00,-1.2144,-10.12,0.34
1768,70,25,0.95,12,25.00,-1.2144,-10.12,0.34
1769,75,25,0.95,12,25.00,-1.2144,-10.12,0.34
1770,80,25,0.95,12,25.00,-1.2144,-10.12,0.34
1771,85,25,0.95,12,25.00,-1.2144,-10.12,0.34
1772,90,25,0.95,12,25.00,-1.2144,-10.12,0.34
1773,95,25,0.95,12,25.00,-1.2144,-10.12,0.34
1774,100,25,0.95,12,25.00,-1.2144,-10.12,0.34
1775,35,20,0.65,41,39.02,-1.2145,-2.96,0.67
1776,40,75,0.3,330,50.30,-1.2155,-0.37,0.93
1777,50,65,0.85,19,36.84,-1.2158,-6.40,0.52
1778,55,65,0.85,19,36.84,-1.2158,-6.40,0.52
1779,60,65,0.85,19,36.84,-1.2158,-6.40,0.52
1780,65,65,0.85,19,36.84,-1.2158,-6.40,0.52
1781,70,65,0.85,19,36.84,-1.2158,-6.40,0.52
1782,75,65,0.85,19,36.84,-1.2158,-6.40,0.52
1783,80,65,0.85,19,36.84,-1.2158,-6.40,0.52
1784,85,65,0.85,19,36.84,-1.2158,-6.40,0.52
1785,90,65,0.85,19,36.84,-1.2158,-6.40,0.52
1786,95,65,0.85,19,36.84,-1.2158,-6.40,0.52
1787,100,65,0.85,19,36.84,-1.2158,-6.40,0.52
1788,90,90,0.35,217,47.93,-1.2162,-0.56,0.91
1789,95,90,0.35,217,47.93,-1.2162,-0.56,0.91
1790,100,90,0.35,217,47.93,-1.2162,-0.56,0.91
1791,25,45,0.9,15,33.33,-1.2163,-8.11,0.46
1792,55,15,0.25,464,46.77,-1.2175,-0.26,0.94
1793,90,25,0.25,464,48.71,-1.2184,-0.26,0.95
1794,95,25,0.25,464,48.71,-1.2184,-0.26,0.95
1795,100,25,0.25,464,48.71,-1.2184,-0.26,0.95
1796,25,90,0.35,217,48.85,-1.2190,-0.56,0.91
1797,30,95,0.3,330,50.30,-1.2199,-0.37,0.93
1798,60,40,0.35,217,47.93,-1.2200,-0.56,0.91
1799,30,60,0.85,19,36.84,-1.2206,-6.42,0.51
1800,35,70,0.85,19,36.84,-1.2206,-6.42,0.53
1801,40,80,0.85,19,36.84,-1.2206,-6.42,0.55
1802,35,20,0.7,32,37.50,-1.2210,-3.82,0.60
1803,25,100,1.0,7,28.57,-1.2211,-17.44,0.29
1804,25,45,0.75,27,37.04,-1.2233,-4.53,0.60
1805,40,20,0.4,159,47.17,-1.2253,-0.77,0.87
1806,40,35,0.95,12,25.00,-1.2269,-10.22,0.38
1807,20,25,0.4,159,49.69,-1.2316,-0.77,0.88
1808,35,40,0.95,12,25.00,-1.2330,-10.28,0.36
1809,40,45,0.95,12,25.00,-1.2330,-10.28,0.38
1810,30,20,0.65,41,39.02,-1.2344,-3.01,0.66
1811,20,50,0.6,47,40.43,-1.2349,-2.63,0.70
1812,20,55,0.6,47,40.43,-1.2349,-2.63,0.70
1813,20,60,0.6,47,40.43,-1.2349,-2.63,0.70
1814,20,65,0.6,47,40.43,-1.2349,-2.63,0.70
1815,20,70,0.6,47,40.43,-1.2349,-2.63,0.70
1816,20,75,0.6,47,40.43,-1.2349,-2.63,0.70
1817,20,80,0.6,47,40.43,-1.2349,-2.63,0.70
1818,20,85,0.6,47,40.43,-1.2349,-2.63,0.70
1819,20,90,0.6,47,40.43,-1.2349,-2.63,0.70
1820,20,95,0.6,47,40.43,-1.2349,-2.63,0.70
1821,20,100,0.6,47,40.43,-1.2349,-2.63,0.70
1822,40,30,0.95,12,25.00,-1.2350,-10.29,0.38
1823,45,75,0.85,19,36.84,-1.2352,-6.50,0.54
1824,80,95,0.35,217,47.93,-1.2353,-0.57,0.91
1825,75,90,0.35,217,47.93,-1.2353,-0.57,0.91
1826,55,70,0.35,217,47.93,-1.2353,-0.57,0.91
1827,70,85,0.35,217,47.93,-1.2353,-0.57,0.91
1828,60,75,0.35,217,47.93,-1.2353,-0.57,0.91
1829,65,80,0.35,217,47.93,-1.2353,-0.57,0.91
1830,85,100,0.35,217,47.93,-1.2353,-0.57,0.91
1831,75,25,0.25,464,48.71,-1.2374,-0.27,0.94
1832,45,55,0.35,217,47.93,-1.2377,-0.57,0.91
1833,25,25,0.95,12,25.00,-1.2378,-10.31,0.33
1834,50,10,0.45,112,37.50,-1.2389,-1.11,0.80
1835,55,10,0.45,112,37.50,-1.2389,-1.11,0.80
1836,60,10,0.45,112,37.50,-1.2389,-1.11,0.80
1837,65,10,0.45,112,37.50,-1.2389,-1.11,0.80
1838,70,10,0.45,112,37.50,-1.2389,-1.11,0.80
1839,75,10,0.45,112,37.50,-1.2389,-1.11,0.80
1840,80,10,0.45,112,37.50,-1.2389,-1.11,0.80
1841,85,10,0.45,112,37.50,-1.2389,-1.11,0.80
1842,90,10,0.45,112,37.50,-1.2389,-1.11,0.80
1843,95,10,0.45,112,37.50,-1.2389,-1.11,0.80
1844,100,10,0.45,112,37.50,-1.2389,-1.11,0.80
1845,25,85,0.85,19,36.84,-1.2408,-6.53,0.55
1846,30,20,0.7,32,37.50,-1.2410,-3.88,0.60
1847,50,35,0.35,217,47.93,-1.2447,-0.57,0.91
1848,25,50,0.75,27,37.04,-1.2510,-4.63,0.60
1849,25,35,0.8,22,31.82,-1.2511,-5.69,0.55
1850,35,35,0.9,15,33.33,-1.2571,-8.38,0.44
1851,25,25,0.7,32,37.50,-1.2572,-3.93,0.61
1852,25,40,0.8,22,31.82,-1.2572,-5.71,0.55
1853,20,45,0.6,47,40.43,-1.2572,-2.67,0.70
1854,30,25,0.8,22,31.82,-1.2583,-5.72,0.51
1855,50,20,0.65,41,39.02,-1.2597,-3.07,0.65
1856,55,20,0.65,41,39.02,-1.2597,-3.07,0.65
1857,60,20,0.65,41,39.02,-1.2597,-3.07,0.65
1858,65,20,0.65,41,39.02,-1.2597,-3.07,0.65
1859,70,20,0.65,41,39.02,-1.2597,-3.07,0.65
1860,75,20,0.65,41,39.02,-1.2597,-3.07,0.65
1861,80,20,0.65,41,39.02,-1.2597,-3.07,0.65
1862,85,20,0.65,41,39.02,-1.2597,-3.07,0.65
1863,90,20,0.65,41,39.02,-1.2597,-3.07,0.65
1864,95,20,0.65,41,39.02,-1.2597,-3.07,0.65
1865,100,20,0.65,41,39.02,-1.2597,-3.07,0.65
1866,50,45,0.35,217,47.93,-1.2602,-0.58,0.90
1867,50,65,0.35,217,47.93,-1.2614,-0.58,0.90
1868,60,50,0.35,217,47.93,-1.2617,-0.58,0.91
1869,40,15,0.1,1737,48.82,-1.2624,-0.07,0.98
1870,30,40,0.9,15,33.33,-1.2632,-8.42,0.42
1871,35,45,0.9,15,33.33,-1.2632,-8.42,0.43
1872,40,50,0.9,15,33.33,-1.2632,-8.42,0.45
1873,25,30,0.8,22,31.82,-1.2637,-5.74,0.55
1874,35,90,0.3,330,50.30,-1.2646,-0.38,0.93
1875,50,70,0.85,19,36.84,-1.2658,-6.66,0.51
1876,55,70,0.85,19,36.84,-1.2658,-6.66,0.51
1877,60,70,0.85,19,36.84,-1.2658,-6.66,0.51
1878,65,70,0.85,19,36.84,-1.2658,-6.66,0.51
1879,70,70,0.85,19,36.84,-1.2658,-6.66,0.51
1880,75,70,0.85,19,36.84,-1.2658,-6.66,0.51
1881,80,70,0.85,19,36.84,-1.2658,-6.66,0.51
1882,85,70,0.85,19,36.84,-1.2658,-6.66,0.51
1883,90,70,0.85,19,36.84,-1.2658,-6.66,0.51
1884,95,70,0.85,19,36.84,-1.2658,-6.66,0.51
1885,100,70,0.85,19,36.84,-1.2658,-6.66,0.51
1886,90,95,0.35,217,47.93,-1.2662,-0.58,0.91
1887,95,95,0.35,217,47.93,-1.2662,-0.58,0.91
1888,100,95,0.35,217,47.93,-1.2662,-0.58,0.91
1889,50,20,0.7,32,37.50,-1.2663,-3.96,0.59
1890,55,20,0.7,32,37.50,-1.2663,-3.96,0.59
1891,60,20,0.7,32,37.50,-1.2663,-3.96,0.59
1892,65,20,0.7,32,37.50,-1.2663,-3.96,0.59
1893,70,20,0.7,32,37.50,-1.2663,-3.96,0.59
1894,75,20,0.7,32,37.50,-1.2663,-3.96,0.59
1895,80,20,0.7,32,37.50,-1.2663,-3.96,0.59
1896,85,20,0.7,32,37.50,-1.2663,-3.96,0.59
1897,90,20,0.7,32,37.50,-1.2663,-3.96,0.59
1898,95,20,0.7,32,37.50,-1.2663,-3.96,0.59
1899,100,20,0.7,32,37.50,-1.2663,-3.96,0.59
1900,25,50,0.9,15,33.33,-1.2663,-8.44,0.45
1901,25,25,0.65,41,39.02,-1.2671,-3.09,0.67
1902,45,20,0.2,718,48.19,-1.2676,-0.18,0.96
1903,25,95,0.35,217,48.85,-1.2690,-0.58,0.91
1904,40,30,0.9,15,33.33,-1.2697,-8.46,0.45
1905,30,100,0.3,330,50.30,-1.2699,-0.38,0.93
1906,55,40,0.35,217,47.93,-1.2700,-0.59,0.90
1907,30,65,0.85,19,36.84,-1.2706,-6.69,0.50
1908,35,75,0.85,19,36.84,-1.2706,-6.69,0.52
1909,40,85,0.85,19,36.84,-1.2706,-6.69,0.54
1910,35,70,0.3,330,50.30,-1.2714,-0.39,0.93
1911,25,30,0.9,15,33.33,-1.2728,-8.49,0.44
1912,20,35,0.7,32,40.62,-1.2754,-3.99,0.61
1913,30,75,0.3,330,50.30,-1.2766,-0.39,0.93
1914,35,35,0.95,12,25.00,-1.2769,-10.64,0.36
1915,45,40,0.9,15,33.33,-1.2778,-8.52,0.41
1916,50,40,0.9,15,33.33,-1.2778,-8.52,0.41
1917,55,40,0.9,15,33.33,-1.2778,-8.52,0.41
1918,60,40,0.9,15,33.33,-1.2778,-8.52,0.41
1919,65,40,0.9,15,33.33,-1.2778,-8.52,0.41
1920,70,40,0.9,15,33.33,-1.2778,-8.52,0.41
1921,75,40,0.9,15,33.33,-1.2778,-8.52,0.41
1922,80,40,0.9,15,33.33,-1.2778,-8.52,0.41
1923,85,40,0.9,15,33.33,-1.2778,-8.52,0.41
1924,90,40,0.9,15,33.33,-1.2778,-8.52,0.41
1925,95,40,0.9,15,33.33,-1.2778,-8.52,0.41
1926,100,40,0.9,15,33.33,-1.2778,-8.52,0.41
1927,25,30,0.75,27,37.04,-1.2779,-4.73,0.59
1928,45,85,0.3,330,50.30,-1.2801,-0.39,0.93
1929,50,30,0.35,217,47.93,-1.2804,-0.59,0.90
1930,40,35,0.8,22,31.82,-1.2809,-5.82,0.54
1931,75,15,0.15,1121,47.64,-1.2809,-0.11,0.97
1932,20,40,0.7,32,40.62,-1.2815,-4.00,0.60
1933,30,40,0.95,12,25.00,-1.2830,-10.69,0.34
1934,35,45,0.95,12,25.00,-1.2830,-10.69,0.35
1935,40,50,0.95,12,25.00,-1.2830,-10.69,0.37
1936,40,45,0.75,27,37.04,-1.2831,-4.75,0.58
1937,35,30,0.95,12,25.00,-1.2850,-10.71,0.35
1938,45,80,0.85,19,36.84,-1.2852,-6.76,0.53
1939,75,95,0.35,217,47.93,-1.2853,-0.59,0.90
1940,70,90,0.35,217,47.93,-1.2853,-0.59,0.90
1941,60,80,0.35,217,47.93,-1.2853,-0.59,0.90
1942,65,85,0.35,217,47.93,-1.2853,-0.59,0.90
1943,55,75,0.35,217,47.93,-1.2853,-0.59,0.90
1944,80,100,0.35,217,47.93,-1.2853,-0.59,0.91
1945,40,40,0.8,22,31.82,-1.2870,-5.85,0.54
1946,70,25,0.25,464,48.71,-1.2874,-0.28,0.94
1947,45,60,0.35,217,47.93,-1.2877,-0.59,0.90
1948,25,25,0.4,159,48.43,-1.2889,-0.81,0.87
1949,25,90,0.85,19,36.84,-1.2908,-6.79,0.54
1950,40,30,0.8,22,31.82,-1.2934,-5.88,0.53
1951,50,15,0.25,464,46.77,-1.2936,-0.28,0.94
1952,70,20,0.15,1121,48.53,-1.2956,-0.12,0.97
1953,45,40,0.95,12,25.00,-1.2976,-10.81,0.33
1954,50,40,0.95,12,25.00,-1.2976,-10.81,0.33
1955,55,40,0.95,12,25.00,-1.2976,-10.81,0.33
1956,60,40,0.95,12,25.00,-1.2976,-10.81,0.33
1957,65,40,0.95,12,25.00,-1.2976,-10.81,0.33
1958,70,40,0.95,12,25.00,-1.2976,-10.81,0.33
1959,75,40,0.95,12,25.00,-1.2976,-10.81,0.33
1960,80,40,0.95,12,25.00,-1.2976,-10.81,0.33
1961,85,40,0.95,12,25.00,-1.2976,-10.81,0.33
1962,90,40,0.95,12,25.00,-1.2976,-10.81,0.33
1963,95,40,0.95,12,25.00,-1.2976,-10.81,0.33
1964,100,40,0.95,12,25.00,-1.2976,-10.81,0.33
1965,35,10,0.45,112,37.50,-1.3007,-1.16,0.79
1966,25,55,0.75,27,37.04,-1.3010,-4.82,0.59
1967,30,35,0.9,15,33.33,-1.3071,-8.71,0.41
1968,40,50,0.75,27,37.04,-1.3108,-4.85,0.58
1969,50,70,0.35,217,47.93,-1.3114,-0.60,0.90
1970,55,50,0.35,217,47.93,-1.3117,-0.60,0.90
1971,55,20,0.15,1121,48.53,-1.3131,-0.12,0.97
1972,40,55,0.9,15,33.33,-1.3132,-8.75,0.44
1973,30,45,0.9,15,33.33,-1.3132,-8.75,0.41
1974,35,50,0.9,15,33.33,-1.3132,-8.75,0.42
1975,35,95,0.3,330,50.30,-1.3146,-0.40,0.93
1976,25,35,0.75,27,37.04,-1.3154,-4.87,0.58
1977,40,80,0.3,330,50.30,-1.3155,-0.40,0.93
1978,50,75,0.85,19,36.84,-1.3158,-6.93,0.50
1979,55,75,0.85,19,36.84,-1.3158,-6.93,0.50
1980,60,75,0.85,19,36.84,-1.3158,-6.93,0.50
1981,65,75,0.85,19,36.84,-1.3158,-6.93,0.50
1982,70,75,0.85,19,36.84,-1.3158,-6.93,0.50
1983,75,75,0.85,19,36.84,-1.3158,-6.93,0.50
1984,80,75,0.85,19,36.84,-1.3158,-6.93,0.50
1985,85,75,0.85,19,36.84,-1.3158,-6.93,0.50
1986,90,75,0.85,19,36.84,-1.3158,-6.93,0.50
1987,95,75,0.85,19,36.84,-1.3158,-6.93,0.50
1988,100,75,0.85,19,36.84,-1.3158,-6.93,0.50
1989,90,100,0.35,217,47.93,-1.3162,-0.61,0.90
1990,95,100,0.35,217,47.93,-1.3162,-0.61,0.90
1991,100,100,0.35,217,47.93,-1.3162,-0.61,0.90
1992,25,55,0.9,15,33.33,-1.3163,-8.78,0.44
1993,40,25,0.7,32,37.50,-1.3169,-4.12,0.60
1994,25,100,0.35,217,48.85,-1.3190,-0.61,0.90
1995,35,30,0.9,15,33.33,-1.3197,-8.80,0.42
1996,30,70,0.85,19,36.84,-1.3206,-6.95,0.49
1997,35,80,0.85,19,36.84,-1.3206,-6.95,0.51
1998,40,90,0.85,19,36.84,-1.3206,-6.95,0.53
1999,25,40,0.95,12,25.00,-1.3210,-11.01,0.32
2000,45,35,0.35,217,47.93,-1.3211,-0.61,0.90
2001,45,35,0.9,15,33.33,-1.3217,-8.81,0.41
2002,50,35,0.9,15,33.33,-1.3217,-8.81,0.41
2003,55,35,0.9,15,33.33,-1.3217,-8.81,0.41
2004,60,35,0.9,15,33.33,-1.3217,-8.81,0.41
2005,65,35,0.9,15,33.33,-1.3217,-8.81,0.41
2006,70,35,0.9,15,33.33,-1.3217,-8.81,0.41
2007,75,35,0.9,15,33.33,-1.3217,-8.81,0.41
2008,80,35,0.9,15,33.33,-1.3217,-8.81,0.41
2009,85,35,0.9,15,33.33,-1.3217,-8.81,0.41
2010,90,35,0.9,15,33.33,-1.3217,-8.81,0.41
2011,95,35,0.9,15,33.33,-1.3217,-8.81,0.41
2012,100,35,0.9,15,33.33,-1.3217,-8.81,0.41
