排名,止盈%,止损%,K1涨跌幅%,总交易数,胜率%,总盈亏USDT,收益率%,盈亏比
1143,60,25,0.85,19,36.84,-0.8872,-4.67,0.60
1144,65,25,0.85,19,36.84,-0.8872,-4.67,0.60
1145,70,25,0.85,19,36.84,-0.8872,-4.67,0.60
1146,75,25,0.85,19,36.84,-0.8872,-4.67,0.60
1147,80,25,0.85,19,36.84,-0.8872,-4.67,0.60
1148,85,25,0.85,19,36.84,-0.8872,-4.67,0.60
1149,90,25,0.85,19,36.84,-0.8872,-4.67,0.60
1150,95,25,0.85,19,36.84,-0.8872,-4.67,0.60
1151,100,25,0.85,19,36.84,-0.8872,-4.67,0.60
1152,20,25,0.95,12,33.33,-0.8878,-7.40,0.45
1153,55,10,0.15,1121,45.50,-0.8885,-0.08,0.98
1154,65,20,0.25,464,48.28,-0.8904,-0.19,0.96
1155,25,50,0.85,19,36.84,-0.8908,-4.69,0.63
1156,25,25,0.25,464,49.35,-0.8924,-0.19,0.96
1157,50,90,0.3,330,50.30,-0.8970,-0.27,0.95
1158,25,30,0.85,19,36.84,-0.8973,-4.72,0.63
1159,45,70,1.0,7,28.57,-0.8977,-12.82,0.37
1160,50,70,1.0,7,28.57,-0.8977,-12.82,0.37
1161,55,70,1.0,7,28.57,-0.8977,-12.82,0.37
1162,60,70,1.0,7,28.57,-0.8977,-12.82,0.37
1163,65,70,1.0,7,28.57,-0.8977,-12.82,0.37
1164,70,70,1.0,7,28.57,-0.8977,-12.82,0.37
1165,75,70,1.0,7,28.57,-0.8977,-12.82,0.37
1166,80,70,1.0,7,28.57,-0.8977,-12.82,0.37
1167,85,70,1.0,7,28.57,-0.8977,-12.82,0.37
1168,90,70,1.0,7,28.57,-0.8977,-12.82,0.37
1169,95,70,1.0,7,28.57,-0.8977,-12.82,0.37
1170,100,70,1.0,7,28.57,-0.8977,-12.82,0.37
1171,30,25,0.35,217,47.93,-0.8985,-0.41,0.93
1172,65,15,0.1,1737,48.82,-0.8986,-0.05,0.99
1173,20,35,0.8,22,36.36,-0.9013,-4.10,0.63
1174,40,15,0.55,57,36.84,-0.9024,-1.58,0.79
1175,50,70,0.3,330,50.30,-0.9038,-0.27,0.95
1176,40,20,0.9,15,33.33,-0.9041,-6.03,0.53
1177,85,30,0.35,217,47.93,-0.9042,-0.42,0.93
1178,40,20,0.75,27,37.04,-0.9066,-3.36,0.66
1179,25,20,0.9,15,33.33,-0.9072,-6.05,0.53
1180,20,45,0.8,22,36.36,-0.9073,-4.12,0.63
1181,90,85,0.3,330,50.30,-0.9086,-0.28,0.95
1182,95,85,0.3,330,50.30,-0.9086,-0.28,0.95
1183,100,85,0.3,330,50.30,-0.9086,-0.28,0.95
1184,30,40,0.3,330,50.30,-0.9113,-0.28,0.95
1185,20,20,0.7,32,40.62,-0.9114,-2.85,0.68
1186,20,35,0.95,12,33.33,-0.9149,-7.62,0.44
1187,40,60,0.3,330,50.30,-0.9155,-0.28,0.95
1188,90,60,0.35,217,47.93,-0.9162,-0.42,0.93
1189,95,60,0.35,217,47.93,-0.9162,-0.42,0.93
1190,100,60,0.35,217,47.93,-0.9162,-0.42,0.93
1191,45,15,0.55,57,36.84,-0.9170,-1.61,0.79
1192,85,15,0.25,464,46.77,-0.9175,-0.20,0.96
1193,80,35,0.35,217,47.93,-0.9186,-0.42,0.93
1194,70,20,0.4,159,47.17,-0.9187,-0.58,0.91
1195,25,60,0.35,217,48.85,-0.9190,-0.42,0.93
1196,40,50,0.85,19,36.84,-0.9206,-4.85,0.62
1197,35,40,0.85,19,36.84,-0.9206,-4.85,0.60
1198,55,100,0.3,330,50.30,-0.9209,-0.28,0.95
1199,25,70,1.0,7,28.57,-0.9211,-13.16,0.35
1200,20,15,0.5,82,41.46,-0.9247,-1.13,0.83
1201,100,20,0.15,1121,48.53,-0.9265,-0.08,0.98
1202,55,15,0.2,718,47.08,-0.9268,-0.13,0.97
1203,40,30,0.85,19,36.84,-0.9270,-4.88,0.62
1204,55,75,0.3,330,50.30,-0.9277,-0.28,0.95
1205,75,85,0.3,330,50.30,-0.9277,-0.28,0.95
1206,65,80,0.3,330,50.30,-0.9277,-0.28,0.95
1207,30,10,0.5,82,35.37,-0.9278,-1.13,0.81
1208,45,35,0.85,19,36.84,-0.9291,-4.89,0.60
1209,25,20,0.8,22,31.82,-0.9326,-4.24,0.62
1210,30,75,1.0,7,28.57,-0.9331,-13.33,0.37
1211,35,80,1.0,7,28.57,-0.9331,-13.33,0.39
1212,40,85,1.0,7,28.57,-0.9331,-13.33,0.41
1213,80,45,0.35,217,47.93,-0.9341,-0.43,0.93
1214,45,45,0.85,19,36.84,-0.9352,-4.92,0.60
1215,85,70,0.35,217,47.93,-0.9353,-0.43,0.93
1216,70,55,0.35,217,47.93,-0.9353,-0.43,0.93
1217,75,60,0.35,217,47.93,-0.9353,-0.43,0.93
1218,80,65,0.35,217,47.93,-0.9353,-0.43,0.93
1219,60,20,0.25,464,48.28,-0.9404,-0.20,0.96
1220,25,55,0.85,19,36.84,-0.9408,-4.95,0.62
1221,30,25,0.85,19,36.84,-0.9419,-4.96,0.58
1222,45,10,0.2,718,44.57,-0.9440,-0.13,0.97
1223,50,95,0.3,330,50.30,-0.9470,-0.29,0.95
1224,45,75,1.0,7,28.57,-0.9477,-13.54,0.36
1225,50,75,1.0,7,28.57,-0.9477,-13.54,0.36
1226,55,75,1.0,7,28.57,-0.9477,-13.54,0.36
1227,60,75,1.0,7,28.57,-0.9477,-13.54,0.36
1228,65,75,1.0,7,28.57,-0.9477,-13.54,0.36
1229,70,75,1.0,7,28.57,-0.9477,-13.54,0.36
1230,75,75,1.0,7,28.57,-0.9477,-13.54,0.36
1231,80,75,1.0,7,28.57,-0.9477,-13.54,0.36
1232,85,75,1.0,7,28.57,-0.9477,-13.54,0.36
1233,90,75,1.0,7,28.57,-0.9477,-13.54,0.36
1234,95,75,1.0,7,28.57,-0.9477,-13.54,0.36
1235,100,75,1.0,7,28.57,-0.9477,-13.54,0.36
1236,90,35,0.35,217,47.93,-0.9496,-0.44,0.93
1237,95,35,0.35,217,47.93,-0.9496,-0.44,0.93
1238,100,35,0.35,217,47.93,-0.9496,-0.44,0.93
1239,25,35,0.35,217,48.85,-0.9523,-0.44,0.93
1240,20,50,0.35,217,49.77,-0.9526,-0.44,0.93
1241,35,20,0.9,15,33.33,-0.9541,-6.36,0.50
1242,80,30,0.35,217,47.93,-0.9542,-0.44,0.93
1243,60,20,0.2,718,48.19,-0.9593,-0.13,0.97
1244,20,35,0.35,217,49.77,-0.9595,-0.44,0.92
1245,40,20,0.8,22,31.82,-0.9624,-4.37,0.61
1246,20,30,0.8,22,36.36,-0.9638,-4.38,0.61
1247,35,35,0.85,19,36.84,-0.9645,-5.08,0.59
1248,90,45,0.35,217,47.93,-0.9650,-0.44,0.93
1249,95,45,0.35,217,47.93,-0.9650,-0.44,0.93
1250,100,45,0.35,217,47.93,-0.9650,-0.44,0.93
1251,50,40,0.85,19,36.84,-0.9658,-5.08,0.58
1252,55,40,0.85,19,36.84,-0.9658,-5.08,0.58
1253,60,40,0.85,19,36.84,-0.9658,-5.08,0.58
1254,65,40,0.85,19,36.84,-0.9658,-5.08,0.58
1255,70,40,0.85,19,36.84,-0.9658,-5.08,0.58
1256,75,40,0.85,19,36.84,-0.9658,-5.08,0.58
1257,80,40,0.85,19,36.84,-0.9658,-5.08,0.58
1258,85,40,0.85,19,36.84,-0.9658,-5.08,0.58
1259,90,40,0.85,19,36.84,-0.9658,-5.08,0.58
1260,95,40,0.85,19,36.84,-0.9658,-5.08,0.58
1261,100,40,0.85,19,36.84,-0.9658,-5.08,0.58
1262,90,65,0.35,217,47.93,-0.9662,-0.45,0.93
1263,95,65,0.35,217,47.93,-0.9662,-0.45,0.93
1264,100,65,0.35,217,47.93,-0.9662,-0.45,0.93
1265,80,15,0.25,464,46.77,-0.9675,-0.21,0.95
1266,25,45,0.35,217,48.85,-0.9678,-0.45,0.93
1267,75,35,0.35,217,47.93,-0.9686,-0.45,0.93
1268,65,20,0.4,159,47.17,-0.9687,-0.61,0.90
1269,25,65,0.35,217,48.85,-0.9690,-0.45,0.93
1270,40,20,0.95,12,25.00,-0.9693,-8.08,0.44
1271,85,40,0.35,217,47.93,-0.9700,-0.45,0.93
1272,35,45,0.3,330,50.30,-0.9702,-0.29,0.94
1273,35,45,0.85,19,36.84,-0.9706,-5.11,0.59
1274,40,55,0.85,19,36.84,-0.9706,-5.11,0.60
1275,65,10,0.15,1121,45.50,-0.9709,-0.09,0.98
1276,25,75,1.0,7,28.57,-0.9711,-13.87,0.34
1277,45,20,0.75,27,37.04,-0.9712,-3.60,0.64
1278,35,55,0.3,330,50.30,-0.9714,-0.29,0.94
1279,20,30,0.95,12,33.33,-0.9729,-8.11,0.42
1280,45,90,0.3,330,50.30,-0.9734,-0.29,0.95
1281,95,20,0.15,1121,48.53,-0.9765,-0.09,0.98
1282,30,60,0.3,330,50.30,-0.9766,-0.30,0.94
1283,70,85,0.3,330,50.30,-0.9777,-0.30,0.95
1284,60,80,0.3,330,50.30,-0.9777,-0.30,0.95
1285,45,70,0.3,330,50.30,-0.9801,-0.30,0.95
1286,30,80,1.0,7,28.57,-0.9831,-14.04,0.35
1287,35,85,1.0,7,28.57,-0.9831,-14.04,0.37
1288,40,90,1.0,7,28.57,-0.9831,-14.04,0.39
1289,75,45,0.35,217,47.93,-0.9841,-0.45,0.93
1290,45,50,0.85,19,36.84,-0.9852,-5.19,0.59
1291,90,30,0.35,217,47.93,-0.9852,-0.45,0.93
1292,95,30,0.35,217,47.93,-0.9852,-0.45,0.93
1293,100,30,0.35,217,47.93,-0.9852,-0.45,0.93
1294,80,70,0.35,217,47.93,-0.9853,-0.45,0.93
1295,85,75,0.35,217,47.93,-0.9853,-0.45,0.93
1296,65,55,0.35,217,47.93,-0.9853,-0.45,0.92
1297,70,60,0.35,217,47.93,-0.9853,-0.45,0.93
1298,75,65,0.35,217,47.93,-0.9853,-0.45,0.93
1299,25,30,0.35,217,48.85,-0.9880,-0.46,0.92
1300,55,20,0.25,464,48.28,-0.9904,-0.21,0.95
1301,50,15,0.55,57,36.84,-0.9907,-1.74,0.77
1302,55,15,0.55,57,36.84,-0.9907,-1.74,0.77
1303,60,15,0.55,57,36.84,-0.9907,-1.74,0.77
1304,65,15,0.55,57,36.84,-0.9907,-1.74,0.77
1305,70,15,0.55,57,36.84,-0.9907,-1.74,0.77
1306,75,15,0.55,57,36.84,-0.9907,-1.74,0.77
1307,80,15,0.55,57,36.84,-0.9907,-1.74,0.77
1308,85,15,0.55,57,36.84,-0.9907,-1.74,0.77
1309,90,15,0.55,57,36.84,-0.9907,-1.74,0.77
1310,95,15,0.55,57,36.84,-0.9907,-1.74,0.77
1311,100,15,0.55,57,36.84,-0.9907,-1.74,0.77
1312,25,60,0.85,19,36.84,-0.9908,-5.21,0.60
1313,45,30,0.85,19,36.84,-0.9916,-5.22,0.59
1314,40,50,0.3,330,50.30,-0.9920,-0.30,0.94
1315,50,15,0.1,1737,48.82,-0.9923,-0.06,0.98
1316,25,25,0.75,27,37.04,-0.9928,-3.68,0.65
1317,85,20,0.15,1121,48.53,-0.9956,-0.09,0.98
1318,50,100,0.3,330,50.30,-0.9970,-0.30,0.94
1319,45,80,1.0,7,28.57,-0.9977,-14.25,0.34
1320,50,80,1.0,7,28.57,-0.9977,-14.25,0.34
1321,55,80,1.0,7,28.57,-0.9977,-14.25,0.34
1322,60,80,1.0,7,28.57,-0.9977,-14.25,0.34
1323,65,80,1.0,7,28.57,-0.9977,-14.25,0.34
1324,70,80,1.0,7,28.57,-0.9977,-14.25,0.34
1325,75,80,1.0,7,28.57,-0.9977,-14.25,0.34
1326,80,80,1.0,7,28.57,-0.9977,-14.25,0.34
1327,85,80,1.0,7,28.57,-0.9977,-14.25,0.34
1328,90,80,1.0,7,28.57,-0.9977,-14.25,0.34
1329,95,80,1.0,7,28.57,-0.9977,-14.25,0.34
1330,100,80,1.0,7,28.57,-0.9977,-14.25,0.34
1331,90,15,0.25,464,46.77,-0.9984,-0.22,0.95
1332,95,15,0.25,464,46.77,-0.9984,-0.22,0.95
1333,100,15,0.25,464,46.77,-0.9984,-0.22,0.95
1334,60,15,0.1,1737,48.82,-0.9986,-0.06,0.98
1335,50,75,0.3,330,50.30,-1.0038,-0.30,0.94
1336,30,20,0.9,15,33.33,-1.0041,-6.69,0.48
1337,75,30,0.35,217,47.93,-1.0042,-0.46,0.92
1338,35,40,0.3,330,50.30,-1.0061,-0.30,0.94
1339,35,20,0.75,27,37.04,-1.0066,-3.73,0.63
1340,50,35,0.85,19,36.84,-1.0098,-5.31,0.57
1341,55,35,0.85,19,36.84,-1.0098,-5.31,0.57
1342,60,35,0.85,19,36.84,-1.0098,-5.31,0.57
1343,65,35,0.85,19,36.84,-1.0098,-5.31,0.57
1344,70,35,0.85,19,36.84,-1.0098,-5.31,0.57
1345,75,35,0.85,19,36.84,-1.0098,-5.31,0.57
1346,80,35,0.85,19,36.84,-1.0098,-5.31,0.57
1347,85,35,0.85,19,36.84,-1.0098,-5.31,0.57
1348,90,35,0.85,19,36.84,-1.0098,-5.31,0.57
1349,95,35,0.85,19,36.84,-1.0098,-5.31,0.57
1350,100,35,0.85,19,36.84,-1.0098,-5.31,0.57
1351,20,40,0.35,217,49.77,-1.0108,-0.47,0.92
1352,85,50,0.35,217,47.93,-1.0117,-0.47,0.92
1353,100,15,0.15,1121,47.64,-1.0119,-0.09,0.98
1354,20,35,0.75,27,40.74,-1.0155,-3.76,0.64
1355,40,65,0.3,330,50.30,-1.0155,-0.31,0.94
1356,50,45,0.85,19,36.84,-1.0158,-5.35,0.57
1357,55,45,0.85,19,36.84,-1.0158,-5.35,0.57
1358,60,45,0.85,19,36.84,-1.0158,-5.35,0.57
1359,65,45,0.85,19,36.84,-1.0158,-5.35,0.57
1360,70,45,0.85,19,36.84,-1.0158,-5.35,0.57
1361,75,45,0.85,19,36.84,-1.0158,-5.35,0.57
1362,80,45,0.85,19,36.84,-1.0158,-5.35,0.57
1363,85,45,0.85,19,36.84,-1.0158,-5.35,0.57
1364,90,45,0.85,19,36.84,-1.0158,-5.35,0.57
1365,95,45,0.85,19,36.84,-1.0158,-5.35,0.57
1366,100,45,0.85,19,36.84,-1.0158,-5.35,0.57
1367,90,70,0.35,217,47.93,-1.0162,-0.47,0.92
1368,95,70,0.35,217,47.93,-1.0162,-0.47,0.92
1369,100,70,0.35,217,47.93,-1.0162,-0.47,0.92
1370,75,15,0.25,464,46.77,-1.0175,-0.22,0.95
1371,70,35,0.35,217,47.93,-1.0186,-0.47,0.92
1372,45,20,0.9,15,33.33,-1.0187,-6.79,0.47
1373,50,20,0.9,15,33.33,-1.0187,-6.79,0.47
1374,55,20,0.9,15,33.33,-1.0187,-6.79,0.47
1375,60,20,0.9,15,33.33,-1.0187,-6.79,0.47
1376,65,20,0.9,15,33.33,-1.0187,-6.79,0.47
1377,70,20,0.9,15,33.33,-1.0187,-6.79,0.47
1378,75,20,0.9,15,33.33,-1.0187,-6.79,0.47
1379,80,20,0.9,15,33.33,-1.0187,-6.79,0.47
1380,85,20,0.9,15,33.33,-1.0187,-6.79,0.47
1381,90,20,0.9,15,33.33,-1.0187,-6.79,0.47
1382,95,20,0.9,15,33.33,-1.0187,-6.79,0.47
1383,100,20,0.9,15,33.33,-1.0187,-6.79,0.47
1384,60,20,0.4,159,47.17,-1.0187,-0.64,0.89
1385,25,70,0.35,217,48.85,-1.0190,-0.47,0.92
1386,35,20,0.95,12,25.00,-1.0193,-8.49,0.41
1387,40,20,0.1,1737,49.51,-1.0199,-0.06,0.98
1388,80,40,0.35,217,47.93,-1.0200,-0.47,0.92
1389,30,40,0.85,19,36.84,-1.0206,-5.37,0.56
1390,35,50,0.85,19,36.84,-1.0206,-5.37,0.58
1391,40,60,0.85,19,36.84,-1.0206,-5.37,0.59
1392,25,80,1.0,7,28.57,-1.0211,-14.59,0.33
1393,20,40,0.75,27,40.74,-1.0216,-3.78,0.64
1394,45,95,0.3,330,50.30,-1.0234,-0.31,0.94
1395,35,25,0.35,217,47.93,-1.0246,-0.47,0.92
1396,90,20,0.15,1121,48.53,-1.0265,-0.09,0.98
1397,30,20,0.75,27,37.04,-1.0266,-3.80,0.62
1398,45,20,0.8,22,31.82,-1.0270,-4.67,0.58
1399,35,30,0.85,19,36.84,-1.0270,-5.41,0.57
1400,65,85,0.3,330,50.30,-1.0277,-0.31,0.94
1401,55,80,0.3,330,50.30,-1.0277,-0.31,0.94
1402,20,30,0.75,27,40.74,-1.0281,-3.81,0.64
1403,40,10,0.15,1121,45.58,-1.0282,-0.09,0.98
1404,25,25,0.8,22,31.82,-1.0285,-4.68,0.60
1405,40,95,1.0,7,28.57,-1.0331,-14.76,0.38
1406,30,85,1.0,7,28.57,-1.0331,-14.76,0.34
1407,35,90,1.0,7,28.57,-1.0331,-14.76,0.36
1408,70,45,0.35,217,47.93,-1.0341,-0.48,0.92
1409,20,35,0.65,41,43.90,-1.0343,-2.52,0.73
1410,45,55,0.85,19,36.84,-1.0352,-5.45,0.58
1411,75,70,0.35,217,47.93,-1.0353,-0.48,0.92
1412,85,80,0.35,217,47.93,-1.0353,-0.48,0.92
1413,80,75,0.35,217,47.93,-1.0353,-0.48,0.92
1414,60,55,0.35,217,47.93,-1.0353,-0.48,0.92
1415,65,60,0.35,217,47.93,-1.0353,-0.48,0.92
1416,70,65,0.35,217,47.93,-1.0353,-0.48,0.92
1417,20,40,0.65,41,43.90,-1.0404,-2.54,0.72
1418,25,65,0.85,19,36.84,-1.0408,-5.48,0.59
1419,20,30,0.35,217,49.77,-1.0451,-0.48,0.92
1420,20,25,0.25,464,50.00,-1.0460,-0.23,0.95
1421,45,85,1.0,7,28.57,-1.0477,-14.97,0.33
1422,50,85,1.0,7,28.57,-1.0477,-14.97,0.33
1423,55,85,1.0,7,28.57,-1.0477,-14.97,0.33
1424,60,85,1.0,7,28.57,-1.0477,-14.97,0.33
1425,65,85,1.0,7,28.57,-1.0477,-14.97,0.33
1426,70,85,1.0,7,28.57,-1.0477,-14.97,0.33
1427,75,85,1.0,7,28.57,-1.0477,-14.97,0.33
1428,80,85,1.0,7,28.57,-1.0477,-14.97,0.33
1429,85,85,1.0,7,28.57,-1.0477,-14.97,0.33
1430,90,85,1.0,7,28.57,-1.0477,-14.97,0.33
1431,95,85,1.0,7,28.57,-1.0477,-14.97,0.33
1432,100,85,1.0,7,28.57,-1.0477,-14.97,0.33
1433,90,40,0.35,217,47.93,-1.0509,-0.48,0.92
1434,95,40,0.35,217,47.93,-1.0509,-0.48,0.92
1435,100,40,0.35,217,47.93,-1.0509,-0.48,0.92
1436,50,20,0.75,27,37.04,-1.0519,-3.90,0.61
1437,55,20,0.75,27,37.04,-1.0519,-3.90,0.61
1438,60,20,0.75,27,37.04,-1.0519,-3.90,0.61
1439,65,20,0.75,27,37.04,-1.0519,-3.90,0.61
1440,70,20,0.75,27,37.04,-1.0519,-3.90,0.61
1441,75,20,0.75,27,37.04,-1.0519,-3.90,0.61
1442,80,20,0.75,27,37.04,-1.0519,-3.90,0.61
1443,85,20,0.75,27,37.04,-1.0519,-3.90,0.61
1444,90,20,0.75,27,37.04,-1.0519,-3.90,0.61
1445,95,20,0.75,27,37.04,-1.0519,-3.90,0.61
1446,100,20,0.75,27,37.04,-1.0519,-3.90,0.61
1447,35,15,0.55,57,36.84,-1.0524,-1.85,0.76
1448,40,25,0.75,27,37.04,-1.0526,-3.90,0.63
1449,50,15,0.2,718,47.08,-1.0529,-0.15,0.97
1450,30,50,0.3,330,50.30,-1.0531,-0.32,0.94
1451,25,40,0.35,217,48.85,-1.0537,-0.49,0.92
1452,70,30,0.35,217,47.93,-1.0542,-0.49,0.92
1453,25,20,0.65,41,39.02,-1.0547,-2.57,0.71
1454,20,25,0.7,32,40.62,-1.0573,-3.30,0.65
1455,40,25,0.8,22,31.82,-1.0583,-4.81,0.58
1456,55,20,0.2,718,48.19,-1.0593,-0.15,0.97
1457,20,50,0.7,32,40.62,-1.0610,-3.32,0.65
1458,20,55,0.7,32,40.62,-1.0610,-3.32,0.65
1459,20,60,0.7,32,40.62,-1.0610,-3.32,0.65
1460,20,65,0.7,32,40.62,-1.0610,-3.32,0.65
1461,20,70,0.7,32,40.62,-1.0610,-3.32,0.65
1462,20,75,0.7,32,40.62,-1.0610,-3.32,0.65
1463,20,80,0.7,32,40.62,-1.0610,-3.32,0.65
1464,20,85,0.7,32,40.62,-1.0610,-3.32,0.65
1465,20,90,0.7,32,40.62,-1.0610,-3.32,0.65
1466,20,95,0.7,32,40.62,-1.0610,-3.32,0.65
1467,20,100,0.7,32,40.62,-1.0610,-3.32,0.65
1468,25,20,0.7,32,37.50,-1.0612,-3.32,0.65
1469,80,50,0.35,217,47.93,-1.0617,-0.49,0.92
1470,95,15,0.15,1121,47.64,-1.0619,-0.09,0.98
1471,35,20,0.8,22,31.82,-1.0624,-4.83,0.57
1472,30,35,0.85,19,36.84,-1.0645,-5.60,0.55
1473,50,10,0.15,1121,45.50,-1.0646,-0.09,0.97
1474,50,50,0.85,19,36.84,-1.0658,-5.61,0.56
1475,55,50,0.85,19,36.84,-1.0658,-5.61,0.56
1476,60,50,0.85,19,36.84,-1.0658,-5.61,0.56
1477,65,50,0.85,19,36.84,-1.0658,-5.61,0.56
1478,70,50,0.85,19,36.84,-1.0658,-5.61,0.56
1479,75,50,0.85,19,36.84,-1.0658,-5.61,0.56
1480,80,50,0.85,19,36.84,-1.0658,-5.61,0.56
1481,85,50,0.85,19,36.84,-1.0658,-5.61,0.56
1482,90,50,0.85,19,36.84,-1.0658,-5.61,0.56
1483,95,50,0.85,19,36.84,-1.0658,-5.61,0.56
1484,100,50,0.85,19,36.84,-1.0658,-5.61,0.56
1485,90,75,0.35,217,47.93,-1.0662,-0.49,0.92
1486,95,75,0.35,217,47.93,-1.0662,-0.49,0.92
1487,100,75,0.35,217,47.93,-1.0662,-0.49,0.92
1488,50,20,0.25,464,48.28,-1.0665,-0.23,0.95
1489,70,15,0.25,464,46.77,-1.0675,-0.23,0.95
1490,65,35,0.35,217,47.93,-1.0686,-0.49,0.92
1491,55,20,0.4,159,47.17,-1.0687,-0.67,0.89
1492,25,75,0.35,217,48.85,-1.0690,-0.49,0.92
1493,30,20,0.95,12,25.00,-1.0693,-8.91,0.38
1494,75,40,0.35,217,47.93,-1.0700,-0.49,0.92
1495,30,45,0.85,19,36.84,-1.0706,-5.63,0.55
1496,40,65,0.85,19,36.84,-1.0706,-5.63,0.58
1497,35,55,0.85,19,36.84,-1.0706,-5.63,0.56
1498,60,10,0.15,1121,45.50,-1.0709,-0.10,0.97
1499,25,85,1.0,7,28.57,-1.0711,-15.30,0.32
1500,35,60,0.3,330,50.30,-1.0714,-0.32,0.94
1501,50,30,0.85,19,36.84,-1.0723,-5.64,0.56
1502,55,30,0.85,19,36.84,-1.0723,-5.64,0.56
1503,60,30,0.85,19,36.84,-1.0723,-5.64,0.56
1504,65,30,0.85,19,36.84,-1.0723,-5.64,0.56
1505,70,30,0.85,19,36.84,-1.0723,-5.64,0.56
1506,75,30,0.85,19,36.84,-1.0723,-5.64,0.56
1507,80,30,0.85,19,36.84,-1.0723,-5.64,0.56
1508,85,30,0.85,19,36.84,-1.0723,-5.64,0.56
1509,90,30,0.85,19,36.84,-1.0723,-5.64,0.56
1510,95,30,0.85,19,36.84,-1.0723,-5.64,0.56
1511,100,30,0.85,19,36.84,-1.0723,-5.64,0.56
1512,45,100,0.3,330,50.30,-1.0734,-0.33,0.94
1513,30,65,0.3,330,50.30,-1.0766,-0.33,0.94
1514,60,85,0.3,330,50.30,-1.0777,-0.33,0.94
1515,45,75,0.3,330,50.30,-1.0801,-0.33,0.94
1516,85,15,0.15,1121,47.64,-1.0809,-0.10,0.98
1517,30,90,1.0,7,28.57,-1.0831,-15.47,0.33
1518,35,95,1.0,7,28.57,-1.0831,-15.47,0.35
1519,40,100,1.0,7,28.57,-1.0831,-15.47,0.37
1520,20,45,0.7,32,40.62,-1.0833,-3.39,0.64
1521,45,20,0.95,12,25.00,-1.0839,-9.03,0.37
1522,50,20,0.95,12,25.00,-1.0839,-9.03,0.37
1523,55,20,0.95,12,25.00,-1.0839,-9.03,0.37
1524,60,20,0.95,12,25.00,-1.0839,-9.03,0.37
1525,65,20,0.95,12,25.00,-1.0839,-9.03,0.37
1526,70,20,0.95,12,25.00,-1.0839,-9.03,0.37
1527,75,20,0.95,12,25.00,-1.0839,-9.03,0.37
1528,80,20,0.95,12,25.00,-1.0839,-9.03,0.37
1529,85,20,0.95,12,25.00,-1.0839,-9.03,0.37
1530,90,20,0.95,12,25.00,-1.0839,-9.03,0.37
1531,95,20,0.95,12,25.00,-1.0839,-9.03,0.37
1532,100,20,0.95,12,25.00,-1.0839,-9.03,0.37
1533,65,45,0.35,217,47.93,-1.0841,-0.50,0.92
1534,40,25,0.9,15,33.33,-1.0845,-7.23,0.48
1535,45,60,0.85,19,36.84,-1.0852,-5.71,0.57
1536,85,85,0.35,217,47.93,-1.0853,-0.50,0.92
1537,70,70,0.35,217,47.93,-1.0853,-0.50,0.92
1538,80,80,0.35,217,47.93,-1.0853,-0.50,0.92
1539,75,75,0.35,217,47.93,-1.0853,-0.50,0.92
1540,55,55,0.35,217,47.93,-1.0853,-0.50,0.92
1541,60,60,0.35,217,47.93,-1.0853,-0.50,0.92
1542,65,65,0.35,217,47.93,-1.0853,-0.50,0.92
1543,25,25,0.9,15,33.33,-1.0877,-7.25,0.48
1544,25,70,0.85,19,36.84,-1.0908,-5.74,0.58
1545,90,50,0.35,217,47.93,-1.0927,-0.50,0.92
1546,95,50,0.35,217,47.93,-1.0927,-0.50,0.92
1547,100,50,0.35,217,47.93,-1.0927,-0.50,0.92
1548,45,10,0.15,1121,45.50,-1.0928,-0.10,0.97
1549,25,50,0.35,217,48.85,-1.0955,-0.50,0.92
1550,80,20,0.15,1121,48.53,-1.0956,-0.10,0.98
1551,45,90,1.0,7,28.57,-1.0977,-15.68,0.32
1552,50,90,1.0,7,28.57,-1.0977,-15.68,0.32
1553,55,90,1.0,7,28.57,-1.0977,-15.68,0.32
1554,60,90,1.0,7,28.57,-1.0977,-15.68,0.32
1555,65,90,1.0,7,28.57,-1.0977,-15.68,0.32
1556,70,90,1.0,7,28.57,-1.0977,-15.68,0.32
1557,75,90,1.0,7,28.57,-1.0977,-15.68,0.32
1558,80,90,1.0,7,28.57,-1.0977,-15.68,0.32
1559,85,90,1.0,7,28.57,-1.0977,-15.68,0.32
1560,90,90,1.0,7,28.57,-1.0977,-15.68,0.32
1561,95,90,1.0,7,28.57,-1.0977,-15.68,0.32
1562,100,90,1.0,7,28.57,-1.0977,-15.68,0.32
1563,40,25,0.95,12,25.00,-1.0998,-9.17,0.41
1564,20,30,0.65,41,43.90,-1.1014,-2.69,0.71
1565,50,80,0.3,330,50.30,-1.1038,-0.33,0.94
1566,65,30,0.35,217,47.93,-1.1042,-0.51,0.92
1567,25,20,0.95,12,25.00,-1.1073,-9.23,0.36
1568,50,20,0.8,22,31.82,-1.1076,-5.03,0.55
1569,55,20,0.8,22,31.82,-1.1076,-5.03,0.55
1570,60,20,0.8,22,31.82,-1.1076,-5.03,0.55
1571,65,20,0.8,22,31.82,-1.1076,-5.03,0.55
1572,70,20,0.8,22,31.82,-1.1076,-5.03,0.55
1573,75,20,0.8,22,31.82,-1.1076,-5.03,0.55
1574,80,20,0.8,22,31.82,-1.1076,-5.03,0.55
1575,85,20,0.8,22,31.82,-1.1076,-5.03,0.55
1576,90,20,0.8,22,31.82,-1.1076,-5.03,0.55
1577,95,20,0.8,22,31.82,-1.1076,-5.03,0.55
