排名,止损延迟(K线),止损延迟(分钟),K1涨跌幅%,总交易数,胜率%,总盈亏USDT,收益率%,盈亏比,平均持仓K线数
415,1,15,0.37,677,53.47,25.2201,3.73,1.20,16.9
416,2,30,0.41,548,53.47,21.7361,3.97,1.21,15.9
417,0,0,0.26,1358,53.46,44.2337,3.26,1.17,20.6
418,2,30,0.21,1938,53.46,60.5858,3.13,1.17,22.8
419,2,30,0.22,1797,53.42,56.1858,3.13,1.17,22.2
420,5,75,0.13,3411,53.42,100.5528,2.95,1.16,27.2
421,1,15,0.23,1670,53.41,52.2407,3.13,1.17,21.6
422,1,15,0.35,764,53.40,27.3461,3.58,1.19,17.3
423,3,45,0.51,311,53.38,14.5076,4.66,1.25,13.6
424,4,60,0.14,3180,53.36,92.9192,2.92,1.16,26.5
425,4,60,0.54,268,53.36,13.2253,4.93,1.26,13.8
426,0,0,0.37,677,53.32,24.4201,3.61,1.19,16.8
427,4,60,0.17,2590,53.32,76.1192,2.94,1.16,24.8
428,3,45,0.15,2966,53.30,85.7076,2.89,1.15,25.8
429,0,0,0.23,1670,53.29,50.6407,3.03,1.16,21.5
430,1,15,0.38,640,53.28,23.0909,3.61,1.19,16.5
431,0,0,0.35,764,53.27,26.5461,3.47,1.19,17.2
432,8,120,0.59,214,53.27,11.5100,5.38,1.29,14.6
433,9,135,0.59,214,53.27,11.5100,5.38,1.29,15.0
434,2,30,0.36,719,53.27,25.5652,3.56,1.19,17.5
435,1,15,0.39,612,53.27,22.2909,3.64,1.19,16.1
436,5,75,0.52,291,53.26,13.6372,4.69,1.25,14.4
437,4,60,0.16,2773,53.26,79.7192,2.87,1.15,25.3
438,0,0,0.44,460,53.26,17.8977,3.89,1.21,14.1
439,1,15,0.44,460,53.26,17.8977,3.89,1.21,14.2
440,5,75,0.53,278,53.24,13.2253,4.76,1.25,14.7
441,2,30,0.2,2087,53.23,60.9858,2.92,1.16,23.0
442,4,60,0.13,3411,53.21,94.9528,2.78,1.15,27.0
443,0,0,0.43,489,53.17,18.2977,3.74,1.20,14.7
444,1,15,0.43,489,53.17,18.2977,3.74,1.20,14.8
445,2,30,0.19,2248,53.16,63.8812,2.84,1.15,23.6
446,5,75,0.1,4122,53.15,111.3528,2.70,1.14,29.3
447,3,45,0.14,3180,53.14,87.0812,2.74,1.15,26.4
448,0,0,0.38,640,53.12,22.2909,3.48,1.19,16.4
449,10,150,0.66,160,53.12,10.2956,6.43,1.34,15.6
450,0,0,0.39,612,53.10,21.4909,3.51,1.19,16.1
451,1,15,0.21,1938,53.10,54.6407,2.82,1.15,22.7
452,5,75,0.12,3656,53.09,97.7528,2.67,1.14,27.9
453,3,45,0.17,2590,53.09,71.0812,2.74,1.15,24.7
454,1,15,0.22,1797,53.09,51.0407,2.84,1.15,22.0
455,10,150,0.64,179,53.07,10.8587,6.07,1.32,15.4
456,2,30,0.18,2379,53.05,65.0812,2.74,1.15,23.9
457,3,45,0.16,2773,53.05,74.6812,2.69,1.14,25.2
458,5,75,0.11,3888,53.03,101.7528,2.62,1.14,28.6
459,3,45,0.13,3411,53.00,89.1148,2.61,1.14,26.9
460,0,0,0.21,1938,52.99,53.0407,2.74,1.15,22.6
461,4,60,0.1,4122,52.98,105.7528,2.57,1.14,29.2
462,0,0,0.22,1797,52.98,49.4407,2.75,1.15,22.0
463,8,120,0.63,185,52.97,10.2793,5.56,1.30,14.5
464,9,135,0.63,185,52.97,10.2793,5.56,1.30,14.9
465,2,30,0.15,2966,52.93,76.9076,2.59,1.14,25.6
466,4,60,0.52,291,52.92,12.8372,4.41,1.23,13.8
467,0,0,0.42,514,52.92,18.1910,3.54,1.19,14.9
468,1,15,0.42,514,52.92,18.1910,3.54,1.19,15.0
469,4,60,0.12,3656,52.90,92.1528,2.52,1.13,27.8
470,4,60,0.53,278,52.88,12.4253,4.47,1.24,14.1
471,8,120,0.67,157,52.87,9.0456,5.76,1.31,14.2
472,9,135,0.67,157,52.87,9.0456,5.76,1.31,14.6
473,6,90,0.6,210,52.86,10.5074,5.00,1.27,14.0
474,7,105,0.6,210,52.86,10.5074,5.00,1.27,14.3
475,4,60,0.11,3888,52.85,96.1528,2.47,1.13,28.4
476,1,15,0.2,2087,52.85,54.2407,2.60,1.14,22.9
477,0,0,0.4,579,52.85,19.4909,3.37,1.18,15.9
478,1,15,0.4,579,52.85,19.4909,3.37,1.18,16.0
479,1,15,0.19,2248,52.80,57.1360,2.54,1.13,23.4
480,2,30,0.14,3180,52.80,78.2812,2.46,1.13,26.3
481,3,45,0.1,4122,52.79,99.1148,2.40,1.13,29.1
482,2,30,0.5,326,52.76,12.9611,3.98,1.21,13.2
483,0,0,0.2,2087,52.76,52.6407,2.52,1.13,22.9
484,0,0,0.41,548,52.74,18.1910,3.32,1.18,15.6
485,1,15,0.41,548,52.74,18.1910,3.32,1.18,15.7
486,0,0,0.19,2248,52.71,55.5360,2.47,1.13,23.4
487,1,15,0.36,719,52.71,22.0201,3.06,1.16,17.2
488,1,15,0.18,2379,52.71,58.3360,2.45,1.13,23.8
489,3,45,0.12,3656,52.71,86.3148,2.36,1.12,27.7
490,2,30,0.16,2773,52.69,66.6812,2.40,1.13,25.0
491,2,30,0.13,3411,52.68,80.3148,2.35,1.12,26.8
492,3,45,0.11,3888,52.67,90.3148,2.32,1.12,28.3
493,10,150,0.65,169,52.66,9.8956,5.86,1.31,15.6
494,10,150,0.68,152,52.63,9.3578,6.16,1.32,15.3
495,1,15,0.15,2966,52.63,69.3625,2.34,1.12,25.5
496,2,30,0.17,2590,52.63,61.4812,2.37,1.13,24.6
497,3,45,0.54,268,52.61,11.6253,4.34,1.23,13.5
498,0,0,0.49,348,52.59,12.8958,3.71,1.20,13.1
499,1,15,0.49,348,52.59,12.8958,3.71,1.20,13.2
500,0,0,0.18,2379,52.59,55.9360,2.35,1.12,23.8
501,0,0,0.36,719,52.57,21.2201,2.95,1.16,17.2
502,0,0,0.48,373,52.55,13.3278,3.57,1.19,13.3
503,1,15,0.48,373,52.55,13.3278,3.57,1.19,13.4
504,0,0,0.15,2966,52.53,66.9625,2.26,1.12,25.5
505,1,15,0.14,3180,52.52,70.7360,2.22,1.12,26.2
506,5,75,0.56,240,52.50,10.6420,4.43,1.23,13.5
507,8,120,0.66,160,52.50,8.6456,5.40,1.28,14.6
508,9,135,0.66,160,52.50,8.6456,5.40,1.28,15.0
509,6,90,0.58,221,52.49,10.0189,4.53,1.24,14.0
510,7,105,0.58,221,52.49,10.0189,4.53,1.24,14.2
511,6,90,0.61,202,52.48,9.6643,4.78,1.25,13.9
512,7,105,0.61,202,52.48,9.6643,4.78,1.25,14.1
513,2,30,0.1,4122,52.47,88.7148,2.15,1.11,29.0
514,0,0,0.14,3180,52.42,68.3360,2.15,1.11,26.2
515,2,30,0.51,311,52.41,11.7600,3.78,1.20,13.2
516,2,30,0.12,3656,52.41,77.5148,2.12,1.11,27.6
517,1,15,0.13,3411,52.39,71.9697,2.11,1.11,26.7
518,1,15,0.16,2773,52.36,59.1360,2.13,1.11,25.0
519,5,75,0.57,233,52.36,10.2420,4.40,1.23,13.6
520,2,30,0.11,3888,52.34,79.9148,2.06,1.11,28.2
521,1,15,0.17,2590,52.32,54.7360,2.11,1.11,24.5
522,0,0,0.13,3411,52.30,69.5697,2.04,1.11,26.7
523,0,0,0.16,2773,52.25,56.7360,2.05,1.11,24.9
524,3,45,0.52,291,52.23,11.2372,3.86,1.20,13.5
525,1,15,0.1,4122,52.23,80.3697,1.95,1.10,28.9
526,0,0,0.17,2590,52.20,52.3360,2.02,1.11,24.5
527,0,0,0.1,4122,52.16,77.9697,1.89,1.10,28.9
528,3,45,0.53,278,52.16,10.8253,3.89,1.20,13.7
529,1,15,0.12,3656,52.13,69.1697,1.89,1.10,27.5
530,1,15,0.11,3888,52.08,71.5697,1.84,1.10,28.1
531,4,60,0.56,240,52.08,9.8420,4.10,1.21,12.9
532,6,90,0.62,194,52.06,8.8606,4.57,1.24,13.7
533,7,105,0.62,194,52.06,8.8606,4.57,1.24,14.0
534,10,150,0.69,146,52.05,8.5578,5.86,1.31,15.3
535,0,0,0.12,3656,52.05,66.7697,1.83,1.10,27.4
536,0,0,0.11,3888,52.01,69.1697,1.78,1.09,28.1
537,5,75,0.55,252,51.98,9.8420,3.91,1.20,14.1
538,8,120,0.68,152,51.97,7.7077,5.07,1.26,14.3
539,9,135,0.68,152,51.97,7.7077,5.07,1.26,14.7
540,8,120,0.64,179,51.96,8.4087,4.70,1.24,14.3
541,9,135,0.64,179,51.96,8.4087,4.70,1.24,14.7
542,4,60,0.57,233,51.93,9.4420,4.05,1.21,12.9
543,6,90,0.59,214,51.87,8.8189,4.12,1.21,14.0
544,7,105,0.59,214,51.87,8.8189,4.12,1.21,14.3
545,3,45,0.56,240,51.67,9.0420,3.77,1.19,12.5
546,6,90,0.67,157,51.59,7.1545,4.56,1.24,13.4
547,7,105,0.67,157,51.59,7.1545,4.56,1.24,13.7
548,4,60,0.55,252,51.59,9.0420,3.59,1.19,13.5
549,0,0,0.5,326,51.53,9.4160,2.89,1.15,12.7
550,1,15,0.5,326,51.53,9.4160,2.89,1.15,12.8
551,3,45,0.57,233,51.50,8.6420,3.71,1.19,12.5
552,2,30,0.54,268,51.49,8.8777,3.31,1.17,13.0
553,8,120,0.65,169,51.48,7.4456,4.41,1.23,14.4
554,9,135,0.65,169,51.48,7.4456,4.41,1.23,14.9
555,10,150,0.7,138,51.45,7.7578,5.62,1.29,15.7
556,8,120,0.69,146,51.37,6.9077,4.73,1.24,14.3
557,9,135,0.69,146,51.37,6.9077,4.73,1.24,14.7
558,6,90,0.63,185,51.35,7.5883,4.10,1.21,13.8
559,7,105,0.63,185,51.35,7.5883,4.10,1.21,14.1
560,6,90,0.66,160,51.25,6.7545,4.22,1.22,13.8
561,7,105,0.66,160,51.25,6.7545,4.22,1.22,14.2
562,2,30,0.52,291,51.20,8.4896,2.92,1.15,13.1
563,0,0,0.51,311,51.13,8.2149,2.64,1.14,12.6
564,1,15,0.51,311,51.13,8.2149,2.64,1.14,12.7
565,2,30,0.53,278,51.08,8.0777,2.91,1.15,13.3
566,5,75,0.61,202,50.99,7.2643,3.60,1.18,13.5
567,5,75,0.6,210,50.95,7.2643,3.46,1.18,13.7
568,6,90,0.64,179,50.84,6.5176,3.64,1.19,13.6
569,7,105,0.64,179,50.84,6.5176,3.64,1.19,13.9
570,3,45,0.55,252,50.79,7.4420,2.95,1.15,13.1
571,8,120,0.7,138,50.72,6.1077,4.43,1.22,14.6
572,9,135,0.7,138,50.72,6.1077,4.43,1.22,15.1
573,5,75,0.58,221,50.68,6.7758,3.07,1.16,13.6
574,6,90,0.68,152,50.66,5.8167,3.83,1.19,13.6
575,7,105,0.68,152,50.66,5.8167,3.83,1.19,13.9
576,5,75,0.62,194,50.52,6.4606,3.33,1.17,13.3
577,3,45,0.61,202,50.50,6.4643,3.20,1.16,12.5
578,4,60,0.61,202,50.50,6.4643,3.20,1.16,12.8
579,3,45,0.6,210,50.48,6.4643,3.08,1.16,12.6
580,4,60,0.6,210,50.48,6.4643,3.08,1.16,12.9
581,2,30,0.56,240,50.42,6.2944,2.62,1.13,12.1
582,3,45,0.67,157,50.32,5.5545,3.54,1.18,12.4
583,4,60,0.67,157,50.32,5.5545,3.54,1.18,12.7
584,5,75,0.67,157,50.32,5.5545,3.54,1.18,13.1
585,6,90,0.65,169,50.30,5.5545,3.29,1.17,13.7
586,7,105,0.65,169,50.30,5.5545,3.29,1.17,14.0
587,5,75,0.63,185,50.27,5.9883,3.24,1.16,13.5
588,4,60,0.58,221,50.23,5.9758,2.70,1.14,12.9
589,2,30,0.57,233,50.21,5.8944,2.53,1.13,12.1
590,0,0,0.54,268,50.00,5.3326,1.99,1.10,12.4
591,1,15,0.54,268,50.00,5.3326,1.99,1.10,12.5
592,3,45,0.62,194,50.00,5.6606,2.92,1.15,12.3
593,4,60,0.62,194,50.00,5.6606,2.92,1.15,12.6
594,5,75,0.59,214,50.00,5.5758,2.61,1.13,13.6
595,5,75,0.66,160,50.00,5.1545,3.22,1.16,13.5
596,6,90,0.69,146,50.00,5.0167,3.44,1.17,13.5
597,7,105,0.69,146,50.00,5.0167,3.44,1.17,13.9
598,10,150,0.71,132,50.00,6.1174,4.63,1.23,16.2
599,10,150,0.72,132,50.00,6.1174,4.63,1.23,16.2
600,0,0,0.52,291,49.83,4.9445,1.70,1.08,12.5
601,1,15,0.52,291,49.83,4.9445,1.70,1.08,12.6
602,3,45,0.58,221,49.77,5.1758,2.34,1.12,12.5
603,3,45,0.63,185,49.73,5.1883,2.80,1.14,12.4
604,4,60,0.63,185,49.73,5.1883,2.80,1.14,12.7
605,5,75,0.64,179,49.72,4.9176,2.75,1.14,13.3
606,0,0,0.53,278,49.64,4.5326,1.63,1.08,12.7
607,1,15,0.53,278,49.64,4.5326,1.63,1.08,12.8
608,2,30,0.55,252,49.60,4.6944,1.86,1.09,12.6
609,3,45,0.59,214,49.53,4.7758,2.23,1.11,12.6
610,4,60,0.59,214,49.53,4.7758,2.23,1.11,12.9
611,2,30,0.6,210,49.52,4.5167,2.15,1.11,12.1
612,2,30,0.61,202,49.50,4.5167,2.24,1.11,12.0
613,3,45,0.66,160,49.38,4.3545,2.72,1.13,12.4
614,4,60,0.66,160,49.38,4.3545,2.72,1.13,12.7
615,3,45,0.68,152,49.34,4.2167,2.77,1.14,12.5
616,4,60,0.68,152,49.34,4.2167,2.77,1.14,12.8
617,5,75,0.68,152,49.34,4.2167,2.77,1.14,13.2
618,6,90,0.7,138,49.28,4.2167,3.06,1.15,13.9
619,7,105,0.7,138,49.28,4.2167,3.06,1.15,14.2
620,8,120,0.71,132,49.24,4.4673,3.38,1.17,15.1
621,8,120,0.72,132,49.24,4.4673,3.38,1.17,15.1
622,9,135,0.71,132,49.24,4.4673,3.38,1.17,15.5
623,9,135,0.72,132,49.24,4.4673,3.38,1.17,15.5
624,3,45,0.64,179,49.16,4.1176,2.30,1.11,12.2
625,4,60,0.64,179,49.16,4.1176,2.30,1.11,12.5
626,5,75,0.65,169,49.11,3.9545,2.34,1.11,13.3
627,2,30,0.67,157,49.04,3.6070,2.30,1.11,11.8
628,2,30,0.62,194,48.97,3.7130,1.91,1.09,11.7
629,2,30,0.58,221,48.87,3.2283,1.46,1.07,12.0
630,0,0,0.56,240,48.75,2.7492,1.15,1.06,11.4
631,1,15,0.56,240,48.75,2.7492,1.15,1.06,11.5
632,2,30,0.63,185,48.65,3.2407,1.75,1.09,11.9
633,3,45,0.69,146,48.63,3.4167,2.34,1.11,12.5
634,4,60,0.69,146,48.63,3.4167,2.34,1.11,12.8
635,5,75,0.69,146,48.63,3.4167,2.34,1.11,13.2
636,2,30,0.59,214,48.60,2.8283,1.32,1.06,12.1
637,10,150,0.79,103,48.54,4.4331,4.30,1.21,15.9
638,3,45,0.65,169,48.52,3.1545,1.87,1.09,12.2
639,4,60,0.65,169,48.52,3.1545,1.87,1.09,12.6
640,0,0,0.57,233,48.50,2.3492,1.01,1.05,11.4
641,1,15,0.57,233,48.50,2.3492,1.01,1.05,11.5
642,10,150,0.76,116,48.28,4.1312,3.56,1.17,15.8
643,2,30,0.66,160,48.12,2.4070,1.50,1.07,11.8
644,0,0,0.6,210,48.10,1.8843,0.90,1.04,11.4
645,1,15,0.6,210,48.10,1.8843,0.90,1.04,11.5
646,2,30,0.64,179,48.04,2.1701,1.21,1.06,11.6
647,2,30,0.68,152,48.03,2.2691,1.49,1.07,11.9
648,0,0,0.61,202,48.02,1.8843,0.93,1.04,11.2
649,1,15,0.61,202,48.02,1.8843,0.93,1.04,11.4
650,0,0,0.55,252,48.02,1.1492,0.46,1.02,11.9
651,1,15,0.55,252,48.02,1.1492,0.46,1.02,12.1
652,10,150,0.73,125,48.00,3.8216,3.06,1.15,15.9
653,10,150,0.75,117,47.86,3.8216,3.27,1.16,15.9
654,3,45,0.7,138,47.83,2.6167,1.90,1.09,12.7
655,4,60,0.7,138,47.83,2.6167,1.90,1.09,13.1
656,5,75,0.7,138,47.83,2.6167,1.90,1.09,13.5
657,10,150,0.77,111,47.75,3.6331,3.27,1.16,16.0
658,6,90,0.71,132,47.73,2.5763,1.95,1.09,14.3
659,6,90,0.72,132,47.73,2.5763,1.95,1.09,14.3
660,7,105,0.71,132,47.73,2.5763,1.95,1.09,14.6
661,7,105,0.72,132,47.73,2.5763,1.95,1.09,14.6
662,10,150,0.78,105,47.62,3.6331,3.46,1.17,15.8
663,10,150,0.74,124,47.58,3.4216,2.76,1.13,16.0
664,8,120,0.79,103,47.57,2.7830,2.70,1.13,14.8
665,9,135,0.79,103,47.57,2.7830,2.70,1.13,15.3
666,0,0,0.58,221,47.51,0.5959,0.27,1.01,11.3
667,1,15,0.58,221,47.51,0.5959,0.27,1.01,11.4
668,0,0,0.62,194,47.42,1.0807,0.56,1.03,11.0
669,1,15,0.62,194,47.42,1.0807,0.56,1.03,11.1
670,8,120,0.76,116,47.41,2.4811,2.14,1.10,14.7
671,9,135,0.76,116,47.41,2.4811,2.14,1.10,15.1
672,2,30,0.65,169,47.34,1.2070,0.71,1.03,11.6
673,2,30,0.69,146,47.26,1.4691,1.01,1.05,11.9
674,8,120,0.73,125,47.20,2.1715,1.74,1.08,14.8
675,9,135,0.73,125,47.20,2.1715,1.74,1.08,15.2
676,0,0,0.59,214,47.20,0.1959,0.09,1.00,11.4
677,1,15,0.59,214,47.20,0.1959,0.09,1.00,11.5
678,0,0,0.67,157,47.13,0.9746,0.62,1.03,10.9
679,1,15,0.67,157,47.13,0.9746,0.62,1.03,11.0
680,2,30,0.7,138,47.10,1.4691,1.06,1.05,12.1
681,0,0,0.63,185,47.03,0.6084,0.33,1.02,11.1
682,1,15,0.63,185,47.03,0.6084,0.33,1.02,11.2
683,8,120,0.75,117,47.01,2.1715,1.86,1.09,14.7
684,9,135,0.75,117,47.01,2.1715,1.86,1.09,15.1
685,3,45,0.71,132,46.97,1.7763,1.35,1.06,13.2
686,3,45,0.72,132,46.97,1.7763,1.35,1.06,13.2
687,4,60,0.71,132,46.97,1.7763,1.35,1.06,13.5
688,4,60,0.72,132,46.97,1.7763,1.35,1.06,13.5
689,5,75,0.71,132,46.97,1.7763,1.35,1.06,13.9
690,5,75,0.72,132,46.97,1.7763,1.35,1.06,13.9
691,8,120,0.77,111,46.85,1.9830,1.79,1.08,14.9
692,9,135,0.77,111,46.85,1.9830,1.79,1.08,15.4
693,8,120,0.74,124,46.77,1.7715,1.43,1.07,14.8
694,9,135,0.74,124,46.77,1.7715,1.43,1.07,15.3
695,8,120,0.78,105,46.67,1.9830,1.89,1.09,14.7
696,9,135,0.78,105,46.67,1.9830,1.89,1.09,15.2
697,0,0,0.64,179,46.37,-0.4623,-0.26,0.99,10.8
698,1,15,0.64,179,46.37,-0.4623,-0.26,0.99,10.9
699,0,0,0.66,160,46.25,-0.2254,-0.14,0.99,10.9
700,1,15,0.66,160,46.25,-0.2254,-0.14,0.99,11.1
701,2,30,0.71,132,46.21,0.6287,0.48,1.02,12.5
702,2,30,0.72,132,46.21,0.6287,0.48,1.02,12.5
703,0,0,0.68,152,46.05,-0.3632,-0.24,0.99,11.0
704,1,15,0.68,152,46.05,-0.3632,-0.24,0.99,11.1
705,0,0,0.69,146,45.89,-0.3632,-0.25,0.99,10.9
706,1,15,0.69,146,45.89,-0.3632,-0.25,0.99,11.1
707,3,45,0.76,116,45.69,0.5901,0.51,1.02,12.7
708,4,60,0.76,116,45.69,0.5901,0.51,1.02,13.0
709,5,75,0.76,116,45.69,0.5901,0.51,1.02,13.5
710,6,90,0.76,116,45.69,0.5901,0.51,1.02,13.8
711,7,105,0.76,116,45.69,0.5901,0.51,1.02,14.2
712,0,0,0.7,138,45.65,-0.3632,-0.26,0.99,11.2
713,1,15,0.7,138,45.65,-0.3632,-0.26,0.99,11.3
714,3,45,0.79,103,45.63,0.8920,0.87,1.04,12.7
715,4,60,0.79,103,45.63,0.8920,0.87,1.04,13.1
716,5,75,0.79,103,45.63,0.8920,0.87,1.04,13.6
717,6,90,0.79,103,45.63,0.8920,0.87,1.04,14.0
718,7,105,0.79,103,45.63,0.8920,0.87,1.04,14.3
719,6,90,0.73,125,45.60,0.2805,0.22,1.01,13.9
720,7,105,0.73,125,45.60,0.2805,0.22,1.01,14.3
721,0,0,0.65,169,45.56,-1.4254,-0.84,0.96,10.8
722,1,15,0.65,169,45.56,-1.4254,-0.84,0.96,10.9
723,3,45,0.75,117,45.30,0.2805,0.24,1.01,12.6
724,4,60,0.75,117,45.30,0.2805,0.24,1.01,13.0
725,5,75,0.75,117,45.30,0.2805,0.24,1.01,13.5
726,6,90,0.75,117,45.30,0.2805,0.24,1.01,13.8
727,7,105,0.75,117,45.30,0.2805,0.24,1.01,14.2
728,3,45,0.74,124,45.16,-0.1195,-0.10,1.00,12.8
729,4,60,0.74,124,45.16,-0.1195,-0.10,1.00,13.2
730,5,75,0.74,124,45.16,-0.1195,-0.10,1.00,13.6
731,6,90,0.74,124,45.16,-0.1195,-0.10,1.00,14.0
732,7,105,0.74,124,45.16,-0.1195,-0.10,1.00,14.3
733,3,45,0.77,111,45.05,0.0920,0.08,1.00,12.8
734,4,60,0.77,111,45.05,0.0920,0.08,1.00,13.2
735,5,75,0.77,111,45.05,0.0920,0.08,1.00,13.7
736,6,90,0.77,111,45.05,0.0920,0.08,1.00,14.0
737,7,105,0.77,111,45.05,0.0920,0.08,1.00,14.4
738,2,30,0.76,116,44.83,-0.5575,-0.48,0.98,12.0
739,3,45,0.73,125,44.80,-0.5195,-0.42,0.98,12.8
740,4,60,0.73,125,44.80,-0.5195,-0.42,0.98,13.1
741,5,75,0.73,125,44.80,-0.5195,-0.42,0.98,13.6
742,3,45,0.78,105,44.76,0.0920,0.09,1.00,12.6
743,4,60,0.78,105,44.76,0.0920,0.09,1.00,13.0
744,5,75,0.78,105,44.76,0.0920,0.09,1.00,13.5
745,6,90,0.78,105,44.76,0.0920,0.09,1.00,13.8
746,7,105,0.78,105,44.76,0.0920,0.09,1.00,14.2
747,0,0,0.71,132,44.70,-1.2036,-0.91,0.96,11.5
748,0,0,0.72,132,44.70,-1.2036,-0.91,0.96,11.5
749,1,15,0.71,132,44.70,-1.2036,-0.91,0.96,11.7
750,1,15,0.72,132,44.70,-1.2036,-0.91,0.96,11.7
751,2,30,0.79,103,44.66,-0.2556,-0.25,0.99,12.0
752,2,30,0.75,117,44.44,-0.8671,-0.74,0.97,11.9
753,2,30,0.74,124,44.35,-1.2671,-1.02,0.95,12.2
754,2,30,0.77,111,44.14,-1.0556,-0.95,0.96,12.1
755,2,30,0.73,125,44.00,-1.6671,-1.33,0.94,12.1
756,0,0,0.76,116,43.97,-1.5065,-1.30,0.94,11.0
757,1,15,0.76,116,43.97,-1.5065,-1.30,0.94,11.1
758,2,30,0.78,105,43.81,-1.0556,-1.01,0.96,11.9
759,0,0,0.79,103,43.69,-1.2046,-1.17,0.95,11.0
760,1,15,0.79,103,43.69,-1.2046,-1.17,0.95,11.0
761,0,0,0.75,117,43.59,-1.8161,-1.55,0.93,10.9
762,1,15,0.75,117,43.59,-1.8161,-1.55,0.93,11.1
763,0,0,0.74,124,43.55,-2.2161,-1.79,0.92,11.2
764,1,15,0.74,124,43.55,-2.2161,-1.79,0.92,11.3
765,0,0,0.77,111,43.24,-2.0046,-1.81,0.92,11.1
766,1,15,0.77,111,43.24,-2.0046,-1.81,0.92,11.2
767,0,0,0.73,125,43.20,-2.6161,-2.09,0.91,11.1
768,1,15,0.73,125,43.20,-2.6161,-2.09,0.91,11.2
769,0,0,0.78,105,42.86,-2.0046,-1.91,0.92,10.8
770,1,15,0.78,105,42.86,-2.0046,-1.91,0.92,10.9
