杠杆,止盈%,止损%,K1涨跌幅%,总交易数,盈利次数,亏损次数,胜率%,平均盈利%,平均亏损%,平均持仓K线数,总盈亏USDT,盈亏比,价格止盈%,价格止损%
70,65,100,0.47,861,578,283,67.13,65.00,-100.00,4.82,92.7000,1.33,0.9286,1.4286
70,65,100,0.49,799,542,257,67.83,65.00,-100.00,4.79,95.3000,1.37,0.9286,1.4286
70,70,100,0.21,2000,1342,658,67.10,70.00,-100.00,5.36,281.4000,1.43,1.0000,1.4286
70,70,100,0.23,1885,1265,620,67.11,70.00,-100.00,5.33,265.5000,1.43,1.0000,1.4286
70,70,100,0.25,1756,1170,586,66.63,70.00,-100.00,5.30,233.0000,1.40,1.0000,1.4286
70,70,100,0.27,1654,1100,554,66.51,70.00,-100.00,5.26,216.0000,1.39,1.0000,1.4286
70,70,100,0.29,1545,1032,513,66.80,70.00,-100.00,5.21,209.4000,1.41,1.0000,1.4286
70,70,100,0.31,1415,949,466,67.07,70.00,-100.00,5.14,198.3000,1.43,1.0000,1.4286
70,70,100,0.33,1336,888,448,66.47,70.00,-100.00,5.14,173.6000,1.39,1.0000,1.4286
70,70,100,0.35,1245,824,421,66.18,70.00,-100.00,5.11,155.8000,1.37,1.0000,1.4286
70,70,100,0.37,1165,765,400,65.67,70.00,-100.00,5.06,135.5000,1.34,1.0000,1.4286
70,70,100,0.39,1083,718,365,66.30,70.00,-100.00,5.04,137.6000,1.38,1.0000,1.4286
70,70,100,0.41,1018,671,347,65.91,70.00,-100.00,5.02,122.7000,1.35,1.0000,1.4286
70,70,100,0.43,958,629,329,65.66,70.00,-100.00,5.04,111.3000,1.34,1.0000,1.4286
70,70,100,0.45,896,583,313,65.07,70.00,-100.00,5.02,95.1000,1.30,1.0000,1.4286
70,70,100,0.47,833,547,286,65.67,70.00,-100.00,4.96,96.9000,1.34,1.0000,1.4286
70,70,100,0.49,773,513,260,66.36,70.00,-100.00,4.94,99.1000,1.38,1.0000,1.4286
70,75,100,0.21,1887,1224,663,64.86,75.00,-100.00,5.44,255.0000,1.38,1.0714,1.4286
70,75,100,0.23,1775,1150,625,64.79,75.00,-100.00,5.41,237.5000,1.38,1.0714,1.4286
70,75,100,0.25,1660,1069,591,64.40,75.00,-100.00,5.38,210.7500,1.36,1.0714,1.4286
70,75,100,0.27,1569,1010,559,64.37,75.00,-100.00,5.33,198.5000,1.36,1.0714,1.4286
70,75,100,0.29,1467,949,518,64.69,75.00,-100.00,5.28,193.7500,1.37,1.0714,1.4286
70,75,100,0.31,1345,874,471,64.98,75.00,-100.00,5.21,184.5000,1.39,1.0714,1.4286
70,75,100,0.33,1274,821,453,64.44,75.00,-100.00,5.21,162.7500,1.36,1.0714,1.4286
70,75,100,0.35,1190,764,426,64.20,75.00,-100.00,5.19,147.0000,1.35,1.0714,1.4286
70,75,100,0.37,1118,713,405,63.77,75.00,-100.00,5.15,129.7500,1.32,1.0714,1.4286
70,75,100,0.39,1036,667,369,64.38,75.00,-100.00,5.11,131.2500,1.36,1.0714,1.4286
70,75,100,0.41,975,624,351,64.00,75.00,-100.00,5.10,117.0000,1.33,1.0714,1.4286
70,75,100,0.43,916,583,333,63.65,75.00,-100.00,5.13,104.2500,1.31,1.0714,1.4286
70,75,100,0.45,855,538,317,62.92,75.00,-100.00,5.11,86.5000,1.27,1.0714,1.4286
70,75,100,0.47,795,505,290,63.52,75.00,-100.00,5.04,88.7500,1.31,1.0714,1.4286
70,75,100,0.49,738,474,264,64.23,75.00,-100.00,5.00,91.5000,1.35,1.0714,1.4286
70,80,100,0.21,1792,1123,669,62.67,80.00,-100.00,5.53,229.4000,1.34,1.1429,1.4286
70,80,100,0.23,1689,1058,631,62.64,80.00,-100.00,5.50,215.4000,1.34,1.1429,1.4286
70,80,100,0.25,1580,983,597,62.22,80.00,-100.00,5.48,189.4000,1.32,1.1429,1.4286
70,80,100,0.27,1493,928,565,62.16,80.00,-100.00,5.43,177.4000,1.31,1.1429,1.4286
70,80,100,0.29,1399,876,523,62.62,80.00,-100.00,5.38,177.8000,1.34,1.1429,1.4286
70,80,100,0.31,1286,810,476,62.99,80.00,-100.00,5.31,172.0000,1.36,1.1429,1.4286
70,80,100,0.33,1215,758,457,62.39,80.00,-100.00,5.29,149.4000,1.33,1.1429,1.4286
70,80,100,0.35,1136,706,430,62.15,80.00,-100.00,5.26,134.8000,1.31,1.1429,1.4286
70,80,100,0.37,1069,660,409,61.74,80.00,-100.00,5.22,119.0000,1.29,1.1429,1.4286
70,80,100,0.39,993,620,373,62.44,80.00,-100.00,5.17,123.0000,1.33,1.1429,1.4286
70,80,100,0.41,935,580,355,62.03,80.00,-100.00,5.17,109.0000,1.31,1.1429,1.4286
70,80,100,0.43,878,541,337,61.62,80.00,-100.00,5.19,95.8000,1.28,1.1429,1.4286
70,80,100,0.45,821,500,321,60.90,80.00,-100.00,5.19,79.0000,1.25,1.1429,1.4286
70,80,100,0.47,763,469,294,61.47,80.00,-100.00,5.13,81.2000,1.28,1.1429,1.4286
70,80,100,0.49,710,443,267,62.39,80.00,-100.00,5.09,87.4000,1.33,1.1429,1.4286
70,85,100,0.21,1700,1023,677,60.18,85.00,-100.00,5.60,192.5500,1.28,1.2143,1.4286
70,85,100,0.23,1603,965,638,60.20,85.00,-100.00,5.56,182.2500,1.29,1.2143,1.4286
70,85,100,0.25,1498,895,603,59.75,85.00,-100.00,5.53,157.7500,1.26,1.2143,1.4286
70,85,100,0.27,1415,844,571,59.65,85.00,-100.00,5.48,146.4000,1.26,1.2143,1.4286
70,85,100,0.29,1329,800,529,60.20,85.00,-100.00,5.43,151.0000,1.29,1.2143,1.4286
70,85,100,0.31,1220,738,482,60.49,85.00,-100.00,5.36,145.3000,1.30,1.2143,1.4286
70,85,100,0.33,1155,692,463,59.91,85.00,-100.00,5.35,125.2000,1.27,1.2143,1.4286
70,85,100,0.35,1081,645,436,59.67,85.00,-100.00,5.32,112.2500,1.26,1.2143,1.4286
70,85,100,0.37,1018,603,415,59.23,85.00,-100.00,5.28,97.5500,1.24,1.2143,1.4286
70,85,100,0.39,947,568,379,59.98,85.00,-100.00,5.23,103.8000,1.27,1.2143,1.4286
70,85,100,0.41,896,535,361,59.71,85.00,-100.00,5.25,93.7500,1.26,1.2143,1.4286
70,85,100,0.43,846,503,343,59.46,85.00,-100.00,5.27,84.5500,1.25,1.2143,1.4286
70,85,100,0.45,789,462,327,58.56,85.00,-100.00,5.27,65.7000,1.20,1.2143,1.4286
70,85,100,0.47,734,435,299,59.26,85.00,-100.00,5.21,70.7500,1.24,1.2143,1.4286
70,85,100,0.49,682,410,272,60.12,85.00,-100.00,5.16,76.5000,1.28,1.2143,1.4286
70,90,100,0.21,1608,922,686,57.34,90.00,-100.00,5.68,143.8000,1.21,1.2857,1.4286
70,90,100,0.23,1517,870,647,57.35,90.00,-100.00,5.64,136.0000,1.21,1.2857,1.4286
70,90,100,0.25,1418,806,612,56.84,90.00,-100.00,5.62,113.4000,1.19,1.2857,1.4286
70,90,100,0.27,1343,763,580,56.81,90.00,-100.00,5.58,106.7000,1.18,1.2857,1.4286
70,90,100,0.29,1265,727,538,57.47,90.00,-100.00,5.53,116.3000,1.22,1.2857,1.4286
70,90,100,0.31,1163,673,490,57.87,90.00,-100.00,5.46,115.7000,1.24,1.2857,1.4286
70,90,100,0.33,1104,633,471,57.34,90.00,-100.00,5.46,98.7000,1.21,1.2857,1.4286
70,90,100,0.35,1040,596,444,57.31,90.00,-100.00,5.44,92.4000,1.21,1.2857,1.4286
70,90,100,0.37,979,557,422,56.89,90.00,-100.00,5.41,79.3000,1.19,1.2857,1.4286
70,90,100,0.39,914,528,386,57.77,90.00,-100.00,5.36,89.2000,1.23,1.2857,1.4286
70,90,100,0.41,864,496,368,57.41,90.00,-100.00,5.38,78.4000,1.21,1.2857,1.4286
70,90,100,0.43,816,466,350,57.11,90.00,-100.00,5.42,69.4000,1.20,1.2857,1.4286
70,90,100,0.45,762,428,334,56.17,90.00,-100.00,5.44,51.2000,1.15,1.2857,1.4286
70,90,100,0.47,709,403,306,56.84,90.00,-100.00,5.39,56.7000,1.19,1.2857,1.4286
70,90,100,0.49,658,379,279,57.60,90.00,-100.00,5.32,62.1000,1.22,1.2857,1.4286
70,95,100,0.21,1540,847,693,55.00,95.00,-100.00,5.78,111.6500,1.16,1.3571,1.4286
70,95,100,0.23,1455,800,655,54.98,95.00,-100.00,5.75,105.0000,1.16,1.3571,1.4286
70,95,100,0.25,1363,744,619,54.59,95.00,-100.00,5.72,87.8000,1.14,1.3571,1.4286
70,95,100,0.27,1288,702,586,54.50,95.00,-100.00,5.67,80.9000,1.14,1.3571,1.4286
70,95,100,0.29,1214,671,543,55.27,95.00,-100.00,5.61,94.4500,1.17,1.3571,1.4286
70,95,100,0.31,1119,624,495,55.76,95.00,-100.00,5.56,97.8000,1.20,1.3571,1.4286
70,95,100,0.33,1065,590,475,55.40,95.00,-100.00,5.54,85.5000,1.18,1.3571,1.4286
70,95,100,0.35,1004,557,447,55.48,95.00,-100.00,5.52,82.1500,1.18,1.3571,1.4286
70,95,100,0.37,948,523,425,55.17,95.00,-100.00,5.49,71.8500,1.17,1.3571,1.4286
70,95,100,0.39,885,496,389,56.05,95.00,-100.00,5.44,82.2000,1.21,1.3571,1.4286
70,95,100,0.41,838,467,371,55.73,95.00,-100.00,5.47,72.6500,1.20,1.3571,1.4286
70,95,100,0.43,790,437,353,55.32,95.00,-100.00,5.50,62.1500,1.18,1.3571,1.4286
70,95,100,0.45,738,402,336,54.47,95.00,-100.00,5.52,45.9000,1.14,1.3571,1.4286
70,95,100,0.47,686,379,307,55.25,95.00,-100.00,5.47,53.0500,1.17,1.3571,1.4286
70,95,100,0.49,637,357,280,56.04,95.00,-100.00,5.39,59.1500,1.21,1.3571,1.4286
70,100,100,0.21,1475,780,695,52.88,100.00,-100.00,5.84,85.0000,1.12,1.4286,1.4286
70,100,100,0.23,1392,735,657,52.80,100.00,-100.00,5.81,78.0000,1.12,1.4286,1.4286
70,100,100,0.25,1309,688,621,52.56,100.00,-100.00,5.78,67.0000,1.11,1.4286,1.4286
70,100,100,0.27,1237,649,588,52.47,100.00,-100.00,5.72,61.0000,1.10,1.4286,1.4286
70,100,100,0.29,1167,622,545,53.30,100.00,-100.00,5.67,77.0000,1.14,1.4286,1.4286
70,100,100,0.31,1078,581,497,53.90,100.00,-100.00,5.62,84.0000,1.17,1.4286,1.4286
70,100,100,0.33,1027,550,477,53.55,100.00,-100.00,5.61,73.0000,1.15,1.4286,1.4286
70,100,100,0.35,970,521,449,53.71,100.00,-100.00,5.60,72.0000,1.16,1.4286,1.4286
70,100,100,0.37,917,490,427,53.44,100.00,-100.00,5.57,63.0000,1.15,1.4286,1.4286
70,100,100,0.39,856,465,391,54.32,100.00,-100.00,5.53,74.0000,1.19,1.4286,1.4286
70,100,100,0.41,810,437,373,53.95,100.00,-100.00,5.56,64.0000,1.17,1.4286,1.4286
70,100,100,0.43,763,408,355,53.47,100.00,-100.00,5.59,53.0000,1.15,1.4286,1.4286
70,100,100,0.45,713,375,338,52.59,100.00,-100.00,5.60,37.0000,1.11,1.4286,1.4286
70,100,100,0.47,661,352,309,53.25,100.00,-100.00,5.54,43.0000,1.14,1.4286,1.4286
70,100,100,0.49,617,335,282,54.29,100.00,-100.00,5.48,53.0000,1.19,1.4286,1.4286
75,40,100,0.21,3005,2353,652,78.30,40.00,-100.00,4.20,289.2000,1.44,0.5333,1.3333
75,40,100,0.23,2817,2208,609,78.38,40.00,-100.00,4.18,274.2000,1.45,0.5333,1.3333
75,40,100,0.25,2598,2029,569,78.10,40.00,-100.00,4.13,242.6000,1.43,0.5333,1.3333
75,40,100,0.27,2415,1873,542,77.56,40.00,-100.00,4.10,207.2000,1.38,0.5333,1.3333
75,40,100,0.29,2233,1731,502,77.52,40.00,-100.00,4.06,190.4000,1.38,0.5333,1.3333
75,40,100,0.31,2033,1577,456,77.57,40.00,-100.00,3.99,174.8000,1.38,0.5333,1.3333
75,40,100,0.33,1900,1463,437,77.00,40.00,-100.00,3.99,148.2000,1.34,0.5333,1.3333
75,40,100,0.35,1742,1334,408,76.58,40.00,-100.00,3.95,125.6000,1.31,0.5333,1.3333
75,40,100,0.37,1608,1224,384,76.12,40.00,-100.00,3.91,105.6000,1.28,0.5333,1.3333
75,40,100,0.39,1479,1132,347,76.54,40.00,-100.00,3.86,105.8000,1.30,0.5333,1.3333
75,40,100,0.41,1381,1054,327,76.32,40.00,-100.00,3.83,94.6000,1.29,0.5333,1.3333
75,40,100,0.43,1272,968,304,76.10,40.00,-100.00,3.77,83.2000,1.27,0.5333,1.3333
75,40,100,0.45,1186,897,289,75.63,40.00,-100.00,3.77,69.8000,1.24,0.5333,1.3333
75,40,100,0.47,1095,832,263,75.98,40.00,-100.00,3.70,69.8000,1.27,0.5333,1.3333
75,40,100,0.49,1013,775,238,76.51,40.00,-100.00,3.65,72.0000,1.30,0.5333,1.3333
75,45,100,0.21,2859,2189,670,76.57,45.00,-100.00,4.43,315.0500,1.47,0.6000,1.3333
75,45,100,0.23,2682,2055,627,76.62,45.00,-100.00,4.40,297.7500,1.47,0.6000,1.3333
75,45,100,0.25,2479,1893,586,76.36,45.00,-100.00,4.36,265.8500,1.45,0.6000,1.3333
75,45,100,0.27,2306,1749,557,75.85,45.00,-100.00,4.31,230.0500,1.41,0.6000,1.3333
75,45,100,0.29,2134,1617,517,75.77,45.00,-100.00,4.28,210.6500,1.41,0.6000,1.3333
75,45,100,0.31,1943,1473,470,75.81,45.00,-100.00,4.21,192.8500,1.41,0.6000,1.3333
75,45,100,0.33,1813,1362,451,75.12,45.00,-100.00,4.21,161.9000,1.36,0.6000,1.3333
75,45,100,0.35,1668,1247,421,74.76,45.00,-100.00,4.18,140.1500,1.33,0.6000,1.3333
75,45,100,0.37,1543,1149,394,74.47,45.00,-100.00,4.12,123.0500,1.31,0.6000,1.3333
75,45,100,0.39,1420,1065,355,75.00,45.00,-100.00,4.06,124.2500,1.35,0.6000,1.3333
75,45,100,0.41,1326,992,334,74.81,45.00,-100.00,4.04,112.4000,1.34,0.6000,1.3333
75,45,100,0.43,1225,914,311,74.61,45.00,-100.00,4.00,100.3000,1.32,0.6000,1.3333
75,45,100,0.45,1142,846,296,74.08,45.00,-100.00,3.99,84.7000,1.29,0.6000,1.3333
75,45,100,0.47,1054,784,270,74.38,45.00,-100.00,3.91,82.8000,1.31,0.6000,1.3333
75,45,100,0.49,978,733,245,74.95,45.00,-100.00,3.88,84.8500,1.35,0.6000,1.3333
75,50,100,0.21,2708,2020,688,74.59,50.00,-100.00,4.66,322.0000,1.47,0.6667,1.3333
75,50,100,0.23,2547,1902,645,74.68,50.00,-100.00,4.64,306.0000,1.47,0.6667,1.3333
75,50,100,0.25,2362,1759,603,74.47,50.00,-100.00,4.61,276.5000,1.46,0.6667,1.3333
75,50,100,0.27,2203,1630,573,73.99,50.00,-100.00,4.57,242.0000,1.42,0.6667,1.3333
75,50,100,0.29,2047,1515,532,74.01,50.00,-100.00,4.53,225.5000,1.42,0.6667,1.3333
75,50,100,0.31,1864,1380,484,74.03,50.00,-100.00,4.45,206.0000,1.43,0.6667,1.3333
75,50,100,0.33,1745,1280,465,73.35,50.00,-100.00,4.45,175.0000,1.38,0.6667,1.3333
75,50,100,0.35,1608,1173,435,72.95,50.00,-100.00,4.42,151.5000,1.35,0.6667,1.3333
75,50,100,0.37,1490,1082,408,72.62,50.00,-100.00,4.35,133.0000,1.33,0.6667,1.3333
75,50,100,0.39,1373,1004,369,73.12,50.00,-100.00,4.30,133.0000,1.36,0.6667,1.3333
75,50,100,0.41,1282,934,348,72.85,50.00,-100.00,4.29,119.0000,1.34,0.6667,1.3333
75,50,100,0.43,1189,864,325,72.67,50.00,-100.00,4.26,107.0000,1.33,0.6667,1.3333
75,50,100,0.45,1108,798,310,72.02,50.00,-100.00,4.24,89.0000,1.29,0.6667,1.3333
75,50,100,0.47,1023,740,283,72.34,50.00,-100.00,4.17,87.0000,1.31,0.6667,1.3333
75,50,100,0.49,951,694,257,72.98,50.00,-100.00,4.14,90.0000,1.35,0.6667,1.3333
75,55,100,0.21,2554,1844,710,72.20,55.00,-100.00,4.85,304.2000,1.43,0.7333,1.3333
75,55,100,0.23,2404,1737,667,72.25,55.00,-100.00,4.83,288.3500,1.43,0.7333,1.3333
75,55,100,0.25,2227,1604,623,72.03,55.00,-100.00,4.78,259.2000,1.42,0.7333,1.3333
75,55,100,0.27,2082,1492,590,71.66,55.00,-100.00,4.75,230.6000,1.39,0.7333,1.3333
75,55,100,0.29,1934,1385,549,71.61,55.00,-100.00,4.70,212.7500,1.39,0.7333,1.3333
75,55,100,0.31,1761,1261,500,71.61,55.00,-100.00,4.64,193.5500,1.39,0.7333,1.3333
75,55,100,0.33,1654,1175,479,71.04,55.00,-100.00,4.63,167.2500,1.35,0.7333,1.3333
75,55,100,0.35,1530,1081,449,70.65,55.00,-100.00,4.60,145.5500,1.32,0.7333,1.3333
75,55,100,0.37,1419,997,422,70.26,55.00,-100.00,4.55,126.3500,1.30,0.7333,1.3333
75,55,100,0.39,1308,926,382,70.80,55.00,-100.00,4.50,127.3000,1.33,0.7333,1.3333
75,55,100,0.41,1228,867,361,70.60,55.00,-100.00,4.48,115.8500,1.32,0.7333,1.3333
75,55,100,0.43,1140,802,338,70.35,55.00,-100.00,4.44,103.1000,1.31,0.7333,1.3333
75,55,100,0.45,1063,740,323,69.61,55.00,-100.00,4.43,84.0000,1.26,0.7333,1.3333
75,55,100,0.47,986,691,295,70.08,55.00,-100.00,4.36,85.0500,1.29,0.7333,1.3333
75,55,100,0.49,917,649,268,70.77,55.00,-100.00,4.33,88.9500,1.33,0.7333,1.3333
75,60,100,0.21,2429,1704,725,70.15,60.00,-100.00,5.03,297.4000,1.41,0.8000,1.3333
75,60,100,0.23,2290,1608,682,70.22,60.00,-100.00,5.01,282.8000,1.41,0.8000,1.3333
75,60,100,0.25,2122,1484,638,69.93,60.00,-100.00,4.96,252.4000,1.40,0.8000,1.3333
75,60,100,0.27,1986,1384,602,69.69,60.00,-100.00,4.92,228.4000,1.38,0.8000,1.3333
75,60,100,0.29,1845,1285,560,69.65,60.00,-100.00,4.86,211.0000,1.38,0.8000,1.3333
75,60,100,0.31,1684,1173,511,69.66,60.00,-100.00,4.81,192.8000,1.38,0.8000,1.3333
75,60,100,0.33,1587,1097,490,69.12,60.00,-100.00,4.80,168.2000,1.34,0.8000,1.3333
75,60,100,0.35,1473,1013,460,68.77,60.00,-100.00,4.77,147.8000,1.32,0.8000,1.3333
75,60,100,0.37,1368,935,433,68.35,60.00,-100.00,4.72,128.0000,1.30,0.8000,1.3333
75,60,100,0.39,1263,870,393,68.88,60.00,-100.00,4.70,129.0000,1.33,0.8000,1.3333
75,60,100,0.41,1187,815,372,68.66,60.00,-100.00,4.68,117.0000,1.31,0.8000,1.3333
75,60,100,0.43,1107,758,349,68.47,60.00,-100.00,4.66,105.8000,1.30,0.8000,1.3333
75,60,100,0.45,1031,699,332,67.80,60.00,-100.00,4.64,87.4000,1.26,0.8000,1.3333
75,60,100,0.47,957,653,304,68.23,60.00,-100.00,4.58,87.8000,1.29,0.8000,1.3333
75,60,100,0.49,890,613,277,68.88,60.00,-100.00,4.55,90.8000,1.33,0.8000,1.3333
75,65,100,0.21,2288,1553,735,67.88,65.00,-100.00,5.14,274.4500,1.37,0.8667,1.3333
75,65,100,0.23,2160,1468,692,67.96,65.00,-100.00,5.12,262.2000,1.38,0.8667,1.3333
75,65,100,0.25,2004,1355,649,67.61,65.00,-100.00,5.06,231.7500,1.36,0.8667,1.3333
75,65,100,0.27,1881,1268,613,67.41,65.00,-100.00,5.03,211.2000,1.34,0.8667,1.3333
75,65,100,0.29,1756,1185,571,67.48,65.00,-100.00,4.98,199.2500,1.35,0.8667,1.3333
75,65,100,0.31,1605,1084,521,67.54,65.00,-100.00,4.94,183.6000,1.35,0.8667,1.3333
75,65,100,0.33,1514,1014,500,66.97,65.00,-100.00,4.92,159.1000,1.32,0.8667,1.3333
75,65,100,0.35,1404,935,469,66.60,65.00,-100.00,4.90,138.7500,1.30,0.8667,1.3333
75,65,100,0.37,1308,866,442,66.21,65.00,-100.00,4.85,120.9000,1.27,0.8667,1.3333
75,65,100,0.39,1209,808,401,66.83,65.00,-100.00,4.81,124.2000,1.31,0.8667,1.3333
75,65,100,0.41,1136,756,380,66.55,65.00,-100.00,4.79,111.4000,1.29,0.8667,1.3333
75,65,100,0.43,1065,709,356,66.57,65.00,-100.00,4.79,104.8500,1.29,0.8667,1.3333
75,65,100,0.45,992,654,338,65.93,65.00,-100.00,4.76,87.1000,1.26,0.8667,1.3333
75,65,100,0.47,923,613,310,66.41,65.00,-100.00,4.71,88.4500,1.29,0.8667,1.3333
75,65,100,0.49,859,576,283,67.05,65.00,-100.00,4.69,91.4000,1.32,0.8667,1.3333
75,70,100,0.21,2184,1443,741,66.07,70.00,-100.00,5.26,269.1000,1.36,0.9333,1.3333
75,70,100,0.23,2061,1363,698,66.13,70.00,-100.00,5.23,256.1000,1.37,0.9333,1.3333
75,70,100,0.25,1918,1264,654,65.90,70.00,-100.00,5.19,230.8000,1.35,0.9333,1.3333
75,70,100,0.27,1801,1183,618,65.69,70.00,-100.00,5.15,210.1000,1.34,0.9333,1.3333
75,70,100,0.29,1680,1104,576,65.71,70.00,-100.00,5.11,196.8000,1.34,0.9333,1.3333
75,70,100,0.31,1537,1013,524,65.91,70.00,-100.00,5.05,185.1000,1.35,0.9333,1.3333
75,70,100,0.33,1448,945,503,65.26,70.00,-100.00,5.03,158.5000,1.32,0.9333,1.3333
75,70,100,0.35,1346,874,472,64.93,70.00,-100.00,5.01,139.8000,1.30,0.9333,1.3333
75,70,100,0.37,1255,810,445,64.54,70.00,-100.00,4.95,122.0000,1.27,0.9333,1.3333
75,70,100,0.39,1161,757,404,65.20,70.00,-100.00,4.91,125.9000,1.31,0.9333,1.3333
75,70,100,0.41,1092,710,382,65.02,70.00,-100.00,4.89,115.0000,1.30,0.9333,1.3333
75,70,100,0.43,1023,665,358,65.00,70.00,-100.00,4.90,107.5000,1.30,0.9333,1.3333
75,70,100,0.45,953,613,340,64.32,70.00,-100.00,4.87,89.1000,1.26,0.9333,1.3333
75,70,100,0.47,885,574,311,64.86,70.00,-100.00,4.81,90.8000,1.29,0.9333,1.3333
75,70,100,0.49,822,538,284,65.45,70.00,-100.00,4.79,92.6000,1.33,0.9333,1.3333
75,75,100,0.21,2085,1339,746,64.22,75.00,-100.00,5.38,258.2500,1.35,1.0000,1.3333
75,75,100,0.23,1965,1262,703,64.22,75.00,-100.00,5.34,243.5000,1.35,1.0000,1.3333
75,75,100,0.25,1826,1167,659,63.91,75.00,-100.00,5.30,216.2500,1.33,1.0000,1.3333
75,75,100,0.27,1720,1097,623,63.78,75.00,-100.00,5.26,199.7500,1.32,1.0000,1.3333
75,75,100,0.29,1610,1029,581,63.91,75.00,-100.00,5.22,190.7500,1.33,1.0000,1.3333
75,75,100,0.31,1473,946,527,64.22,75.00,-100.00,5.16,182.5000,1.35,1.0000,1.3333
75,75,100,0.33,1391,885,506,63.62,75.00,-100.00,5.15,157.7500,1.31,1.0000,1.3333
75,75,100,0.35,1296,821,475,63.35,75.00,-100.00,5.12,140.7500,1.30,1.0000,1.3333
