杠杆,止盈%,止损%,K1涨跌幅%,总交易数,盈利次数,亏损次数,胜率%,平均盈利%,平均亏损%,平均持仓K线数,总盈亏USDT,盈亏比,价格止盈%,价格止损%
55,45,100,0.27,1727,1376,351,79.68,45.00,-100.00,4.96,268.2000,1.76,0.8182,1.8182
55,45,100,0.29,1607,1282,325,79.78,45.00,-100.00,4.90,251.9000,1.78,0.8182,1.8182
55,45,100,0.31,1468,1172,296,79.84,45.00,-100.00,4.84,231.4000,1.78,0.8182,1.8182
55,45,100,0.33,1376,1095,281,79.58,45.00,-100.00,4.82,211.7500,1.75,0.8182,1.8182
55,45,100,0.35,1278,1011,267,79.11,45.00,-100.00,4.79,187.9500,1.70,0.8182,1.8182
55,45,100,0.37,1187,934,253,78.69,45.00,-100.00,4.74,167.3000,1.66,0.8182,1.8182
55,45,100,0.39,1096,868,228,79.20,45.00,-100.00,4.72,162.6000,1.71,0.8182,1.8182
55,45,100,0.41,1031,813,218,78.86,45.00,-100.00,4.70,147.8500,1.68,0.8182,1.8182
55,45,100,0.43,965,760,205,78.76,45.00,-100.00,4.71,137.0000,1.67,0.8182,1.8182
55,45,100,0.45,896,702,194,78.35,45.00,-100.00,4.68,121.9000,1.63,0.8182,1.8182
55,45,100,0.47,837,658,179,78.61,45.00,-100.00,4.63,117.1000,1.65,0.8182,1.8182
55,45,100,0.49,782,615,167,78.64,45.00,-100.00,4.59,109.7500,1.66,0.8182,1.8182
55,50,100,0.21,1924,1495,429,77.70,50.00,-100.00,5.23,318.5000,1.74,0.9091,1.8182
55,50,100,0.23,1819,1414,405,77.74,50.00,-100.00,5.21,302.0000,1.75,0.9091,1.8182
55,50,100,0.25,1696,1313,383,77.42,50.00,-100.00,5.19,273.5000,1.71,0.9091,1.8182
55,50,100,0.27,1589,1228,361,77.28,50.00,-100.00,5.14,253.0000,1.70,0.9091,1.8182
55,50,100,0.29,1483,1148,335,77.41,50.00,-100.00,5.09,239.0000,1.71,0.9091,1.8182
55,50,100,0.31,1359,1054,305,77.56,50.00,-100.00,5.03,222.0000,1.73,0.9091,1.8182
55,50,100,0.33,1275,985,290,77.25,50.00,-100.00,5.01,202.5000,1.70,0.9091,1.8182
55,50,100,0.35,1188,913,275,76.85,50.00,-100.00,4.98,181.5000,1.66,0.9091,1.8182
55,50,100,0.37,1109,848,261,76.47,50.00,-100.00,4.93,163.0000,1.62,0.9091,1.8182
55,50,100,0.39,1027,792,235,77.12,50.00,-100.00,4.89,161.0000,1.69,0.9091,1.8182
55,50,100,0.41,968,744,224,76.86,50.00,-100.00,4.87,148.0000,1.66,0.9091,1.8182
55,50,100,0.43,909,698,211,76.79,50.00,-100.00,4.89,138.0000,1.65,0.9091,1.8182
55,50,100,0.45,844,645,199,76.42,50.00,-100.00,4.87,123.5000,1.62,0.9091,1.8182
55,50,100,0.47,789,606,183,76.81,50.00,-100.00,4.83,120.0000,1.66,0.9091,1.8182
55,50,100,0.49,738,567,171,76.83,50.00,-100.00,4.80,112.5000,1.66,0.9091,1.8182
55,55,100,0.21,1795,1361,434,75.82,55.00,-100.00,5.42,314.5500,1.72,1.0000,1.8182
55,55,100,0.23,1693,1283,410,75.78,55.00,-100.00,5.40,295.6500,1.72,1.0000,1.8182
55,55,100,0.25,1576,1189,387,75.44,55.00,-100.00,5.37,266.9500,1.69,1.0000,1.8182
55,55,100,0.27,1481,1117,364,75.42,55.00,-100.00,5.32,250.3500,1.69,1.0000,1.8182
55,55,100,0.29,1387,1049,338,75.63,55.00,-100.00,5.28,238.9500,1.71,1.0000,1.8182
55,55,100,0.31,1272,965,307,75.86,55.00,-100.00,5.20,223.7500,1.73,1.0000,1.8182
55,55,100,0.33,1195,903,292,75.56,55.00,-100.00,5.19,204.6500,1.70,1.0000,1.8182
55,55,100,0.35,1116,839,277,75.18,55.00,-100.00,5.16,184.4500,1.67,1.0000,1.8182
55,55,100,0.37,1043,780,263,74.78,55.00,-100.00,5.10,166.0000,1.63,1.0000,1.8182
55,55,100,0.39,969,732,237,75.54,55.00,-100.00,5.08,165.6000,1.70,1.0000,1.8182
55,55,100,0.41,911,685,226,75.19,55.00,-100.00,5.04,150.7500,1.67,1.0000,1.8182
55,55,100,0.43,857,643,214,75.03,55.00,-100.00,5.07,139.6500,1.65,1.0000,1.8182
55,55,100,0.45,799,597,202,74.72,55.00,-100.00,5.06,126.3500,1.63,1.0000,1.8182
55,55,100,0.47,747,561,186,75.10,55.00,-100.00,5.01,122.5500,1.66,1.0000,1.8182
55,55,100,0.49,698,524,174,75.07,55.00,-100.00,4.99,114.2000,1.66,1.0000,1.8182
55,60,100,0.21,1655,1216,439,73.47,60.00,-100.00,5.56,290.6000,1.66,1.0909,1.8182
55,60,100,0.23,1559,1144,415,73.38,60.00,-100.00,5.54,271.4000,1.65,1.0909,1.8182
55,60,100,0.25,1457,1065,392,73.10,60.00,-100.00,5.51,247.0000,1.63,1.0909,1.8182
55,60,100,0.27,1377,1008,369,73.20,60.00,-100.00,5.46,235.8000,1.64,1.0909,1.8182
55,60,100,0.29,1293,950,343,73.47,60.00,-100.00,5.41,227.0000,1.66,1.0909,1.8182
55,60,100,0.31,1187,875,312,73.72,60.00,-100.00,5.33,213.0000,1.68,1.0909,1.8182
55,60,100,0.33,1118,822,296,73.52,60.00,-100.00,5.31,197.2000,1.67,1.0909,1.8182
55,60,100,0.35,1046,765,281,73.14,60.00,-100.00,5.27,178.0000,1.63,1.0909,1.8182
55,60,100,0.37,981,714,267,72.78,60.00,-100.00,5.23,161.4000,1.60,1.0909,1.8182
55,60,100,0.39,908,667,241,73.46,60.00,-100.00,5.17,159.2000,1.66,1.0909,1.8182
55,60,100,0.41,854,624,230,73.07,60.00,-100.00,5.14,144.4000,1.63,1.0909,1.8182
55,60,100,0.43,801,583,218,72.78,60.00,-100.00,5.17,131.8000,1.60,1.0909,1.8182
55,60,100,0.45,746,540,206,72.39,60.00,-100.00,5.16,118.0000,1.57,1.0909,1.8182
55,60,100,0.47,697,507,190,72.74,60.00,-100.00,5.11,114.2000,1.60,1.0909,1.8182
55,60,100,0.49,652,474,178,72.70,60.00,-100.00,5.06,106.4000,1.60,1.0909,1.8182
55,65,100,0.21,1521,1077,444,70.81,65.00,-100.00,5.67,256.0500,1.58,1.1818,1.8182
55,65,100,0.23,1436,1017,419,70.82,65.00,-100.00,5.64,242.0500,1.58,1.1818,1.8182
55,65,100,0.25,1343,948,395,70.59,65.00,-100.00,5.61,221.2000,1.56,1.1818,1.8182
55,65,100,0.27,1264,892,372,70.57,65.00,-100.00,5.55,207.8000,1.56,1.1818,1.8182
55,65,100,0.29,1190,844,346,70.92,65.00,-100.00,5.51,202.6000,1.59,1.1818,1.8182
55,65,100,0.31,1094,779,315,71.21,65.00,-100.00,5.43,191.3500,1.61,1.1818,1.8182
55,65,100,0.33,1028,729,299,70.91,65.00,-100.00,5.40,174.8500,1.58,1.1818,1.8182
55,65,100,0.35,965,681,284,70.57,65.00,-100.00,5.36,158.6500,1.56,1.1818,1.8182
55,65,100,0.37,907,637,270,70.23,65.00,-100.00,5.32,144.0500,1.53,1.1818,1.8182
55,65,100,0.39,845,601,244,71.12,65.00,-100.00,5.27,146.6500,1.60,1.1818,1.8182
55,65,100,0.41,800,567,233,70.88,65.00,-100.00,5.27,135.5500,1.58,1.1818,1.8182
55,65,100,0.43,754,533,221,70.69,65.00,-100.00,5.32,125.4500,1.57,1.1818,1.8182
55,65,100,0.45,701,492,209,70.19,65.00,-100.00,5.33,110.8000,1.53,1.1818,1.8182
55,65,100,0.47,657,465,192,70.78,65.00,-100.00,5.27,110.2500,1.57,1.1818,1.8182
55,65,100,0.49,617,437,180,70.83,65.00,-100.00,5.23,104.0500,1.58,1.1818,1.8182
55,70,100,0.21,1405,956,449,68.04,70.00,-100.00,5.79,220.2000,1.49,1.2727,1.8182
55,70,100,0.23,1327,903,424,68.05,70.00,-100.00,5.75,208.1000,1.49,1.2727,1.8182
55,70,100,0.25,1238,838,400,67.69,70.00,-100.00,5.72,186.6000,1.47,1.2727,1.8182
55,70,100,0.27,1168,791,377,67.72,70.00,-100.00,5.67,176.7000,1.47,1.2727,1.8182
55,70,100,0.29,1106,755,351,68.26,70.00,-100.00,5.63,177.5000,1.51,1.2727,1.8182
55,70,100,0.31,1016,697,319,68.60,70.00,-100.00,5.54,168.9000,1.53,1.2727,1.8182
55,70,100,0.33,958,655,303,68.37,70.00,-100.00,5.52,155.5000,1.51,1.2727,1.8182
55,70,100,0.35,904,616,288,68.14,70.00,-100.00,5.49,143.2000,1.50,1.2727,1.8182
55,70,100,0.37,850,576,274,67.76,70.00,-100.00,5.45,129.2000,1.47,1.2727,1.8182
55,70,100,0.39,795,547,248,68.81,70.00,-100.00,5.40,134.9000,1.54,1.2727,1.8182
55,70,100,0.41,752,515,237,68.48,70.00,-100.00,5.41,123.5000,1.52,1.2727,1.8182
55,70,100,0.43,709,484,225,68.27,70.00,-100.00,5.46,113.8000,1.51,1.2727,1.8182
55,70,100,0.45,659,446,213,67.68,70.00,-100.00,5.49,99.2000,1.47,1.2727,1.8182
55,70,100,0.47,615,419,196,68.13,70.00,-100.00,5.44,97.3000,1.50,1.2727,1.8182
55,70,100,0.49,576,392,184,68.06,70.00,-100.00,5.37,90.4000,1.49,1.2727,1.8182
55,75,100,0.21,1311,854,457,65.14,75.00,-100.00,5.91,183.5000,1.40,1.3636,1.8182
55,75,100,0.23,1239,806,433,65.05,75.00,-100.00,5.88,171.5000,1.40,1.3636,1.8182
55,75,100,0.25,1158,750,408,64.77,75.00,-100.00,5.85,154.5000,1.38,1.3636,1.8182
55,75,100,0.27,1091,707,384,64.80,75.00,-100.00,5.78,146.2500,1.38,1.3636,1.8182
55,75,100,0.29,1033,676,357,65.44,75.00,-100.00,5.73,150.0000,1.42,1.3636,1.8182
55,75,100,0.31,954,629,325,65.93,75.00,-100.00,5.66,146.7500,1.45,1.3636,1.8182
55,75,100,0.33,903,595,308,65.89,75.00,-100.00,5.63,138.2500,1.45,1.3636,1.8182
55,75,100,0.35,854,562,292,65.81,75.00,-100.00,5.60,129.5000,1.44,1.3636,1.8182
55,75,100,0.37,806,529,277,65.63,75.00,-100.00,5.57,119.7500,1.43,1.3636,1.8182
55,75,100,0.39,754,503,251,66.71,75.00,-100.00,5.51,126.2500,1.50,1.3636,1.8182
55,75,100,0.41,714,474,240,66.39,75.00,-100.00,5.52,115.5000,1.48,1.3636,1.8182
55,75,100,0.43,672,444,228,66.07,75.00,-100.00,5.57,105.0000,1.46,1.3636,1.8182
55,75,100,0.45,625,409,216,65.44,75.00,-100.00,5.61,90.7500,1.42,1.3636,1.8182
55,75,100,0.47,584,386,198,66.10,75.00,-100.00,5.55,91.5000,1.46,1.3636,1.8182
55,75,100,0.49,547,361,186,66.00,75.00,-100.00,5.47,84.7500,1.46,1.3636,1.8182
55,80,100,0.21,1221,762,459,62.41,80.00,-100.00,6.03,150.6000,1.33,1.4545,1.8182
55,80,100,0.23,1152,717,435,62.24,80.00,-100.00,6.00,138.6000,1.32,1.4545,1.8182
55,80,100,0.25,1080,670,410,62.04,80.00,-100.00,5.97,126.0000,1.31,1.4545,1.8182
55,80,100,0.27,1018,632,386,62.08,80.00,-100.00,5.90,119.6000,1.31,1.4545,1.8182
55,80,100,0.29,966,607,359,62.84,80.00,-100.00,5.86,126.6000,1.35,1.4545,1.8182
55,80,100,0.31,896,569,327,63.50,80.00,-100.00,5.80,128.2000,1.39,1.4545,1.8182
55,80,100,0.33,851,541,310,63.57,80.00,-100.00,5.78,122.8000,1.40,1.4545,1.8182
55,80,100,0.35,807,513,294,63.57,80.00,-100.00,5.75,116.4000,1.40,1.4545,1.8182
55,80,100,0.37,764,485,279,63.48,80.00,-100.00,5.71,109.0000,1.39,1.4545,1.8182
55,80,100,0.39,714,461,253,64.57,80.00,-100.00,5.66,115.8000,1.46,1.4545,1.8182
55,80,100,0.41,676,434,242,64.20,80.00,-100.00,5.67,105.2000,1.43,1.4545,1.8182
55,80,100,0.43,636,406,230,63.84,80.00,-100.00,5.72,94.8000,1.41,1.4545,1.8182
55,80,100,0.45,592,374,218,63.18,80.00,-100.00,5.73,81.2000,1.37,1.4545,1.8182
55,80,100,0.47,551,351,200,63.70,80.00,-100.00,5.67,80.8000,1.40,1.4545,1.8182
55,80,100,0.49,521,333,188,63.92,80.00,-100.00,5.61,78.4000,1.42,1.4545,1.8182
55,85,100,0.21,1142,681,461,59.63,85.00,-100.00,6.11,117.8500,1.26,1.5455,1.8182
55,85,100,0.23,1080,644,436,59.63,85.00,-100.00,6.07,111.4000,1.26,1.5455,1.8182
55,85,100,0.25,1013,602,411,59.43,85.00,-100.00,6.04,100.7000,1.25,1.5455,1.8182
55,85,100,0.27,951,564,387,59.31,85.00,-100.00,5.96,92.4000,1.24,1.5455,1.8182
55,85,100,0.29,903,543,360,60.13,85.00,-100.00,5.92,101.5500,1.28,1.5455,1.8182
55,85,100,0.31,841,513,328,61.00,85.00,-100.00,5.86,108.0500,1.33,1.5455,1.8182
55,85,100,0.33,799,488,311,61.08,85.00,-100.00,5.84,103.8000,1.33,1.5455,1.8182
55,85,100,0.35,758,463,295,61.08,85.00,-100.00,5.82,98.5500,1.33,1.5455,1.8182
55,85,100,0.37,716,436,280,60.89,85.00,-100.00,5.77,90.6000,1.32,1.5455,1.8182
55,85,100,0.39,670,416,254,62.09,85.00,-100.00,5.72,99.6000,1.39,1.5455,1.8182
55,85,100,0.41,635,392,243,61.73,85.00,-100.00,5.74,90.2000,1.37,1.5455,1.8182
55,85,100,0.43,597,366,231,61.31,85.00,-100.00,5.79,80.1000,1.35,1.5455,1.8182
55,85,100,0.45,558,339,219,60.75,85.00,-100.00,5.79,69.1500,1.32,1.5455,1.8182
55,85,100,0.47,519,318,201,61.27,85.00,-100.00,5.73,69.3000,1.34,1.5455,1.8182
55,85,100,0.49,492,303,189,61.59,85.00,-100.00,5.68,68.5500,1.36,1.5455,1.8182
55,90,100,0.21,1072,610,462,56.90,90.00,-100.00,6.17,87.0000,1.19,1.6364,1.8182
55,90,100,0.23,1016,579,437,56.99,90.00,-100.00,6.15,84.1000,1.19,1.6364,1.8182
55,90,100,0.25,957,545,412,56.95,90.00,-100.00,6.12,78.5000,1.19,1.6364,1.8182
55,90,100,0.27,898,510,388,56.79,90.00,-100.00,6.04,71.0000,1.18,1.6364,1.8182
55,90,100,0.29,855,494,361,57.78,90.00,-100.00,5.99,83.6000,1.23,1.6364,1.8182
55,90,100,0.31,797,468,329,58.72,90.00,-100.00,5.94,92.2000,1.28,1.6364,1.8182
55,90,100,0.33,758,446,312,58.84,90.00,-100.00,5.93,89.4000,1.29,1.6364,1.8182
55,90,100,0.35,719,423,296,58.83,90.00,-100.00,5.91,84.7000,1.29,1.6364,1.8182
55,90,100,0.37,678,397,281,58.55,90.00,-100.00,5.86,76.3000,1.27,1.6364,1.8182
55,90,100,0.39,632,377,255,59.65,90.00,-100.00,5.81,84.3000,1.33,1.6364,1.8182
55,90,100,0.41,600,356,244,59.33,90.00,-100.00,5.83,76.4000,1.31,1.6364,1.8182
55,90,100,0.43,566,334,232,59.01,90.00,-100.00,5.88,68.6000,1.30,1.6364,1.8182
55,90,100,0.45,531,311,220,58.57,90.00,-100.00,5.88,59.9000,1.27,1.6364,1.8182
55,90,100,0.47,494,292,202,59.11,90.00,-100.00,5.82,60.8000,1.30,1.6364,1.8182
55,90,100,0.49,467,277,190,59.31,90.00,-100.00,5.77,59.3000,1.31,1.6364,1.8182
55,95,100,0.21,1011,546,465,54.01,95.00,-100.00,6.21,53.7000,1.12,1.7273,1.8182
55,95,100,0.23,957,517,440,54.02,95.00,-100.00,6.19,51.1500,1.12,1.7273,1.8182
55,95,100,0.25,897,482,415,53.73,95.00,-100.00,6.15,42.9000,1.10,1.7273,1.8182
55,95,100,0.27,840,449,391,53.45,95.00,-100.00,6.07,35.5500,1.09,1.7273,1.8182
55,95,100,0.29,801,437,364,54.56,95.00,-100.00,6.04,51.1500,1.14,1.7273,1.8182
55,95,100,0.31,747,415,332,55.56,95.00,-100.00,5.99,62.2500,1.19,1.7273,1.8182
55,95,100,0.33,710,395,315,55.63,95.00,-100.00,5.97,60.2500,1.19,1.7273,1.8182
55,95,100,0.35,677,378,299,55.83,95.00,-100.00,5.96,60.1000,1.20,1.7273,1.8182
55,95,100,0.37,639,355,284,55.56,95.00,-100.00,5.92,53.2500,1.19,1.7273,1.8182
55,95,100,0.39,595,337,258,56.64,95.00,-100.00,5.86,62.1500,1.24,1.7273,1.8182
55,95,100,0.41,566,319,247,56.36,95.00,-100.00,5.88,56.0500,1.23,1.7273,1.8182
55,95,100,0.43,534,300,234,56.18,95.00,-100.00,5.93,51.0000,1.22,1.7273,1.8182
55,95,100,0.45,502,280,222,55.78,95.00,-100.00,5.94,44.0000,1.20,1.7273,1.8182
55,95,100,0.47,466,262,204,56.22,95.00,-100.00,5.88,44.9000,1.22,1.7273,1.8182
55,95,100,0.49,442,250,192,56.56,95.00,-100.00,5.83,45.5000,1.24,1.7273,1.8182
55,100,100,0.21,963,496,467,51.51,100.00,-100.00,6.22,29.0000,1.06,1.8182,1.8182
55,100,100,0.23,914,472,442,51.64,100.00,-100.00,6.20,30.0000,1.07,1.8182,1.8182
55,100,100,0.25,859,442,417,51.46,100.00,-100.00,6.18,25.0000,1.06,1.8182,1.8182
55,100,100,0.27,804,411,393,51.12,100.00,-100.00,6.10,18.0000,1.05,1.8182,1.8182
55,100,100,0.29,766,400,366,52.22,100.00,-100.00,6.06,34.0000,1.09,1.8182,1.8182
55,100,100,0.31,714,380,334,53.22,100.00,-100.00,6.01,46.0000,1.14,1.8182,1.8182
55,100,100,0.33,679,362,317,53.31,100.00,-100.00,5.99,45.0000,1.14,1.8182,1.8182
55,100,100,0.35,647,346,301,53.48,100.00,-100.00,5.98,45.0000,1.15,1.8182,1.8182
55,100,100,0.37,612,326,286,53.27,100.00,-100.00,5.95,40.0000,1.14,1.8182,1.8182
55,100,100,0.39,569,309,260,54.31,100.00,-100.00,5.90,49.0000,1.19,1.8182,1.8182
55,100,100,0.41,541,292,249,53.97,100.00,-100.00,5.91,43.0000,1.17,1.8182,1.8182
55,100,100,0.43,510,275,235,53.92,100.00,-100.00,5.94,40.0000,1.17,1.8182,1.8182
55,100,100,0.45,480,257,223,53.54,100.00,-100.00,5.96,34.0000,1.15,1.8182,1.8182
55,100,100,0.47,445,240,205,53.93,100.00,-100.00,5.91,35.0000,1.17,1.8182,1.8182
55,100,100,0.49,422,229,193,54.27,100.00,-100.00,5.85,36.0000,1.19,1.8182,1.8182
60,40,100,0.21,2509,2044,465,81.47,40.00,-100.00,4.65,352.6000,1.76,0.6667,1.6667
60,40,100,0.23,2364,1926,438,81.47,40.00,-100.00,4.64,332.4000,1.76,0.6667,1.6667
60,40,100,0.25,2199,1784,415,81.13,40.00,-100.00,4.62,298.6000,1.72,0.6667,1.6667
60,40,100,0.27,2047,1654,393,80.80,40.00,-100.00,4.58,268.6000,1.68,0.6667,1.6667
60,40,100,0.29,1901,1539,362,80.96,40.00,-100.00,4.53,253.6000,1.70,0.6667,1.6667
60,40,100,0.31,1730,1402,328,81.04,40.00,-100.00,4.44,232.8000,1.71,0.6667,1.6667
60,40,100,0.33,1615,1301,314,80.56,40.00,-100.00,4.44,206.4000,1.66,0.6667,1.6667
60,40,100,0.35,1490,1194,296,80.13,40.00,-100.00,4.41,181.6000,1.61,0.6667,1.6667
60,40,100,0.37,1382,1103,279,79.81,40.00,-100.00,4.35,162.2000,1.58,0.6667,1.6667
60,40,100,0.39,1276,1024,252,80.25,40.00,-100.00,4.31,157.6000,1.63,0.6667,1.6667
60,40,100,0.41,1192,953,239,79.95,40.00,-100.00,4.31,142.2000,1.59,0.6667,1.6667
60,40,100,0.43,1107,883,224,79.77,40.00,-100.00,4.29,129.2000,1.58,0.6667,1.6667
60,40,100,0.45,1027,816,211,79.45,40.00,-100.00,4.26,115.4000,1.55,0.6667,1.6667
60,40,100,0.47,953,758,195,79.54,40.00,-100.00,4.20,108.2000,1.55,0.6667,1.6667
60,40,100,0.49,887,708,179,79.82,40.00,-100.00,4.14,104.2000,1.58,0.6667,1.6667
60,45,100,0.21,2314,1834,480,79.26,45.00,-100.00,4.88,345.3000,1.72,0.7500,1.6667
60,45,100,0.23,2184,1731,453,79.26,45.00,-100.00,4.87,325.9500,1.72,0.7500,1.6667
60,45,100,0.25,2028,1600,428,78.90,45.00,-100.00,4.84,292.0000,1.68,0.7500,1.6667
60,45,100,0.27,1893,1488,405,78.61,45.00,-100.00,4.80,264.6000,1.65,0.7500,1.6667
60,45,100,0.29,1756,1382,374,78.70,45.00,-100.00,4.74,247.9000,1.66,0.7500,1.6667
60,45,100,0.31,1602,1263,339,78.84,45.00,-100.00,4.68,229.3500,1.68,0.7500,1.6667
60,45,100,0.33,1503,1180,323,78.51,45.00,-100.00,4.67,208.0000,1.64,0.7500,1.6667
60,45,100,0.35,1393,1088,305,78.10,45.00,-100.00,4.63,184.6000,1.61,0.7500,1.6667
60,45,100,0.37,1292,1004,288,77.71,45.00,-100.00,4.59,163.8000,1.57,0.7500,1.6667
60,45,100,0.39,1194,933,261,78.14,45.00,-100.00,4.56,158.8500,1.61,0.7500,1.6667
60,45,100,0.41,1122,874,248,77.90,45.00,-100.00,4.54,145.3000,1.59,0.7500,1.6667
60,45,100,0.43,1046,813,233,77.72,45.00,-100.00,4.52,132.8500,1.57,0.7500,1.6667
60,45,100,0.45,970,750,220,77.32,45.00,-100.00,4.51,117.5000,1.53,0.7500,1.6667
60,45,100,0.47,906,702,204,77.48,45.00,-100.00,4.45,111.9000,1.55,0.7500,1.6667
60,45,100,0.49,845,657,188,77.75,45.00,-100.00,4.39,107.6500,1.57,0.7500,1.6667
60,50,100,0.21,2145,1653,492,77.06,50.00,-100.00,5.08,334.5000,1.68,0.8333,1.6667
60,50,100,0.23,2026,1561,465,77.05,50.00,-100.00,5.07,315.5000,1.68,0.8333,1.6667
60,50,100,0.25,1881,1441,440,76.61,50.00,-100.00,5.03,280.5000,1.64,0.8333,1.6667
60,50,100,0.27,1761,1346,415,76.43,50.00,-100.00,4.98,258.0000,1.62,0.8333,1.6667
60,50,100,0.29,1642,1258,384,76.61,50.00,-100.00,4.93,245.0000,1.64,0.8333,1.6667
60,50,100,0.31,1498,1149,349,76.70,50.00,-100.00,4.88,225.5000,1.65,0.8333,1.6667
60,50,100,0.33,1408,1075,333,76.35,50.00,-100.00,4.87,204.5000,1.61,0.8333,1.6667
60,50,100,0.35,1309,994,315,75.94,50.00,-100.00,4.84,182.0000,1.58,0.8333,1.6667
60,50,100,0.37,1219,921,298,75.55,50.00,-100.00,4.80,162.5000,1.55,0.8333,1.6667
60,50,100,0.39,1129,859,270,76.09,50.00,-100.00,4.79,159.5000,1.59,0.8333,1.6667
60,50,100,0.41,1062,805,257,75.80,50.00,-100.00,4.78,145.5000,1.57,0.8333,1.6667
60,50,100,0.43,995,753,242,75.68,50.00,-100.00,4.78,134.5000,1.56,0.8333,1.6667
60,50,100,0.45,922,695,227,75.38,50.00,-100.00,4.75,120.5000,1.53,0.8333,1.6667
60,50,100,0.47,864,653,211,75.58,50.00,-100.00,4.71,115.5000,1.55,0.8333,1.6667
60,50,100,0.49,805,610,195,75.78,50.00,-100.00,4.66,110.0000,1.56,0.8333,1.6667
60,55,100,0.21,1985,1485,500,74.81,55.00,-100.00,5.24,316.7500,1.63,0.9167,1.6667
60,55,100,0.23,1878,1405,473,74.81,55.00,-100.00,5.23,299.7500,1.63,0.9167,1.6667
60,55,100,0.25,1753,1304,449,74.39,55.00,-100.00,5.20,268.2000,1.60,0.9167,1.6667
60,55,100,0.27,1644,1220,424,74.21,55.00,-100.00,5.16,247.0000,1.58,0.9167,1.6667
60,55,100,0.29,1533,1140,393,74.36,55.00,-100.00,5.11,234.0000,1.60,0.9167,1.6667
60,55,100,0.31,1404,1047,357,74.57,55.00,-100.00,5.05,218.8500,1.61,0.9167,1.6667
60,55,100,0.33,1319,978,341,74.15,55.00,-100.00,5.03,196.9000,1.58,0.9167,1.6667
60,55,100,0.35,1228,906,322,73.78,55.00,-100.00,5.00,176.3000,1.55,0.9167,1.6667
60,55,100,0.37,1147,842,305,73.41,55.00,-100.00,4.96,158.1000,1.52,0.9167,1.6667
60,55,100,0.39,1064,787,277,73.97,55.00,-100.00,4.93,155.8500,1.56,0.9167,1.6667
60,55,100,0.41,1002,739,263,73.75,55.00,-100.00,4.92,143.4500,1.55,0.9167,1.6667
60,55,100,0.43,941,693,248,73.65,55.00,-100.00,4.94,133.1500,1.54,0.9167,1.6667
60,55,100,0.45,873,641,232,73.42,55.00,-100.00,4.90,120.5500,1.52,0.9167,1.6667
60,55,100,0.47,817,602,215,73.68,55.00,-100.00,4.86,116.1000,1.54,0.9167,1.6667
60,55,100,0.49,762,563,199,73.88,55.00,-100.00,4.83,110.6500,1.56,0.9167,1.6667
60,60,100,0.21,1864,1360,504,72.96,60.00,-100.00,5.41,312.0000,1.62,1.0000,1.6667
60,60,100,0.23,1760,1283,477,72.90,60.00,-100.00,5.39,292.8000,1.61,1.0000,1.6667
60,60,100,0.25,1641,1189,452,72.46,60.00,-100.00,5.36,261.4000,1.58,1.0000,1.6667
60,60,100,0.27,1544,1117,427,72.34,60.00,-100.00,5.31,243.2000,1.57,1.0000,1.6667
60,60,100,0.29,1445,1049,396,72.60,60.00,-100.00,5.26,233.4000,1.59,1.0000,1.6667
60,60,100,0.31,1324,965,359,72.89,60.00,-100.00,5.19,220.0000,1.61,1.0000,1.6667
60,60,100,0.33,1246,903,343,72.47,60.00,-100.00,5.19,198.8000,1.58,1.0000,1.6667
60,60,100,0.35,1163,839,324,72.14,60.00,-100.00,5.16,179.4000,1.55,1.0000,1.6667
60,60,100,0.37,1087,780,307,71.76,60.00,-100.00,5.11,161.0000,1.52,1.0000,1.6667
60,60,100,0.39,1011,732,279,72.40,60.00,-100.00,5.09,160.2000,1.57,1.0000,1.6667
60,60,100,0.41,950,685,265,72.11,60.00,-100.00,5.06,146.0000,1.55,1.0000,1.6667
60,60,100,0.43,894,643,251,71.92,60.00,-100.00,5.09,134.8000,1.54,1.0000,1.6667
60,60,100,0.45,832,597,235,71.75,60.00,-100.00,5.06,123.2000,1.52,1.0000,1.6667
60,60,100,0.47,779,561,218,72.02,60.00,-100.00,5.01,118.6000,1.54,1.0000,1.6667
60,60,100,0.49,726,524,202,72.18,60.00,-100.00,4.98,112.4000,1.56,1.0000,1.6667
60,65,100,0.21,1736,1228,508,70.74,65.00,-100.00,5.52,290.2000,1.57,1.0833,1.6667
60,65,100,0.23,1636,1155,481,70.60,65.00,-100.00,5.50,269.7500,1.56,1.0833,1.6667
60,65,100,0.25,1532,1076,456,70.23,65.00,-100.00,5.47,243.4000,1.53,1.0833,1.6667
60,65,100,0.27,1449,1018,431,70.26,65.00,-100.00,5.42,230.7000,1.54,1.0833,1.6667
60,65,100,0.29,1358,958,400,70.54,65.00,-100.00,5.37,222.7000,1.56,1.0833,1.6667
60,65,100,0.31,1245,882,363,70.84,65.00,-100.00,5.30,210.3000,1.58,1.0833,1.6667
60,65,100,0.33,1175,829,346,70.55,65.00,-100.00,5.29,192.8500,1.56,1.0833,1.6667
60,65,100,0.35,1099,772,327,70.25,65.00,-100.00,5.25,174.8000,1.53,1.0833,1.6667
60,65,100,0.37,1031,721,310,69.93,65.00,-100.00,5.22,158.6500,1.51,1.0833,1.6667
60,65,100,0.39,956,674,282,70.50,65.00,-100.00,5.18,156.1000,1.55,1.0833,1.6667
60,65,100,0.41,899,631,268,70.19,65.00,-100.00,5.16,142.1500,1.53,1.0833,1.6667
