排名,止损延迟(K线),止损延迟(分钟),K1涨跌幅%,总交易数,胜率%,总盈亏USDT,收益率%,盈亏比,平均持仓K线数
3411,13,195,0.73,125,48.80,4.6216,3.70,1.18,17.4
3412,0,0,0.56,240,48.75,2.7492,1.15,1.06,11.4
3413,1,15,0.56,240,48.75,2.7492,1.15,1.06,11.5
3414,13,195,0.75,117,48.72,4.6216,3.95,1.19,17.3
3415,2,30,0.63,185,48.65,3.2407,1.75,1.09,11.9
3416,13,195,0.77,111,48.65,4.4331,3.99,1.19,17.5
3417,3,45,0.69,146,48.63,3.4167,2.34,1.11,12.5
3418,4,60,0.69,146,48.63,3.4167,2.34,1.11,12.8
3419,5,75,0.69,146,48.63,3.4167,2.34,1.11,13.2
3420,2,30,0.59,214,48.60,2.8283,1.32,1.06,12.1
3421,13,195,0.78,105,48.57,4.4331,4.22,1.21,17.3
3422,10,150,0.79,103,48.54,4.4331,4.30,1.21,15.9
3423,11,165,0.79,103,48.54,4.4331,4.30,1.21,16.4
3424,12,180,0.79,103,48.54,4.4331,4.30,1.21,16.7
3425,3,45,0.65,169,48.52,3.1545,1.87,1.09,12.2
3426,4,60,0.65,169,48.52,3.1545,1.87,1.09,12.6
3427,0,0,0.57,233,48.50,2.3492,1.01,1.05,11.4
3428,1,15,0.57,233,48.50,2.3492,1.01,1.05,11.5
3429,13,195,0.74,124,48.39,4.2216,3.40,1.16,17.4
3430,10,150,0.76,116,48.28,4.1312,3.56,1.17,15.8
3431,11,165,0.76,116,48.28,4.1312,3.56,1.17,16.2
3432,12,180,0.76,116,48.28,4.1312,3.56,1.17,16.6
3433,2,30,0.66,160,48.12,2.4070,1.50,1.07,11.8
3434,0,0,0.6,210,48.10,1.8843,0.90,1.04,11.4
3435,1,15,0.6,210,48.10,1.8843,0.90,1.04,11.5
3436,2,30,0.64,179,48.04,2.1701,1.21,1.06,11.6
3437,2,30,0.68,152,48.03,2.2691,1.49,1.07,11.9
3438,0,0,0.61,202,48.02,1.8843,0.93,1.04,11.2
3439,1,15,0.61,202,48.02,1.8843,0.93,1.04,11.4
3440,0,0,0.55,252,48.02,1.1492,0.46,1.02,11.9
3441,1,15,0.55,252,48.02,1.1492,0.46,1.02,12.1
3442,10,150,0.73,125,48.00,3.8216,3.06,1.15,15.9
3443,11,165,0.73,125,48.00,3.8216,3.06,1.15,16.4
3444,12,180,0.73,125,48.00,3.8216,3.06,1.15,16.7
3445,10,150,0.75,117,47.86,3.8216,3.27,1.16,15.9
3446,11,165,0.75,117,47.86,3.8216,3.27,1.16,16.3
3447,12,180,0.75,117,47.86,3.8216,3.27,1.16,16.7
3448,3,45,0.7,138,47.83,2.6167,1.90,1.09,12.7
3449,4,60,0.7,138,47.83,2.6167,1.90,1.09,13.1
3450,5,75,0.7,138,47.83,2.6167,1.90,1.09,13.5
3451,10,150,0.77,111,47.75,3.6331,3.27,1.16,16.0
3452,11,165,0.77,111,47.75,3.6331,3.27,1.16,16.5
3453,12,180,0.77,111,47.75,3.6331,3.27,1.16,16.8
3454,6,90,0.71,132,47.73,2.5763,1.95,1.09,14.3
3455,6,90,0.72,132,47.73,2.5763,1.95,1.09,14.3
3456,7,105,0.71,132,47.73,2.5763,1.95,1.09,14.6
3457,7,105,0.72,132,47.73,2.5763,1.95,1.09,14.6
3458,10,150,0.78,105,47.62,3.6331,3.46,1.17,15.8
3459,11,165,0.78,105,47.62,3.6331,3.46,1.17,16.3
3460,12,180,0.78,105,47.62,3.6331,3.46,1.17,16.7
3461,10,150,0.74,124,47.58,3.4216,2.76,1.13,16.0
3462,11,165,0.74,124,47.58,3.4216,2.76,1.13,16.4
3463,12,180,0.74,124,47.58,3.4216,2.76,1.13,16.8
3464,8,120,0.79,103,47.57,2.7830,2.70,1.13,14.8
3465,9,135,0.79,103,47.57,2.7830,2.70,1.13,15.3
3466,0,0,0.58,221,47.51,0.5959,0.27,1.01,11.3
3467,1,15,0.58,221,47.51,0.5959,0.27,1.01,11.4
3468,0,0,0.62,194,47.42,1.0807,0.56,1.03,11.0
3469,1,15,0.62,194,47.42,1.0807,0.56,1.03,11.1
3470,8,120,0.76,116,47.41,2.4811,2.14,1.10,14.7
3471,9,135,0.76,116,47.41,2.4811,2.14,1.10,15.1
3472,2,30,0.65,169,47.34,1.2070,0.71,1.03,11.6
3473,2,30,0.69,146,47.26,1.4691,1.01,1.05,11.9
3474,8,120,0.73,125,47.20,2.1715,1.74,1.08,14.8
3475,9,135,0.73,125,47.20,2.1715,1.74,1.08,15.2
3476,0,0,0.59,214,47.20,0.1959,0.09,1.00,11.4
3477,1,15,0.59,214,47.20,0.1959,0.09,1.00,11.5
3478,0,0,0.67,157,47.13,0.9746,0.62,1.03,10.9
3479,1,15,0.67,157,47.13,0.9746,0.62,1.03,11.0
3480,2,30,0.7,138,47.10,1.4691,1.06,1.05,12.1
3481,0,0,0.63,185,47.03,0.6084,0.33,1.02,11.1
3482,1,15,0.63,185,47.03,0.6084,0.33,1.02,11.2
3483,8,120,0.75,117,47.01,2.1715,1.86,1.09,14.7
3484,9,135,0.75,117,47.01,2.1715,1.86,1.09,15.1
3485,3,45,0.71,132,46.97,1.7763,1.35,1.06,13.2
3486,3,45,0.72,132,46.97,1.7763,1.35,1.06,13.2
3487,4,60,0.71,132,46.97,1.7763,1.35,1.06,13.5
3488,4,60,0.72,132,46.97,1.7763,1.35,1.06,13.5
3489,5,75,0.71,132,46.97,1.7763,1.35,1.06,13.9
3490,5,75,0.72,132,46.97,1.7763,1.35,1.06,13.9
3491,8,120,0.77,111,46.85,1.9830,1.79,1.08,14.9
3492,9,135,0.77,111,46.85,1.9830,1.79,1.08,15.4
3493,8,120,0.74,124,46.77,1.7715,1.43,1.07,14.8
3494,9,135,0.74,124,46.77,1.7715,1.43,1.07,15.3
3495,8,120,0.78,105,46.67,1.9830,1.89,1.09,14.7
3496,9,135,0.78,105,46.67,1.9830,1.89,1.09,15.2
3497,0,0,0.64,179,46.37,-0.4623,-0.26,0.99,10.8
3498,1,15,0.64,179,46.37,-0.4623,-0.26,0.99,10.9
3499,0,0,0.66,160,46.25,-0.2254,-0.14,0.99,10.9
3500,1,15,0.66,160,46.25,-0.2254,-0.14,0.99,11.1
3501,2,30,0.71,132,46.21,0.6287,0.48,1.02,12.5
3502,2,30,0.72,132,46.21,0.6287,0.48,1.02,12.5
3503,0,0,0.68,152,46.05,-0.3632,-0.24,0.99,11.0
3504,1,15,0.68,152,46.05,-0.3632,-0.24,0.99,11.1
3505,0,0,0.69,146,45.89,-0.3632,-0.25,0.99,10.9
3506,1,15,0.69,146,45.89,-0.3632,-0.25,0.99,11.1
3507,3,45,0.76,116,45.69,0.5901,0.51,1.02,12.7
3508,4,60,0.76,116,45.69,0.5901,0.51,1.02,13.0
3509,5,75,0.76,116,45.69,0.5901,0.51,1.02,13.5
3510,6,90,0.76,116,45.69,0.5901,0.51,1.02,13.8
3511,7,105,0.76,116,45.69,0.5901,0.51,1.02,14.2
3512,0,0,0.7,138,45.65,-0.3632,-0.26,0.99,11.2
3513,1,15,0.7,138,45.65,-0.3632,-0.26,0.99,11.3
3514,3,45,0.79,103,45.63,0.8920,0.87,1.04,12.7
3515,4,60,0.79,103,45.63,0.8920,0.87,1.04,13.1
3516,5,75,0.79,103,45.63,0.8920,0.87,1.04,13.6
3517,6,90,0.79,103,45.63,0.8920,0.87,1.04,14.0
3518,7,105,0.79,103,45.63,0.8920,0.87,1.04,14.3
3519,6,90,0.73,125,45.60,0.2805,0.22,1.01,13.9
3520,7,105,0.73,125,45.60,0.2805,0.22,1.01,14.3
3521,0,0,0.65,169,45.56,-1.4254,-0.84,0.96,10.8
3522,1,15,0.65,169,45.56,-1.4254,-0.84,0.96,10.9
3523,3,45,0.75,117,45.30,0.2805,0.24,1.01,12.6
3524,4,60,0.75,117,45.30,0.2805,0.24,1.01,13.0
3525,5,75,0.75,117,45.30,0.2805,0.24,1.01,13.5
3526,6,90,0.75,117,45.30,0.2805,0.24,1.01,13.8
3527,7,105,0.75,117,45.30,0.2805,0.24,1.01,14.2
3528,3,45,0.74,124,45.16,-0.1195,-0.10,1.00,12.8
3529,4,60,0.74,124,45.16,-0.1195,-0.10,1.00,13.2
3530,5,75,0.74,124,45.16,-0.1195,-0.10,1.00,13.6
3531,6,90,0.74,124,45.16,-0.1195,-0.10,1.00,14.0
3532,7,105,0.74,124,45.16,-0.1195,-0.10,1.00,14.3
3533,3,45,0.77,111,45.05,0.0920,0.08,1.00,12.8
3534,4,60,0.77,111,45.05,0.0920,0.08,1.00,13.2
3535,5,75,0.77,111,45.05,0.0920,0.08,1.00,13.7
3536,6,90,0.77,111,45.05,0.0920,0.08,1.00,14.0
3537,7,105,0.77,111,45.05,0.0920,0.08,1.00,14.4
3538,2,30,0.76,116,44.83,-0.5575,-0.48,0.98,12.0
3539,3,45,0.73,125,44.80,-0.5195,-0.42,0.98,12.8
3540,4,60,0.73,125,44.80,-0.5195,-0.42,0.98,13.1
3541,5,75,0.73,125,44.80,-0.5195,-0.42,0.98,13.6
3542,3,45,0.78,105,44.76,0.0920,0.09,1.00,12.6
3543,4,60,0.78,105,44.76,0.0920,0.09,1.00,13.0
3544,5,75,0.78,105,44.76,0.0920,0.09,1.00,13.5
3545,6,90,0.78,105,44.76,0.0920,0.09,1.00,13.8
3546,7,105,0.78,105,44.76,0.0920,0.09,1.00,14.2
3547,0,0,0.71,132,44.70,-1.2036,-0.91,0.96,11.5
3548,0,0,0.72,132,44.70,-1.2036,-0.91,0.96,11.5
3549,1,15,0.71,132,44.70,-1.2036,-0.91,0.96,11.7
3550,1,15,0.72,132,44.70,-1.2036,-0.91,0.96,11.7
3551,2,30,0.79,103,44.66,-0.2556,-0.25,0.99,12.0
3552,2,30,0.75,117,44.44,-0.8671,-0.74,0.97,11.9
3553,2,30,0.74,124,44.35,-1.2671,-1.02,0.95,12.2
3554,2,30,0.77,111,44.14,-1.0556,-0.95,0.96,12.1
3555,2,30,0.73,125,44.00,-1.6671,-1.33,0.94,12.1
3556,0,0,0.76,116,43.97,-1.5065,-1.30,0.94,11.0
3557,1,15,0.76,116,43.97,-1.5065,-1.30,0.94,11.1
3558,2,30,0.78,105,43.81,-1.0556,-1.01,0.96,11.9
3559,0,0,0.79,103,43.69,-1.2046,-1.17,0.95,11.0
3560,1,15,0.79,103,43.69,-1.2046,-1.17,0.95,11.0
3561,0,0,0.75,117,43.59,-1.8161,-1.55,0.93,10.9
3562,1,15,0.75,117,43.59,-1.8161,-1.55,0.93,11.1
3563,0,0,0.74,124,43.55,-2.2161,-1.79,0.92,11.2
3564,1,15,0.74,124,43.55,-2.2161,-1.79,0.92,11.3
3565,0,0,0.77,111,43.24,-2.0046,-1.81,0.92,11.1
3566,1,15,0.77,111,43.24,-2.0046,-1.81,0.92,11.2
3567,0,0,0.73,125,43.20,-2.6161,-2.09,0.91,11.1
3568,1,15,0.73,125,43.20,-2.6161,-2.09,0.91,11.2
3569,0,0,0.78,105,42.86,-2.0046,-1.91,0.92,10.8
3570,1,15,0.78,105,42.86,-2.0046,-1.91,0.92,10.9
