leverage,profit_target_percent,min_k1_range_percent,total_trades,wins,losses,win_rate,loss_rate,total_pnl,return_rate
70,70,0.47000000000000003,124,77,47,62.096774193548384,37.903225806451616,6.900000000000009,5.564516129032265
30,30,0.39,133,108,25,81.203007518797,18.796992481203006,7.399999999999988,5.563909774436081
50,100,0.47000000000000003,108,57,51,52.77777777777778,47.22222222222222,6.0,5.555555555555555
100,50,0.48,135,95,40,70.37037037037037,29.629629629629626,7.5,5.555555555555555
80,70,0.36,211,131,80,62.08530805687204,37.91469194312796,11.700000000000008,5.545023696682469
30,60,0.47000000000000003,94,62,32,65.95744680851064,34.04255319148936,5.1999999999999975,5.531914893617019
30,40,0.35000000000000003,134,101,33,75.3731343283582,24.62686567164179,7.4000000000000075,5.522388059701498
80,40,0.48,134,101,33,75.3731343283582,24.62686567164179,7.400000000000001,5.522388059701493
50,80,0.29,174,102,72,58.620689655172406,41.37931034482759,9.60000000000003,5.517241379310362
90,80,0.37,203,119,84,58.620689655172406,41.37931034482759,11.199999999999998,5.517241379310343
60,70,0.21,261,162,99,62.06896551724138,37.93103448275862,14.399999999999983,5.517241379310338
80,60,0.39,185,122,63,65.94594594594595,34.054054054054056,10.19999999999999,5.513513513513509
30,30,0.37,138,112,26,81.15942028985508,18.84057971014493,7.599999999999989,5.507246376811587
80,50,0.37,209,147,62,70.33492822966507,29.665071770334926,11.5,5.502392344497608
70,70,0.32,224,139,85,62.05357142857143,37.94642857142857,12.299999999999974,5.491071428571416
100,80,0.44,157,92,65,58.59872611464968,41.40127388535032,8.599999999999994,5.477707006369424
60,90,0.2,236,131,105,55.50847457627118,44.49152542372881,12.900000000000015,5.4661016949152605
60,70,0.28,216,134,82,62.03703703703704,37.96296296296296,11.799999999999981,5.462962962962954
60,100,0.48,110,58,52,52.72727272727272,47.27272727272727,6.0,5.454545454545454
40,60,0.38,132,87,45,65.9090909090909,34.090909090909086,7.199999999999989,5.454545454545446
90,80,0.46,140,82,58,58.57142857142858,41.42857142857143,7.599999999999994,5.428571428571424
90,90,0.43,155,86,69,55.483870967741936,44.516129032258064,8.400000000000006,5.4193548387096815
80,80,0.43,152,89,63,58.55263157894737,41.44736842105263,8.199999999999996,5.39473684210526
80,70,0.35000000000000003,221,137,84,61.990950226244344,38.009049773755656,11.899999999999999,5.384615384615384
90,100,0.26,279,147,132,52.68817204301075,47.31182795698925,15.0,5.376344086021505
90,50,0.5,121,85,36,70.24793388429752,29.75206611570248,6.5,5.371900826446281
80,80,0.48,123,72,51,58.536585365853654,41.46341463414634,6.599999999999998,5.365853658536584
70,60,0.41000000000000003,164,108,56,65.85365853658537,34.146341463414636,8.799999999999976,5.365853658536571
80,50,0.42,168,118,50,70.23809523809523,29.761904761904763,9.0,5.357142857142857
100,50,0.47000000000000003,141,99,42,70.2127659574468,29.78723404255319,7.5,5.319148936170213
40,60,0.28,158,104,54,65.82278481012658,34.177215189873415,8.399999999999988,5.316455696202524
70,70,0.5,113,70,43,61.94690265486725,38.05309734513274,6.000000000000008,5.309734513274343
100,90,0.42,166,92,74,55.42168674698795,44.57831325301205,8.800000000000018,5.301204819277119
70,40,0.5,117,88,29,75.21367521367522,24.786324786324787,6.2000000000000055,5.299145299145304
90,80,0.43,159,93,66,58.490566037735846,41.509433962264154,8.399999999999997,5.283018867924526
100,90,0.22,370,205,165,55.4054054054054,44.5945945945946,19.500000000000004,5.270270270270271
50,80,0.3,171,100,71,58.47953216374269,41.52046783625731,9.000000000000028,5.2631578947368585
70,50,0.4,171,120,51,70.17543859649122,29.82456140350877,9.0,5.263157894736842
70,100,0.48,114,60,54,52.63157894736842,47.368421052631575,6.0,5.263157894736842
80,70,0.38,189,117,72,61.904761904761905,38.095238095238095,9.900000000000013,5.238095238095245
100,70,0.37,210,130,80,61.904761904761905,38.095238095238095,11.000000000000004,5.23809523809524
80,70,0.34,231,143,88,61.904761904761905,38.095238095238095,12.099999999999996,5.238095238095236
70,70,0.34,210,130,80,61.904761904761905,38.095238095238095,10.999999999999977,5.2380952380952275
30,50,0.29,134,94,40,70.1492537313433,29.850746268656714,7.0,5.223880597014925
40,100,0.32,116,61,55,52.58620689655172,47.41379310344828,6.0,5.172413793103448
70,40,0.37,205,154,51,75.1219512195122,24.878048780487806,10.600000000000009,5.170731707317077
100,80,0.39,190,111,79,58.42105263157895,41.578947368421055,9.799999999999994,5.157894736842102
30,70,0.39,97,60,37,61.855670103092784,38.144329896907216,5.000000000000008,5.15463917525774
70,80,0.2,291,170,121,58.4192439862543,41.580756013745706,15.000000000000025,5.15463917525774
80,70,0.4,173,107,66,61.849710982658955,38.15028901734104,8.9,5.144508670520231
70,80,0.32,214,125,89,58.41121495327103,41.58878504672897,11.000000000000028,5.140186915887863
30,100,0.28,78,41,37,52.56410256410257,47.43589743589743,4.0,5.128205128205128
90,50,0.47000000000000003,137,96,41,70.07299270072993,29.927007299270077,7.0,5.109489051094891
60,90,0.41000000000000003,141,78,63,55.319148936170215,44.680851063829785,7.200000000000006,5.106382978723409
50,70,0.49,110,68,42,61.81818181818181,38.18181818181819,5.600000000000004,5.090909090909094
50,80,0.23,197,115,82,58.37563451776649,41.62436548223351,10.00000000000002,5.076142131979705
50,70,0.26,199,123,76,61.80904522613066,38.19095477386934,10.099999999999971,5.075376884422096
100,100,0.37,198,104,94,52.52525252525253,47.474747474747474,10.0,5.05050505050505
40,90,0.32,123,68,55,55.28455284552846,44.71544715447154,6.200000000000005,5.040650406504069
60,100,0.41000000000000003,139,73,66,52.51798561151079,47.482014388489205,7.0,5.0359712230215825
100,70,0.39,191,118,73,61.78010471204188,38.21989528795812,9.600000000000001,5.026178010471205
100,70,0.21,416,257,159,61.77884615384615,38.22115384615385,20.899999999999903,5.024038461538439
50,80,0.21,204,119,85,58.333333333333336,41.66666666666667,10.200000000000003,5.000000000000002
30,60,0.45,96,63,33,65.625,34.375,4.800000000000001,5.000000000000001
70,40,0.48,128,96,32,75.0,25.0,6.400000000000001,5.000000000000001
90,100,0.48,120,63,57,52.5,47.5,6.0,5.0
30,60,0.44,96,63,33,65.625,34.375,4.799999999999999,4.999999999999999
90,80,0.45,144,84,60,58.333333333333336,41.66666666666667,7.1999999999999975,4.999999999999998
90,80,0.38,192,112,80,58.333333333333336,41.66666666666667,9.599999999999993,4.9999999999999964
60,70,0.31,204,126,78,61.76470588235294,38.23529411764706,10.199999999999982,4.999999999999991
70,70,0.27,251,155,96,61.75298804780876,38.24701195219124,12.499999999999964,4.980079681274886
80,100,0.32,221,116,105,52.488687782805435,47.511312217194565,11.0,4.97737556561086
60,100,0.4,141,74,67,52.4822695035461,47.5177304964539,7.0,4.964539007092199
90,90,0.21,344,190,154,55.23255813953488,44.76744186046512,17.00000000000003,4.941860465116287
90,70,0.37,209,129,80,61.72248803827751,38.27751196172249,10.300000000000004,4.928229665071773
30,90,0.5,67,37,30,55.223880597014926,44.776119402985074,3.300000000000003,4.925373134328362
50,80,0.22,199,116,83,58.291457286432156,41.70854271356784,9.800000000000013,4.924623115577896
50,80,0.28,175,102,73,58.285714285714285,41.714285714285715,8.60000000000002,4.914285714285725
30,30,0.35000000000000003,145,117,28,80.6896551724138,19.310344827586206,7.099999999999996,4.896551724137929
40,70,0.32,141,87,54,61.702127659574465,38.297872340425535,6.9000000000000075,4.893617021276601
80,80,0.47000000000000003,127,74,53,58.26771653543307,41.732283464566926,6.199999999999995,4.881889763779523
30,50,0.34,123,86,37,69.91869918699187,30.081300813008134,6.0,4.878048780487805
30,50,0.35000000000000003,123,86,37,69.91869918699187,30.081300813008134,6.0,4.878048780487805
100,50,0.5,123,86,37,69.91869918699187,30.081300813008134,6.0,4.878048780487805
100,60,0.2,444,291,153,65.54054054054053,34.45945945945946,21.60000000000005,4.8648648648648765
50,90,0.25,183,101,82,55.19125683060109,44.80874316939891,8.900000000000029,4.863387978142092
70,70,0.31,227,140,87,61.67400881057269,38.32599118942731,10.999999999999964,4.845814977973553
70,90,0.48,116,64,52,55.172413793103445,44.827586206896555,5.6000000000000165,4.827586206896566
80,90,0.49,116,64,52,55.172413793103445,44.827586206896555,5.599999999999996,4.827586206896548
50,80,0.33,170,99,71,58.235294117647065,41.76470588235294,8.200000000000028,4.8235294117647225
70,50,0.41000000000000003,166,116,50,69.87951807228916,30.120481927710845,8.0,4.819277108433735
70,70,0.45,133,82,51,61.65413533834586,38.34586466165413,6.400000000000013,4.812030075187979
90,70,0.45,146,90,56,61.64383561643836,38.35616438356164,7.0,4.794520547945205
50,90,0.39,136,75,61,55.14705882352941,44.85294117647059,6.500000000000021,4.779411764705898
70,80,0.34,201,117,84,58.2089552238806,41.7910447761194,9.600000000000026,4.7761194029850875
90,90,0.22,341,188,153,55.13196480938416,44.868035190615835,16.200000000000042,4.750733137829925
80,40,0.47000000000000003,139,104,35,74.82014388489209,25.179856115107913,6.600000000000001,4.7482014388489215
100,70,0.38,198,122,76,61.61616161616161,38.38383838383838,9.400000000000006,4.74747474747475
60,70,0.49,112,69,43,61.60714285714286,38.392857142857146,5.300000000000007,4.732142857142863
30,70,0.31,112,69,43,61.60714285714286,38.392857142857146,5.299999999999996,4.732142857142853
60,70,0.25,237,146,91,61.60337552742617,38.39662447257383,11.199999999999982,4.725738396624465
60,40,0.48,127,95,32,74.80314960629921,25.196850393700785,6.000000000000004,4.724409448818901
80,100,0.26,254,133,121,52.362204724409445,47.63779527559055,12.0,4.724409448818897
60,40,0.49,123,92,31,74.79674796747967,25.203252032520325,5.800000000000003,4.715447154471548
60,60,0.39,162,106,56,65.4320987654321,34.5679012345679,7.599999999999989,4.691358024691351
100,90,0.36,216,119,97,55.092592592592595,44.907407407407405,10.100000000000035,4.6759259259259425
100,70,0.2,432,266,166,61.57407407407407,38.425925925925924,20.1999999999999,4.6759259259259025
70,70,0.22,294,181,113,61.564625850340136,38.435374149659864,13.699999999999935,4.659863945578209
30,50,0.28,129,90,39,69.76744186046511,30.23255813953488,6.0,4.651162790697675
100,50,0.2,473,330,143,69.76744186046511,30.23255813953488,22.0,4.651162790697675
90,60,0.4,185,121,64,65.4054054054054,34.5945945945946,8.599999999999998,4.648648648648647
60,90,0.22,227,125,102,55.06607929515418,44.93392070484582,10.50000000000001,4.625550660792956
70,40,0.39,186,139,47,74.73118279569893,25.268817204301076,8.600000000000003,4.623655913978497
90,90,0.24,316,174,142,55.06329113924051,44.936708860759495,14.600000000000017,4.620253164556967
80,90,0.21,316,174,142,55.06329113924051,44.936708860759495,14.600000000000012,4.620253164556966
70,70,0.44,143,88,55,61.53846153846154,38.46153846153847,6.600000000000008,4.61538461538462
50,70,0.5,104,64,40,61.53846153846154,38.46153846153847,4.800000000000004,4.615384615384619
80,70,0.32,247,152,95,61.53846153846154,38.46153846153847,11.399999999999991,4.615384615384612
70,80,0.48,117,68,49,58.119658119658126,41.88034188034188,5.399999999999994,4.61538461538461
50,70,0.27,195,120,75,61.53846153846154,38.46153846153847,8.999999999999975,4.6153846153846025
80,100,0.5,109,57,52,52.293577981651374,47.706422018348626,5.0,4.587155963302752
80,40,0.43,166,124,42,74.69879518072288,25.301204819277107,7.600000000000004,4.578313253012051
80,60,0.4,176,115,61,65.3409090909091,34.659090909090914,7.999999999999993,4.545454545454541
90,60,0.38,199,130,69,65.32663316582915,34.67336683417086,8.999999999999995,4.522613065326631
70,50,0.38,188,131,57,69.68085106382979,30.319148936170215,8.5,4.521276595744681
70,80,0.37,174,101,73,58.04597701149425,41.95402298850575,7.800000000000004,4.4827586206896575
30,70,0.42,96,59,37,61.458333333333336,38.54166666666667,4.300000000000007,4.479166666666674
100,100,0.43,157,82,75,52.22929936305732,47.77070063694268,7.0,4.45859872611465
30,40,0.39,122,91,31,74.59016393442623,25.40983606557377,5.400000000000006,4.426229508196726
70,80,0.36,181,105,76,58.011049723756905,41.988950276243095,8.000000000000012,4.419889502762437
80,50,0.4,181,126,55,69.61325966850829,30.386740331491712,8.0,4.41988950276243
50,90,0.47000000000000003,111,61,50,54.95495495495496,45.04504504504504,4.900000000000018,4.4144144144144315
30,30,0.4,127,102,25,80.31496062992126,19.68503937007874,5.599999999999989,4.409448818897629
30,60,0.27,118,77,41,65.2542372881356,34.74576271186441,5.199999999999997,4.406779661016946
60,80,0.4,150,87,63,57.99999999999999,42.0,6.599999999999996,4.399999999999998
50,100,0.22,182,95,87,52.197802197802204,47.8021978021978,8.0,4.395604395604396
80,100,0.21,297,155,142,52.18855218855219,47.81144781144781,13.0,4.377104377104377
30,90,0.48,71,39,32,54.929577464788736,45.07042253521127,3.100000000000001,4.366197183098593
50,70,0.25,202,124,78,61.386138613861384,38.613861386138616,8.799999999999978,4.356435643564345
50,70,0.29,189,116,73,61.37566137566137,38.62433862433862,8.199999999999976,4.338624338624326
90,90,0.4,173,95,78,54.91329479768786,45.08670520231214,7.500000000000011,4.335260115606943
70,40,0.2,408,304,104,74.50980392156863,25.49019607843137,17.60000000000005,4.313725490196091
90,60,0.21,408,266,142,65.19607843137256,34.80392156862745,17.59999999999993,4.313725490196061
40,30,0.38,167,134,33,80.23952095808383,19.760479041916167,7.1999999999999975,4.3113772455089805
100,60,0.44,158,103,55,65.18987341772153,34.810126582278485,6.799999999999997,4.3037974683544284
70,40,0.38,192,143,49,74.47916666666666,25.520833333333332,8.200000000000005,4.270833333333336
80,80,0.38,183,106,77,57.92349726775956,42.07650273224044,7.799999999999992,4.262295081967209
90,90,0.27,277,152,125,54.87364620938629,45.12635379061371,11.800000000000013,4.2599277978339405
50,90,0.21,195,107,88,54.871794871794876,45.12820512820513,8.300000000000033,4.256410256410273
60,70,0.5,106,65,41,61.32075471698113,38.67924528301887,4.500000000000005,4.24528301886793
80,100,0.39,165,86,79,52.121212121212125,47.878787878787875,7.0,4.242424242424243
70,50,0.34,236,164,72,69.49152542372882,30.508474576271187,10.0,4.23728813559322
60,90,0.4,144,79,65,54.861111111111114,45.13888888888889,6.10000000000001,4.236111111111118
90,70,0.42,168,103,65,61.30952380952381,38.69047619047619,7.100000000000001,4.226190476190477
60,40,0.39,180,134,46,74.44444444444444,25.555555555555554,7.6,4.222222222222222
50,80,0.31,171,99,72,57.89473684210527,42.10526315789473,7.200000000000026,4.2105263157894885
70,40,0.47000000000000003,133,99,34,74.43609022556392,25.563909774436087,5.600000000000002,4.210526315789476
80,80,0.5,114,66,48,57.89473684210527,42.10526315789473,4.799999999999999,4.210526315789473
100,100,0.21,357,186,171,52.10084033613446,47.89915966386555,15.0,4.201680672268908
60,70,0.39,155,95,60,61.29032258064516,38.70967741935484,6.500000000000007,4.1935483870967785
70,70,0.33,217,133,84,61.29032258064516,38.70967741935484,9.099999999999984,4.193548387096767
30,40,0.37,129,96,33,74.4186046511628,25.581395348837212,5.400000000000004,4.18604651162791
100,80,0.38,197,114,83,57.868020304568525,42.13197969543147,8.199999999999994,4.162436548223347
50,60,0.22,232,151,81,65.08620689655173,34.91379310344828,9.599999999999975,4.137931034482747
50,60,0.23,229,149,80,65.06550218340611,34.93449781659388,9.4,4.104803493449782
60,40,0.5,117,87,30,74.35897435897436,25.64102564102564,4.799999999999999,4.102564102564102
90,100,0.23,317,165,152,52.05047318611987,47.94952681388013,13.0,4.100946372239748
50,90,0.22,188,103,85,54.78723404255319,45.21276595744681,7.700000000000031,4.09574468085108
80,50,0.38,196,136,60,69.38775510204081,30.612244897959183,8.0,4.081632653061225
80,80,0.44,147,85,62,57.82312925170068,42.17687074829932,5.999999999999995,4.081632653061221
80,60,0.37,206,134,72,65.0485436893204,34.95145631067961,8.399999999999997,4.07766990291262
80,100,0.24,271,141,130,52.02952029520295,47.97047970479705,11.0,4.059040590405904
40,60,0.27,163,106,57,65.03067484662577,34.96932515337423,6.59999999999998,4.049079754601214
60,50,0.48,124,86,38,69.35483870967742,30.64516129032258,5.0,4.032258064516129
80,50,0.34,248,172,76,69.35483870967742,30.64516129032258,10.0,4.032258064516129
70,80,0.4,154,89,65,57.7922077922078,42.2077922077922,6.199999999999998,4.025974025974025
90,80,0.44,154,89,65,57.7922077922078,42.2077922077922,6.1999999999999975,4.025974025974024
60,90,0.42,137,75,62,54.74452554744526,45.25547445255474,5.500000000000009,4.014598540145991
40,100,0.42,100,52,48,52.0,48.0,4.0,4.0
60,100,0.21,225,117,108,52.0,48.0,9.0,4.0
40,30,0.37,175,140,35,80.0,20.0,6.999999999999993,3.999999999999996
80,60,0.34,240,156,84,65.0,35.0,9.599999999999989,3.999999999999995
40,90,0.23,148,81,67,54.729729729729726,45.27027027027027,5.9,3.986486486486487
50,90,0.2,201,110,91,54.72636815920397,45.27363184079602,8.000000000000036,3.98009950248758
100,90,0.21,371,203,168,54.71698113207547,45.28301886792453,14.700000000000056,3.9622641509434113
100,100,0.22,354,184,170,51.9774011299435,48.0225988700565,14.0,3.954802259887006
90,50,0.37,215,149,66,69.30232558139535,30.697674418604652,8.5,3.953488372093023
60,50,0.5,114,79,35,69.2982456140351,30.701754385964914,4.5,3.9473684210526314
100,100,0.44,152,79,73,51.973684210526315,48.026315789473685,6.0,3.9473684210526314
60,40,0.47000000000000003,132,98,34,74.24242424242425,25.757575757575758,5.200000000000008,3.939393939393945
70,60,0.33,234,152,82,64.95726495726495,35.04273504273504,9.199999999999958,3.931623931623914
100,80,0.42,168,97,71,57.738095238095234,42.26190476190476,6.599999999999993,3.9285714285714244
90,90,0.23,331,181,150,54.68277945619335,45.31722054380665,12.900000000000023,3.897280966767379
40,70,0.48,108,66,42,61.111111111111114,38.88888888888889,4.200000000000008,3.8888888888888964
70,70,0.23,288,176,112,61.111111111111114,38.88888888888889,11.199999999999969,3.8888888888888777
90,90,0.45,139,76,63,54.67625899280576,45.32374100719424,5.3999999999999995,3.884892086330935
30,40,0.38,124,92,32,74.19354838709677,25.806451612903224,4.799999999999995,3.87096774193548
90,90,0.44,150,82,68,54.666666666666664,45.33333333333333,5.800000000000003,3.866666666666669
80,40,0.45,151,112,39,74.17218543046357,25.82781456953642,5.8,3.8410596026490067
30,90,0.26,86,47,39,54.65116279069767,45.348837209302324,3.2999999999999954,3.837209302325576
60,100,0.23,210,109,101,51.90476190476191,48.095238095238095,8.0,3.8095238095238098
90,90,0.25,302,165,137,54.63576158940398,45.36423841059602,11.500000000000007,3.8079470198675516
40,90,0.39,108,59,49,54.629629629629626,45.370370370370374,4.099999999999994,3.7962962962962914
80,80,0.45,137,79,58,57.66423357664233,42.33576642335766,5.199999999999997,3.795620437956202
100,60,0.21,427,277,150,64.87119437939111,35.1288056206089,16.19999999999996,3.793911007025752
30,70,0.4,95,58,37,61.05263157894737,38.94736842105263,3.6000000000000076,3.789473684210534
50,70,0.28,190,116,74,61.05263157894737,38.94736842105263,7.199999999999983,3.7894736842105177
90,100,0.25,291,151,140,51.890034364261176,48.10996563573883,11.0,3.7800687285223367
60,40,0.45,143,106,37,74.12587412587412,25.874125874125873,5.399999999999996,3.7762237762237736
60,50,0.49,120,83,37,69.16666666666667,30.833333333333336,4.5,3.75
50,100,0.21,187,97,90,51.87165775401069,48.1283422459893,7.0,3.7433155080213902
30,30,0.5,99,79,20,79.7979797979798,20.2020202020202,3.6999999999999966,3.7373737373737335
100,90,0.35000000000000003,229,125,104,54.58515283842795,45.414847161572055,8.500000000000032,3.7117903930131146
80,50,0.2,418,289,129,69.13875598086125,30.861244019138756,15.5,3.7081339712918657
40,100,0.26,135,70,65,51.85185185185185,48.148148148148145,5.0,3.7037037037037033
60,100,0.42,135,70,65,51.85185185185185,48.148148148148145,5.0,3.7037037037037033
80,60,0.36,216,140,76,64.81481481481481,35.18518518518518,7.9999999999999964,3.703703703703702
100,50,0.21,460,318,142,69.1304347826087,30.869565217391305,17.0,3.6956521739130435
90,60,0.41000000000000003,179,116,63,64.80446927374301,35.19553072625698,6.600000000000004,3.6871508379888294
60,40,0.43,158,117,41,74.0506329113924,25.949367088607595,5.799999999999995,3.6708860759493644
70,40,0.21,393,291,102,74.04580152671755,25.954198473282442,14.400000000000073,3.664122137404599
100,60,0.37,213,138,75,64.7887323943662,35.2112676056338,7.79999999999999,3.6619718309859106
90,60,0.2,423,274,149,64.77541371158392,35.22458628841608,15.399999999999931,3.640661938534263
90,80,0.42,165,95,70,57.57575757575758,42.42424242424242,5.999999999999996,3.6363636363636336
80,90,0.5,110,60,50,54.54545454545454,45.45454545454545,3.999999999999995,3.6363636363636322
80,70,0.31,251,153,98,60.95617529880478,39.04382470119522,9.099999999999985,3.625498007968122
30,50,0.48,97,67,30,69.0721649484536,30.927835051546392,3.5,3.608247422680412
70,100,0.43,139,72,67,51.798561151079134,48.201438848920866,5.0,3.597122302158273
70,50,0.35000000000000003,223,154,69,69.05829596412556,30.94170403587444,8.0,3.587443946188341
70,50,0.36,210,145,65,69.04761904761905,30.952380952380953,7.5,3.571428571428571
60,40,0.37,196,145,51,73.9795918367347,26.02040816326531,6.999999999999993,3.5714285714285676
80,40,0.46,146,108,38,73.97260273972603,26.027397260273972,5.199999999999998,3.5616438356164375
90,70,0.38,197,120,77,60.913705583756354,39.08629441624365,7.000000000000003,3.5532994923857886
40,100,0.23,141,73,68,51.77304964539007,48.226950354609926,5.0,3.546099290780142
100,100,0.45,141,73,68,51.77304964539007,48.226950354609926,5.0,3.546099290780142
30,70,0.3,110,67,43,60.909090909090914,39.09090909090909,3.9000000000000012,3.5454545454545467
30,50,0.39,113,78,35,69.02654867256636,30.973451327433626,4.0,3.5398230088495577
40,80,0.42,113,65,48,57.52212389380531,42.47787610619469,3.9999999999999964,3.5398230088495546
90,70,0.44,156,95,61,60.89743589743589,39.1025641025641,5.500000000000004,3.525641025641028
80,90,0.26,268,146,122,54.47761194029851,45.52238805970149,9.399999999999999,3.5074626865671634
80,50,0.21,400,276,124,69.0,31.0,14.0,3.5000000000000004
60,50,0.47000000000000003,129,89,40,68.9922480620155,31.007751937984494,4.5,3.488372093023256
80,80,0.4,167,96,71,57.48502994011976,42.51497005988024,5.800000000000004,3.473053892215571
90,50,0.2,448,309,139,68.97321428571429,31.026785714285715,15.5,3.459821428571429
90,60,0.34,249,161,88,64.65863453815261,35.34136546184739,8.599999999999994,3.4538152610441744
100,90,0.4,180,98,82,54.44444444444444,45.55555555555556,6.2000000000000215,3.444444444444456
60,70,0.29,212,129,83,60.84905660377359,39.15094339622642,7.299999999999995,3.4433962264150924
100,80,0.36,221,127,94,57.466063348416284,42.53393665158371,7.599999999999999,3.438914027149321
30,60,0.43,99,64,35,64.64646464646465,35.35353535353536,3.4000000000000004,3.434343434343435
30,40,0.36,134,99,35,73.88059701492537,26.119402985074625,4.599999999999995,3.432835820895519
50,80,0.26,181,104,77,57.4585635359116,42.5414364640884,6.200000000000009,3.4254143646408894
80,70,0.33,240,146,94,60.83333333333333,39.166666666666664,8.200000000000006,3.416666666666669
30,50,0.27,132,91,41,68.93939393939394,31.060606060606062,4.5,3.4090909090909087
50,80,0.39,141,81,60,57.446808510638306,42.5531914893617,4.799999999999991,3.40425531914893
100,60,0.39,195,126,69,64.61538461538461,35.38461538461539,6.600000000000002,3.384615384615386
90,90,0.46,136,74,62,54.41176470588235,45.588235294117645,4.600000000000002,3.3823529411764723
100,50,0.46,148,102,46,68.91891891891892,31.08108108108108,5.0,3.3783783783783785
40,80,0.24,155,89,66,57.41935483870968,42.58064516129032,5.199999999999992,3.354838709677414
90,100,0.27,269,139,130,51.6728624535316,48.3271375464684,9.0,3.3457249070631967
100,100,0.24,329,170,159,51.671732522796354,48.328267477203646,11.0,3.343465045592705
70,70,0.3,232,141,91,60.775862068965516,39.224137931034484,7.699999999999983,3.318965517241372
90,70,0.4,181,110,71,60.773480662983424,39.226519337016576,6.000000000000003,3.3149171270718245
90,90,0.42,160,87,73,54.37499999999999,45.625,5.300000000000004,3.312500000000003
70,40,0.45,145,107,38,73.79310344827587,26.20689655172414,4.799999999999996,3.310344827586204
70,70,0.46,130,79,51,60.76923076923077,39.23076923076923,4.3000000000000105,3.3076923076923155
80,40,0.2,454,335,119,73.7885462555066,26.21145374449339,15.000000000000089,3.3039647577092706
50,100,0.23,182,94,88,51.64835164835166,48.35164835164835,6.0,3.296703296703297
80,100,0.33,213,110,103,51.64319248826291,48.35680751173709,7.0,3.286384976525822
100,90,0.24,344,187,157,54.360465116279066,45.63953488372093,11.300000000000031,3.2848837209302415
50,100,0.42,122,63,59,51.63934426229508,48.36065573770492,4.0,3.278688524590164
80,100,0.2,306,158,148,51.633986928104584,48.36601307189542,10.0,3.2679738562091507
40,60,0.34,141,91,50,64.53900709219859,35.46099290780142,4.599999999999991,3.262411347517724
70,70,0.25,270,164,106,60.74074074074074,39.25925925925926,8.799999999999999,3.259259259259259
80,40,0.44,160,118,42,73.75,26.25,5.199999999999997,3.2499999999999982
70,40,0.43,160,118,42,73.75,26.25,5.199999999999996,3.2499999999999973
80,90,0.22,311,169,142,54.340836012861736,45.659163987138264,10.100000000000016,3.247588424437304
80,80,0.21,333,191,142,57.35735735735735,42.64264264264264,10.800000000000058,3.2432432432432607
80,70,0.41000000000000003,168,102,66,60.71428571428571,39.285714285714285,5.400000000000005,3.2142857142857175
70,70,0.2,313,190,123,60.70287539936102,39.29712460063898,10.000000000000025,3.194888178913746
50,100,0.41000000000000003,126,65,61,51.587301587301596,48.41269841269841,4.0,3.1746031746031744
50,80,0.32,171,98,73,57.30994152046783,42.69005847953216,5.40000000000002,3.1578947368421173
70,40,0.26,323,238,85,73.68421052631578,26.31578947368421,10.200000000000026,3.157894736842113
80,100,0.23,285,147,138,51.578947368421055,48.421052631578945,9.0,3.1578947368421053
90,80,0.4,178,102,76,57.30337078651685,42.69662921348314,5.599999999999997,3.146067415730335
30,100,0.5,64,33,31,51.5625,48.4375,2.0,3.125
90,50,0.46,144,99,45,68.75,31.25,4.5,3.125
80,80,0.37,192,110,82,57.291666666666664,42.70833333333333,5.999999999999994,3.124999999999997
60,40,0.38,186,137,49,73.65591397849462,26.344086021505376,5.799999999999994,3.1182795698924695
50,60,0.24,225,145,80,64.44444444444444,35.55555555555556,6.999999999999975,3.1111111111111
60,30,0.2,406,322,84,79.3103448275862,20.689655172413794,12.599999999999987,3.103448275862066
90,90,0.2,352,191,161,54.26136363636363,45.73863636363637,10.90000000000004,3.0965909090909203
80,60,0.38,194,125,69,64.43298969072166,35.56701030927835,5.999999999999998,3.0927835051546384
50,80,0.48,110,63,47,57.27272727272727,42.72727272727273,3.399999999999997,3.0909090909090877
30,30,0.36,140,111,29,79.28571428571428,20.714285714285715,4.299999999999989,3.071428571428564
80,100,0.3,229,118,111,51.52838427947598,48.47161572052402,7.0,3.056768558951965
80,40,0.37,216,159,57,73.61111111111111,26.38888888888889,6.599999999999994,3.055555555555553
70,60,0.3,250,161,89,64.4,35.6,7.59999999999995,3.03999999999998
70,80,0.42,145,83,62,57.24137931034483,42.758620689655174,4.400000000000002,3.0344827586206913
70,40,0.4,178,131,47,73.59550561797754,26.40449438202247,5.3999999999999995,3.033707865168539
70,90,0.43,142,77,65,54.22535211267606,45.774647887323944,4.300000000000023,3.028169014084523
60,30,0.26,318,252,66,79.24528301886792,20.754716981132077,9.599999999999984,3.0188679245282968
70,40,0.46,140,103,37,73.57142857142858,26.42857142857143,4.199999999999997,2.9999999999999973
50,80,0.25,187,107,80,57.21925133689839,42.780748663101605,5.600000000000002,2.9946524064171136
50,80,0.2,208,119,89,57.21153846153846,42.78846153846153,6.1999999999999895,2.9807692307692255
30,30,0.41000000000000003,125,99,26,79.2,20.8,3.6999999999999904,2.9599999999999924
100,50,0.43,169,116,53,68.63905325443787,31.360946745562128,5.0,2.9585798816568047
100,90,0.2,382,207,175,54.18848167539267,45.811518324607334,11.300000000000054,2.9581151832460875
80,50,0.36,220,151,69,68.63636363636364,31.363636363636367,6.5,2.9545454545454546
