交易序号,策略类型,方向,入场时间,入场价格,出场时间,出场价格,持仓K线数,持仓分钟,价格变动%,合约收益%,本次盈亏USDT,累计盈亏USDT,出场原因,跟踪止损,弱势收紧,仓位大小,K1开,K1高,K1低,K1收,K2开,K2高,K2低,K2收
243,rule1,做多,2025-03-04 02:00,2053.84,2025-03-04 05:00,2102.25,13,195,2.357,330.00,3.3000,10.3825,止盈,否,否,1.0,2051.41,2075.20,2025.65,2056.46,2056.49,2070.13,2002.81,2053.84
244,rule1,做空,2025-03-04 09:30,2103.00,2025-03-04 13:30,2053.43,17,255,2.357,330.00,13.2000,23.5825,止盈,否,否,4.0,2103.17,2104.00,2085.00,2092.39,2092.39,2104.52,2088.18,2103.00
245,rule1,做多,2025-03-04 06:15,2106.83,2025-03-04 14:30,2156.49,34,510,2.357,330.00,5.2800,28.8625,止盈,是,是,1.6,2106.94,2111.87,2097.79,2099.08,2099.08,2109.00,2093.25,2106.83
246,rule1,做空,2025-03-04 06:30,2095.56,2025-03-04 14:30,2046.16,33,495,2.357,330.00,5.2800,34.1425,止盈,是,是,1.6,2099.08,2109.00,2093.25,2106.83,2106.82,2109.13,2094.75,2095.56
247,rule1,做多,2025-03-04 13:30,2077.04,2025-03-04 14:30,2126.00,5,75,2.357,330.00,13.2000,47.3425,止盈,否,否,4.0,2083.84,2090.50,2054.90,2059.96,2059.96,2084.75,2053.37,2077.04
248,rule1,做空,2025-03-04 03:30,2062.62,2025-03-04 16:15,2018.86,52,780,2.121,297.00,4.7520,52.0945,止盈,是,是,1.6,2063.61,2072.48,2054.64,2070.21,2070.22,2075.71,2060.00,2062.62
249,rule1,做空,2025-03-04 15:30,2074.09,2025-03-04 16:15,2025.20,4,60,2.357,330.00,13.2000,65.2945,止盈,否,否,4.0,2070.86,2075.52,2025.62,2053.82,2053.81,2083.00,2048.37,2074.09
250,rule1,做多,2025-03-04 18:30,2135.29,2025-03-04 20:15,2185.62,8,120,2.357,330.00,13.2000,78.4945,止盈,否,否,4.0,2142.80,2145.16,2120.62,2124.22,2124.21,2138.30,2117.90,2135.29
251,rule1,做空,2025-03-04 18:15,2124.22,2025-03-04 21:15,2204.64,13,195,3.786,-530.00,-21.2000,57.2945,止损,否,否,4.0,2118.90,2143.59,2109.75,2142.80,2142.80,2145.16,2120.62,2124.22
252,rule1,做多,2025-03-04 22:00,2173.20,2025-03-05 08:15,2219.30,42,630,2.121,297.00,4.7520,62.0465,止盈,是,是,1.6,2186.47,2188.41,2173.20,2177.89,2177.89,2184.93,2170.00,2173.20
253,rule1,做多,2025-03-04 23:15,2167.50,2025-03-05 08:15,2218.59,37,555,2.357,330.00,13.2000,75.2465,止盈,否,否,4.0,2166.49,2180.00,2165.65,2177.31,2177.30,2177.60,2159.21,2167.50
254,rule1,做多,2025-03-04 23:00,2177.31,2025-03-05 09:00,2223.50,41,615,2.121,297.00,11.8800,87.1265,止盈,是,是,4.0,2184.43,2184.43,2166.27,2166.50,2166.49,2180.00,2165.65,2177.31
255,rule1,做多,2025-03-05 08:30,2216.80,2025-03-05 10:30,2269.05,9,135,2.357,330.00,3.3000,90.4265,止盈,否,否,1.0,2217.50,2226.50,2211.40,2212.56,2212.57,2218.60,2210.51,2216.80
256,rule1,做空,2025-03-05 09:30,2250.30,2025-03-05 13:30,2197.26,17,255,2.357,330.00,3.3000,93.7265,止盈,否,否,1.0,2241.03,2250.62,2233.97,2247.01,2247.02,2262.99,2246.20,2250.30
257,rule1,做多,2025-03-05 14:00,2198.10,2025-03-05 23:45,2249.91,40,600,2.357,330.00,5.2800,99.0065,止盈,否,否,1.6,2194.01,2207.06,2193.20,2202.53,2202.54,2206.49,2192.41,2198.10
258,rule1,做多,2025-03-05 13:15,2212.59,2025-03-06 01:30,2259.53,50,750,2.121,297.00,11.8800,110.8865,止盈,是,是,4.0,2217.99,2224.00,2206.60,2206.60,2206.61,2216.96,2201.31,2212.59
259,rule1,做空,2025-03-04 19:15,2151.67,2025-03-06 01:45,2285.52,123,1845,6.221,-870.90,-34.8359,76.0505,跟踪止损,是,是,4.0,2148.06,2165.51,2140.12,2164.30,2164.30,2167.70,2151.03,2151.67
260,rule1,做空,2025-03-06 02:15,2270.30,2025-03-06 14:30,2222.14,50,750,2.121,297.00,11.8800,87.9305,止盈,是,是,4.0,2263.49,2280.27,2261.30,2277.64,2277.64,2282.00,2266.70,2270.30
261,rule1,做空,2025-03-06 09:45,2284.27,2025-03-06 14:30,2230.43,20,300,2.357,330.00,5.2800,93.2105,止盈,否,否,1.6,2281.80,2289.45,2278.94,2289.45,2289.45,2289.90,2280.19,2284.27
262,rule1,做空,2025-03-06 15:30,2266.77,2025-03-06 17:00,2213.34,7,105,2.357,330.00,5.2800,98.4905,止盈,否,否,1.6,2248.37,2269.83,2247.50,2258.52,2258.52,2275.50,2252.26,2266.77
263,rule1,做空,2025-03-05 23:45,2241.59,2025-03-06 17:30,2194.04,72,1080,2.121,297.00,4.7520,103.2425,止盈,是,是,1.6,2237.09,2248.63,2236.90,2246.83,2246.83,2252.86,2241.35,2241.59
264,rule1,做空,2025-03-05 15:00,2187.69,2025-03-07 00:15,2141.28,134,2010,2.121,297.00,11.8800,115.1225,止盈,是,是,4.0,2191.10,2194.58,2166.48,2171.17,2171.18,2204.40,2171.18,2187.69
265,rule1,做空,2025-03-06 22:45,2211.39,2025-03-07 00:15,2159.26,7,105,2.357,330.00,13.2000,128.3225,止盈,否,否,4.0,2207.49,2220.91,2195.62,2218.60,2218.60,2222.99,2210.55,2211.39
266,rule1,做多,2025-03-07 00:00,2205.33,2025-03-07 00:15,2121.84,2,30,3.786,-530.00,-5.3000,123.0225,止损,否,否,1.0,2207.21,2207.21,2201.00,2202.20,2202.21,2227.39,2200.88,2205.33
267,rule1,做多,2025-03-07 00:45,2117.71,2025-03-07 01:15,2167.63,3,45,2.357,330.00,3.3000,126.3225,止盈,否,否,1.0,2127.70,2139.37,2110.14,2121.46,2121.46,2124.00,2101.82,2117.71
268,rule1,做多,2025-03-07 03:45,2147.89,2025-03-07 09:15,2198.52,23,345,2.357,330.00,3.3000,129.6225,止盈,否,否,1.0,2159.86,2160.51,2147.66,2153.67,2153.67,2153.69,2146.51,2147.89
269,rule1,做多,2025-03-07 04:00,2150.89,2025-03-07 09:15,2201.59,22,330,2.357,330.00,3.3000,132.9225,止盈,否,否,1.0,2153.67,2153.69,2146.51,2147.89,2147.90,2152.49,2144.59,2150.89
270,rule1,做多,2025-03-07 02:30,2174.30,2025-03-07 13:30,2220.43,45,675,2.121,297.00,11.8800,144.8025,止盈,是,是,4.0,2176.38,2180.00,2161.81,2163.49,2163.50,2181.59,2159.44,2174.30
271,rule1,做多,2025-03-07 11:45,2197.49,2025-03-07 14:45,2249.29,13,195,2.357,330.00,3.3000,148.1025,止盈,否,否,1.0,2200.50,2200.67,2191.97,2193.92,2193.93,2197.49,2190.22,2197.49
272,rule1,做多,2025-03-07 13:45,2188.53,2025-03-07 14:45,2240.12,5,75,2.357,330.00,13.2000,161.3025,止盈,否,否,4.0,2192.19,2224.86,2185.96,2213.01,2213.00,2216.10,2180.73,2188.53
273,rule1,做空,2025-03-07 15:45,2209.68,2025-03-07 16:15,2157.59,3,45,2.357,330.00,13.2000,174.5025,止盈,否,否,4.0,2210.49,2210.49,2180.95,2199.61,2199.61,2224.22,2193.53,2209.68
274,rule1,做空,2025-03-07 09:30,2196.48,2025-03-07 16:45,2144.71,30,450,2.357,330.00,13.2000,187.7025,止盈,否,否,4.0,2194.25,2210.50,2189.72,2209.69,2209.69,2210.80,2195.00,2196.48
275,rule1,做多,2025-03-06 15:45,2257.49,2025-03-07 21:00,2122.96,118,1770,5.959,-834.29,-13.3486,174.3539,跟踪止损,是,是,1.6,2258.52,2275.50,2252.26,2266.77,2266.76,2268.82,2251.50,2257.49
276,rule1,做空,2025-03-07 17:45,2162.31,2025-03-08 01:30,2111.34,32,480,2.357,330.00,13.2000,187.5539,止盈,否,否,4.0,2158.42,2172.99,2149.39,2171.29,2171.30,2184.80,2152.86,2162.31
277,rule1,做多,2025-03-08 02:30,2138.28,2025-03-08 13:15,2183.64,44,660,2.121,297.00,2.9700,190.5239,止盈,是,是,1.0,2139.20,2141.00,2132.35,2134.21,2134.20,2138.29,2131.32,2138.28
278,rule1,做多,2025-03-07 17:15,2158.41,2025-03-08 17:15,2204.20,97,1455,2.121,297.00,2.9700,193.4939,止盈,是,是,1.0,2158.42,2165.32,2145.85,2153.49,2153.50,2160.70,2141.53,2158.41
279,rule1,做多,2025-03-07 16:00,2196.20,2025-03-09 14:00,2100.83,185,2775,4.342,-607.92,-9.7268,183.7672,跟踪止损,是,是,1.6,2199.61,2224.22,2193.53,2209.68,2209.67,2215.49,2189.10,2196.20
280,rule1,做空,2025-03-08 02:15,2134.21,2025-03-09 15:45,2088.93,151,2265,2.121,297.00,2.9700,186.7372,止盈,是,是,1.0,2133.07,2139.55,2131.81,2139.20,2139.20,2141.00,2132.35,2134.21
281,rule1,做空,2025-03-09 14:15,2115.01,2025-03-09 16:45,2065.16,11,165,2.357,330.00,3.3000,190.0372,止盈,否,否,1.0,2104.48,2115.65,2098.33,2110.00,2110.00,2117.10,2104.76,2115.01
282,rule1,做空,2025-03-09 14:30,2110.06,2025-03-09 16:45,2060.32,10,150,2.357,330.00,3.3000,193.3372,止盈,否,否,1.0,2110.00,2117.10,2104.76,2115.01,2115.00,2124.65,2110.00,2110.06
283,rule1,做多,2025-03-09 16:00,2103.49,2025-03-09 17:15,2023.86,6,90,3.786,-530.00,-21.2000,172.1372,止损,否,否,4.0,2107.20,2108.00,2084.67,2097.03,2097.01,2106.28,2077.22,2103.49
284,rule1,做多,2025-03-09 06:15,2179.40,2025-03-09 18:15,2008.01,49,735,7.864,-1100.98,-17.6156,154.5215,跟踪止损,是,是,1.6,2182.89,2182.89,2173.21,2174.84,2174.85,2179.99,2171.84,2179.40
285,rule1,做空,2025-03-09 20:15,2043.90,2025-03-09 23:00,1995.72,12,180,2.357,330.00,13.2000,167.7215,止盈,否,否,4.0,2040.47,2052.27,2036.61,2050.89,2050.89,2056.59,2041.49,2043.90
286,rule1,做多,2025-03-09 18:30,2019.01,2025-03-10 02:30,2066.60,33,495,2.357,330.00,5.2800,173.0015,止盈,否,否,1.6,2021.49,2033.39,2007.15,2027.64,2027.63,2039.20,2006.10,2019.01
287,rule1,做多,2025-03-09 23:00,2018.29,2025-03-10 02:30,2065.86,15,225,2.357,330.00,13.2000,186.2015,止盈,否,否,4.0,2023.52,2025.00,2006.76,2010.05,2010.05,2026.74,1989.66,2018.29
288,rule1,做多,2025-03-09 22:30,2023.51,2025-03-10 04:00,2071.21,23,345,2.357,330.00,5.2800,191.4815,止盈,否,否,1.6,2023.70,2029.95,2009.00,2015.60,2015.59,2028.92,2006.20,2023.51
289,rule1,做多,2025-03-09 20:45,2047.03,2025-03-10 09:15,2090.46,51,765,2.121,297.00,4.7520,196.2335,止盈,是,是,1.6,2043.89,2055.50,2043.50,2051.00,2050.99,2051.00,2040.79,2047.03
290,rule1,做空,2025-03-10 02:30,2061.18,2025-03-10 09:15,2139.21,28,420,3.786,-530.00,-5.3000,190.9335,止损,否,否,1.0,2048.51,2065.74,2048.40,2053.69,2053.69,2071.00,2050.90,2061.18
291,rule1,做多,2025-03-10 07:30,2070.80,2025-03-10 09:15,2119.61,8,120,2.357,330.00,3.3000,194.2335,止盈,否,否,1.0,2069.69,2074.93,2063.31,2064.41,2064.41,2072.70,2063.00,2070.80
292,rule1,做多,2025-03-10 08:00,2070.20,2025-03-10 09:15,2119.00,6,90,2.357,330.00,3.3000,197.5335,止盈,否,否,1.0,2070.80,2076.00,2067.89,2075.29,2075.30,2077.30,2064.00,2070.20
293,rule1,做多,2025-03-10 14:45,2018.96,2025-03-10 17:00,1942.53,10,150,3.786,-530.00,-21.2000,176.3335,止损,否,否,4.0,2021.11,2029.22,2003.11,2004.03,2004.03,2021.73,1997.00,2018.96
294,rule1,做空,2025-03-10 15:30,2026.62,2025-03-10 17:00,1978.85,7,105,2.357,330.00,5.2800,181.6135,止盈,否,否,1.6,2027.50,2027.94,2011.68,2018.32,2018.32,2043.79,2018.06,2026.62
295,rule1,做多,2025-03-10 18:15,1911.83,2025-03-10 18:45,1839.45,3,45,3.786,-530.00,-21.2000,160.4135,止损,否,否,4.0,1917.48,1939.12,1909.41,1931.68,1931.67,1935.48,1902.00,1911.83
296,rule1,做空,2025-03-10 23:00,1885.25,2025-03-11 00:15,1840.81,6,90,2.357,330.00,5.2800,165.6935,止盈,否,否,1.6,1871.48,1886.64,1870.89,1880.02,1880.03,1895.49,1879.56,1885.25
297,rule1,做多,2025-03-10 20:45,1869.18,2025-03-11 00:45,1798.42,17,255,3.786,-530.00,-21.2000,144.4935,止损,否,否,4.0,1871.25,1875.42,1851.38,1854.73,1854.73,1881.97,1843.23,1869.18
298,rule1,做空,2025-03-11 01:15,1809.72,2025-03-11 03:00,1878.23,8,120,3.786,-530.00,-21.2000,123.2935,止损,否,否,4.0,1813.96,1816.10,1774.13,1794.06,1794.05,1818.62,1787.49,1809.72
299,rule1,做多,2025-03-11 11:45,1914.12,2025-03-11 13:15,1959.24,7,105,2.357,330.00,13.2000,136.4935,止盈,否,否,4.0,1914.56,1925.51,1912.62,1924.99,1924.99,1926.00,1912.20,1914.12
300,rule1,做空,2025-03-11 05:45,1893.60,2025-03-11 14:30,1848.97,36,540,2.357,330.00,5.2800,141.7735,止盈,是,是,1.6,1893.27,1894.95,1883.39,1887.01,1887.01,1898.02,1884.91,1893.60
301,rule1,做多,2025-03-11 14:15,1872.08,2025-03-11 15:15,1916.21,5,75,2.357,330.00,13.2000,154.9735,止盈,否,否,4.0,1903.31,1912.63,1869.19,1890.50,1890.50,1894.68,1868.38,1872.08
302,rule1,做空,2025-03-11 14:45,1866.89,2025-03-11 18:00,1937.57,14,210,3.786,-530.00,-21.2000,133.7735,止损,否,否,4.0,1872.08,1884.96,1840.53,1853.34,1853.32,1887.00,1843.06,1866.89
303,rule1,做多,2025-03-11 17:30,1902.56,2025-03-11 18:15,1947.41,4,60,2.357,330.00,13.2000,146.9735,止盈,否,否,4.0,1910.26,1915.66,1888.21,1891.69,1891.69,1903.70,1886.55,1902.56
304,rule1,做多,2025-03-12 04:15,1856.30,2025-03-12 07:00,1900.06,12,180,2.357,330.00,3.3000,150.2735,止盈,否,否,1.0,1868.89,1868.90,1855.70,1863.45,1863.46,1864.20,1854.36,1856.30
305,rule1,做空,2025-03-12 08:30,1925.53,2025-03-12 09:15,1880.14,4,60,2.357,330.00,13.2000,163.4735,止盈,否,否,4.0,1925.77,1927.80,1871.11,1914.93,1914.94,1930.34,1909.78,1925.53
306,rule1,做空,2025-03-12 12:00,1911.68,2025-03-12 14:30,1866.62,11,165,2.357,330.00,5.2800,168.7535,止盈,否,否,1.6,1908.93,1919.39,1906.39,1916.84,1916.85,1922.71,1908.19,1911.68
307,rule1,做多,2025-03-12 08:15,1914.93,2025-03-12 15:00,1842.44,28,420,3.786,-530.00,-21.2000,147.5535,止损,否,否,4.0,1911.26,1926.86,1908.83,1925.77,1925.77,1927.80,1871.11,1914.93
308,rule1,做空,2025-03-13 01:15,1901.12,2025-03-13 08:15,1856.31,29,435,2.357,330.00,3.3000,150.8535,止盈,否,否,1.0,1899.98,1906.27,1893.85,1904.58,1904.57,1908.95,1894.70,1901.12
309,rule1,做多,2025-03-12 18:00,1875.42,2025-03-13 12:30,1915.21,75,1125,2.121,297.00,4.7520,155.6055,止盈,是,是,1.6,1875.60,1882.96,1865.60,1867.81,1867.82,1878.39,1865.19,1875.42
310,rule1,做空,2025-03-13 10:30,1894.64,2025-03-13 17:15,1849.98,28,420,2.357,330.00,5.2800,160.8855,止盈,否,否,1.6,1894.64,1898.20,1867.53,1886.76,1886.76,1900.98,1886.76,1894.64
311,rule1,做空,2025-03-12 18:45,1878.65,2025-03-13 17:30,1838.80,92,1380,2.121,297.00,2.9700,163.8555,止盈,是,是,1.0,1879.38,1884.57,1873.08,1884.36,1884.35,1888.19,1876.20,1878.65
312,rule1,做多,2025-03-13 12:30,1900.60,2025-03-13 17:45,1828.65,22,330,3.786,-530.00,-21.2000,142.6555,止损,否,否,4.0,1893.19,1911.95,1893.19,1908.00,1908.01,1923.09,1891.39,1900.60
313,rule1,做多,2025-03-14 02:00,1886.18,2025-03-14 15:00,1926.19,53,795,2.121,297.00,2.9700,145.6255,止盈,是,是,1.0,1886.80,1889.37,1880.23,1881.60,1881.59,1887.00,1880.20,1886.18
314,rule1,做多,2025-03-13 01:00,1904.58,2025-03-14 18:30,1944.98,167,2505,2.121,297.00,2.9700,148.5955,止盈,是,是,1.0,1905.27,1905.56,1897.08,1899.96,1899.98,1906.27,1893.85,1904.58
315,rule1,做多,2025-03-14 12:45,1902.79,2025-03-15 16:30,1943.16,112,1680,2.121,297.00,2.9700,151.5655,止盈,是,是,1.0,1904.56,1905.26,1899.00,1899.20,1899.20,1902.87,1894.80,1902.79
316,rule1,做空,2025-03-14 17:00,1933.73,2025-03-16 11:00,1892.71,169,2535,2.121,297.00,2.9700,154.5355,止盈,是,是,1.0,1931.89,1937.56,1927.90,1936.44,1936.43,1939.99,1932.13,1933.73
317,rule1,做空,2025-03-14 19:15,1936.15,2025-03-16 11:00,1895.08,160,2400,2.121,297.00,4.7520,159.2875,止盈,是,是,1.6,1935.02,1943.78,1931.88,1941.00,1941.01,1945.25,1934.23,1936.15
318,rule1,做空,2025-03-15 16:45,1937.78,2025-03-16 11:00,1896.67,74,1110,2.121,297.00,2.9700,162.2575,止盈,是,是,1.0,1935.85,1943.32,1933.89,1941.07,1941.07,1945.27,1937.78,1937.78
319,rule1,做多,2025-03-16 11:30,1871.19,2025-03-16 16:00,1915.30,19,285,2.357,330.00,13.2000,175.4575,止盈,否,否,4.0,1893.72,1893.72,1870.20,1881.17,1881.17,1881.17,1868.58,1871.19
320,rule1,做多,2025-03-16 18:45,1896.11,2025-03-17 12:30,1936.33,72,1080,2.121,297.00,2.9700,178.4275,止盈,是,是,1.0,1903.37,1904.27,1894.70,1898.94,1898.93,1898.93,1891.41,1896.11
321,rule1,做多,2025-03-16 17:15,1907.57,2025-03-17 18:30,1948.04,102,1530,2.121,297.00,4.7520,183.1795,止盈,是,是,1.6,1906.38,1916.47,1905.92,1914.39,1914.40,1916.44,1905.80,1907.57
322,rule1,做多,2025-03-17 13:45,1898.66,2025-03-17 18:30,1943.41,20,300,2.357,330.00,13.2000,196.3795,止盈,否,否,4.0,1898.09,1914.26,1895.56,1907.29,1907.30,1908.64,1894.00,1898.66
323,rule1,做空,2025-03-17 23:45,1926.31,2025-03-18 13:30,1885.44,56,840,2.121,297.00,4.7520,201.1315,止盈,是,否,1.6,1924.17,1930.41,1922.20,1929.98,1929.98,1931.44,1926.28,1926.31
324,rule1,做多,2025-03-18 16:45,1887.79,2025-03-18 23:15,1932.29,27,405,2.357,330.00,5.2800,206.4115,止盈,否,否,1.6,1889.49,1892.08,1880.08,1880.45,1880.46,1889.49,1876.02,1887.79
325,rule1,做空,2025-03-14 10:45,1898.15,2025-03-19 10:30,1972.00,480,7200,3.891,-544.71,-8.7153,197.6962,跟踪止损,是,是,1.6,1896.81,1906.57,1893.80,1903.53,1903.54,1908.93,1897.65,1898.15
326,rule1,做空,2025-03-16 15:00,1891.74,2025-03-19 10:30,1982.31,271,4065,4.787,-670.24,-10.7239,186.9723,跟踪止损,是,是,1.6,1888.01,1897.13,1886.36,1896.83,1896.82,1898.33,1891.41,1891.74
327,rule1,做多,2025-03-17 23:30,1929.98,2025-03-19 10:30,1970.92,141,2115,2.121,297.00,2.9700,189.9423,止盈,是,是,1.0,1928.42,1930.50,1923.93,1924.16,1924.17,1930.41,1922.20,1929.98
328,rule1,做空,2025-03-19 14:45,2030.87,2025-03-20 10:00,1987.79,78,1170,2.121,297.00,2.9700,192.9123,止盈,是,是,1.0,2023.41,2030.90,2018.40,2028.28,2028.29,2033.45,2026.26,2030.87
329,rule1,做空,2025-03-20 10:45,1982.53,2025-03-21 12:30,1940.47,104,1560,2.121,297.00,2.9700,195.8823,止盈,是,是,1.0,1980.58,1985.60,1977.68,1984.90,1984.91,1988.13,1982.53,1982.53
330,rule1,做多,2025-03-20 13:45,1985.98,2025-03-24 04:30,2028.11,348,5220,2.121,297.00,4.7520,200.6343,止盈,是,是,1.6,1986.15,1998.49,1984.63,1993.24,1993.23,1998.01,1979.11,1985.98
331,rule1,做多,2025-03-20 13:30,1993.24,2025-03-24 04:45,2035.53,350,5250,2.121,297.00,4.7520,205.3863,止盈,是,是,1.6,1993.40,1993.41,1985.35,1986.15,1986.15,1998.49,1984.63,1993.24
332,rule1,做空,2025-03-21 14:15,1951.01,2025-03-24 08:15,2080.38,265,3975,6.631,-928.31,-14.8529,190.5334,跟踪止损,是,是,1.6,1952.53,1953.23,1938.64,1943.62,1943.61,1954.39,1941.79,1951.01
333,rule1,做空,2025-03-24 10:00,2088.89,2025-03-25 03:30,2044.58,71,1065,2.121,297.00,4.7520,195.2854,止盈,是,是,1.6,2087.54,2095.00,2084.74,2094.30,2094.30,2098.29,2088.88,2088.89
334,rule1,做空,2025-03-24 14:15,2086.87,2025-03-25 03:45,2042.60,55,825,2.121,297.00,11.8800,207.1654,止盈,是,是,4.0,2082.33,2096.01,2081.53,2093.01,2093.00,2102.49,2085.35,2086.87
335,rule1,做空,2025-03-25 16:00,2073.28,2025-03-26 13:45,2029.30,88,1320,2.121,297.00,2.9700,210.1354,止盈,是,是,1.0,2073.57,2074.70,2065.18,2067.67,2067.67,2075.19,2066.00,2073.28
336,rule1,做多,2025-03-26 19:15,1990.04,2025-03-27 02:45,2036.95,31,465,2.357,330.00,13.2000,223.3354,止盈,否,否,4.0,1994.68,1998.35,1982.90,1984.89,1984.88,1994.57,1981.60,1990.04
337,rule1,做多,2025-03-20 00:00,2062.80,2025-03-28 04:30,1977.86,787,11805,4.118,-576.46,-9.2233,214.1121,跟踪止损,是,是,1.6,2064.10,2064.10,2056.04,2056.06,2056.05,2067.90,2054.39,2062.80
338,rule1,做多,2025-03-24 10:15,2092.93,2025-03-28 04:30,1975.22,362,5430,5.624,-787.37,-7.8737,206.2384,跟踪止损,是,是,1.0,2094.30,2098.29,2088.88,2088.89,2088.88,2092.93,2088.17,2092.93
339,rule1,做多,2025-03-25 22:30,2062.87,2025-03-28 04:30,1951.21,217,3255,5.413,-757.77,-12.1243,194.1141,跟踪止损,是,是,1.6,2067.12,2067.29,2057.20,2058.59,2058.59,2062.87,2053.85,2062.87
340,rule1,做空,2025-03-27 23:30,2001.71,2025-03-28 04:30,1954.53,21,315,2.357,330.00,3.3000,197.4141,止盈,否,否,1.0,2000.61,2006.75,2000.60,2006.57,2006.58,2008.70,2001.70,2001.71
341,rule1,做空,2025-03-28 14:45,1887.94,2025-03-29 11:15,1847.89,83,1245,2.121,297.00,2.9700,200.3841,止盈,是,是,1.0,1888.67,1893.81,1883.49,1893.08,1893.07,1894.45,1886.49,1887.94
342,rule1,做空,2025-03-28 23:00,1897.00,2025-03-29 11:15,1856.76,50,750,2.121,297.00,4.7520,205.1361,止盈,是,是,1.6,1892.63,1901.60,1892.63,1901.42,1901.41,1902.00,1895.67,1897.00
343,rule1,做多,2025-03-28 21:00,1884.66,2025-03-30 22:00,1783.62,197,2955,5.361,-750.55,-30.0221,175.1140,跟踪止损,是,是,4.0,1888.75,1889.30,1874.97,1877.29,1877.29,1887.28,1873.88,1884.66
344,rule1,做多,2025-03-29 01:00,1907.69,2025-03-30 22:00,1774.04,181,2715,7.006,-980.80,-15.6927,159.4213,跟踪止损,是,是,1.6,1909.85,1909.86,1901.76,1903.43,1903.44,1909.89,1901.65,1907.69
345,rule1,做多,2025-03-31 03:15,1811.47,2025-03-31 15:00,1849.90,48,720,2.121,297.00,2.9700,162.3913,止盈,是,是,1.0,1811.87,1817.55,1806.29,1806.94,1806.93,1811.87,1802.16,1811.47
346,rule1,做多,2025-03-29 11:30,1835.46,2025-04-01 08:15,1874.40,276,4140,2.121,297.00,11.8800,174.2713,止盈,是,是,4.0,1874.52,1874.87,1834.34,1851.23,1851.23,1851.70,1833.60,1835.46
347,rule1,做多,2025-03-29 11:45,1844.55,2025-04-01 08:15,1883.68,275,4125,2.121,297.00,11.8800,186.1513,止盈,是,是,4.0,1851.23,1851.70,1833.60,1835.46,1835.47,1844.60,1833.50,1844.55
348,rule1,做多,2025-03-31 17:00,1844.25,2025-04-01 08:15,1883.37,62,930,2.121,297.00,2.9700,189.1213,止盈,是,是,1.0,1844.10,1847.23,1840.04,1840.18,1840.16,1846.84,1838.46,1844.25
349,rule1,做空,2025-03-31 02:45,1811.86,2025-04-01 15:00,1902.64,146,2190,5.010,-701.42,-11.2227,177.8986,跟踪止损,是,是,1.6,1810.06,1818.83,1807.31,1816.67,1816.67,1823.50,1810.20,1811.86
350,rule1,做多,2025-04-02 05:45,1855.88,2025-04-02 15:30,1899.63,40,600,2.357,330.00,3.3000,181.1986,止盈,是,是,1.0,1856.73,1863.55,1855.15,1860.98,1860.98,1864.52,1855.10,1855.88
351,rule1,做多,2025-04-01 16:45,1915.80,2025-04-02 20:15,1956.44,111,1665,2.121,297.00,2.9700,184.1686,止盈,是,是,1.0,1913.72,1918.47,1908.31,1909.12,1909.13,1917.19,1907.53,1915.80
352,rule1,做多,2025-04-02 16:30,1902.89,2025-04-02 20:15,1947.74,16,240,2.357,330.00,3.3000,187.4686,止盈,否,否,1.0,1902.12,1907.94,1901.65,1907.70,1907.70,1910.54,1898.19,1902.89
353,rule1,做空,2025-04-02 15:45,1901.21,2025-04-02 21:00,1856.40,22,330,2.357,330.00,13.2000,200.6686,止盈,否,否,4.0,1890.58,1917.22,1890.36,1914.57,1914.57,1919.00,1893.47,1901.21
354,rule1,做空,2025-04-02 02:30,1879.02,2025-04-02 22:00,1839.16,79,1185,2.121,297.00,2.9700,203.6386,止盈,是,是,1.0,1877.60,1882.15,1872.39,1881.61,1881.60,1884.42,1878.06,1879.02
355,rule1,做多,2025-04-02 20:15,1898.68,2025-04-02 22:15,1826.80,9,135,3.786,-530.00,-21.2000,182.4386,止损,否,否,4.0,1911.45,1944.71,1882.27,1933.81,1933.74,1957.00,1876.21,1898.68
356,rule1,做多,2025-04-03 14:30,1767.36,2025-04-03 21:45,1809.02,30,450,2.357,330.00,13.2000,195.6386,止盈,否,否,4.0,1764.95,1780.03,1764.95,1779.04,1779.04,1780.74,1764.20,1767.36
357,rule1,做多,2025-04-03 03:00,1823.05,2025-04-06 16:45,1725.54,344,5160,5.349,-748.83,-11.9813,183.6573,跟踪止损,是,是,1.6,1823.33,1832.64,1822.90,1830.25,1830.26,1830.70,1822.26,1823.05
358,rule1,做多,2025-04-03 11:00,1801.87,2025-04-06 16:45,1725.54,312,4680,4.236,-593.07,-9.4891,174.1682,跟踪止损,是,是,1.6,1798.99,1802.70,1790.93,1793.42,1793.42,1802.83,1787.23,1801.87
359,rule1,做空,2025-04-03 15:00,1764.83,2025-04-06 16:45,1727.39,296,4440,2.121,297.00,11.8800,186.0482,止盈,是,是,4.0,1767.37,1767.84,1751.39,1757.97,1757.92,1769.66,1755.22,1764.83
360,rule1,做多,2025-04-04 01:00,1813.75,2025-04-06 16:45,1723.20,256,3840,4.992,-698.95,-11.1832,174.8651,跟踪止损,是,是,1.6,1816.98,1817.34,1808.76,1810.42,1810.43,1814.58,1808.67,1813.75
361,rule1,做空,2025-04-06 20:00,1619.78,2025-04-06 20:30,1581.60,3,45,2.357,330.00,5.2800,180.1451,止盈,否,否,1.6,1620.99,1629.95,1612.14,1626.24,1626.24,1631.18,1618.69,1619.78
