交易序号,策略类型,方向,入场时间,入场价格,出场时间,出场价格,持仓K线数,持仓分钟,价格变动%,合约收益%,本次盈亏USDT,累计盈亏USDT,出场原因,跟踪止损,弱势收紧,仓位大小,K1开,K1高,K1低,K1收,K2开,K2高,K2低,K2收
847,rule1,做空,2025-09-22 10:15,4171.38,2025-09-24 04:00,4082.89,168,2520,2.121,297.00,4.7520,461.4910,止盈,是,是,1.6,4150.99,4171.73,4138.80,4164.08,4164.09,4173.60,4163.82,4171.38
848,rule1,做多,2025-09-22 08:00,4198.44,2025-09-25 04:45,3975.29,276,4140,5.315,-744.12,-7.4412,454.0499,跟踪止损,是,是,1.0,4203.08,4206.00,4192.55,4193.38,4193.38,4207.35,4186.31,4198.44
849,rule1,做多,2025-09-22 14:30,4198.75,2025-09-25 04:45,3975.29,250,3750,5.322,-745.09,-11.9215,442.1284,跟踪止损,是,是,1.6,4197.55,4218.90,4197.48,4216.75,4216.75,4219.34,4194.69,4198.75
850,rule1,做多,2025-09-23 02:00,4177.67,2025-09-25 12:15,3958.81,234,3510,5.239,-733.43,-7.3343,434.7941,跟踪止损,是,是,1.0,4173.99,4180.00,4163.46,4163.71,4163.72,4183.03,4161.04,4177.67
851,rule1,做空,2025-09-25 15:30,4000.18,2025-09-25 17:00,3905.89,7,105,2.357,330.00,5.2800,440.0741,止盈,否,否,1.6,4004.39,4007.25,3980.18,3989.49,3989.49,4008.39,3989.25,4000.18
852,rule1,做多,2025-09-24 18:15,4179.62,2025-09-25 17:15,3888.98,93,1395,6.954,-973.53,-9.7353,430.3387,跟踪止损,是,是,1.0,4183.86,4184.50,4170.54,4171.93,4171.93,4180.63,4166.68,4179.62
853,rule1,做多,2025-09-25 12:30,3995.98,2025-09-25 17:45,3844.70,22,330,3.786,-530.00,-21.2000,409.1387,止损,否,否,4.0,4011.12,4011.24,3927.45,3942.44,3942.39,4004.45,3924.12,3995.98
854,rule1,做多,2025-09-25 20:30,3892.78,2025-09-26 13:45,3975.36,70,1050,2.121,297.00,2.9700,412.1087,止盈,是,是,1.0,3896.32,3918.97,3889.53,3906.22,3906.22,3906.30,3877.92,3892.78
855,rule1,做空,2025-09-26 11:15,3890.68,2025-09-26 17:45,4037.97,27,405,3.786,-530.00,-5.3000,406.8087,止损,否,否,1.0,3888.43,3891.31,3873.00,3877.30,3877.29,3893.33,3875.69,3890.68
856,rule1,做空,2025-09-25 20:15,3906.22,2025-09-28 22:00,4105.38,296,4440,5.099,-713.79,-11.4207,395.3880,跟踪止损,是,是,1.6,3911.59,3918.60,3887.65,3896.32,3896.32,3918.97,3889.53,3906.22
857,rule1,做空,2025-09-25 22:15,3910.46,2025-09-28 22:00,4105.38,288,4320,4.985,-697.84,-27.9136,367.4744,跟踪止损,是,是,4.0,3904.88,3930.27,3897.65,3929.20,3929.20,3937.20,3909.58,3910.46
858,rule1,做多,2025-09-26 19:45,4024.07,2025-09-28 22:00,4109.44,202,3030,2.121,297.00,2.9700,370.4444,止盈,是,是,1.0,4022.74,4025.19,4007.76,4012.74,4012.75,4028.43,4007.36,4024.07
859,rule1,做空,2025-09-26 15:00,3938.42,2025-09-29 14:45,4203.96,288,4320,6.742,-943.92,-9.4392,361.0051,跟踪止损,是,是,1.0,3941.29,3946.35,3924.70,3930.92,3930.92,3955.29,3928.57,3938.42
860,rule1,做空,2025-09-30 00:45,4206.03,2025-09-30 15:00,4116.80,58,870,2.121,297.00,4.7520,365.7571,止盈,是,是,1.6,4199.23,4224.61,4198.41,4219.15,4219.16,4245.00,4199.32,4206.03
861,rule1,做多,2025-09-29 18:00,4149.29,2025-10-01 08:30,4237.31,155,2325,2.121,297.00,2.9700,368.7271,止盈,是,是,1.0,4145.94,4159.31,4145.93,4155.53,4155.54,4158.03,4142.63,4149.29
862,rule1,做空,2025-09-28 22:15,4108.42,2025-10-01 08:45,4327.19,235,3525,5.325,-745.47,-29.8189,338.9083,跟踪止损,是,是,4.0,4049.95,4114.99,4049.95,4088.91,4088.91,4117.00,4088.91,4108.42
863,rule1,做空,2025-09-29 09:30,4126.84,2025-10-01 14:30,4337.63,213,3195,5.108,-715.08,-11.4412,327.4671,跟踪止损,是,是,1.6,4123.13,4139.00,4119.11,4135.78,4135.78,4141.00,4125.49,4126.84
864,rule1,做空,2025-09-30 23:15,4138.18,2025-10-02 00:00,4370.46,100,1500,5.613,-785.85,-7.8585,319.6086,跟踪止损,是,是,1.0,4140.42,4140.93,4116.64,4128.45,4128.47,4141.00,4125.49,4138.18
865,rule1,做多,2025-10-02 02:00,4376.30,2025-10-02 16:00,4469.14,57,855,2.121,297.00,11.8800,331.4886,止盈,是,是,4.0,4367.43,4398.62,4367.43,4393.31,4393.31,4397.24,4366.37,4376.30
866,rule1,做多,2025-10-02 14:00,4400.30,2025-10-02 19:00,4504.02,21,315,2.357,330.00,5.2800,336.7686,止盈,否,否,1.6,4398.33,4418.82,4396.14,4417.46,4417.45,4420.76,4392.89,4400.30
867,rule1,做多,2025-10-02 22:15,4467.46,2025-10-03 16:30,4562.23,74,1110,2.121,297.00,2.9700,339.7386,止盈,是,是,1.0,4468.71,4485.09,4467.14,4480.42,4480.41,4480.42,4460.52,4467.46
868,rule1,做多,2025-10-05 20:00,4497.14,2025-10-06 11:30,4592.54,63,945,2.121,297.00,2.9700,342.7086,止盈,是,是,1.0,4500.73,4502.34,4482.06,4487.26,4487.26,4500.73,4474.00,4497.14
869,rule1,做空,2025-10-02 13:00,4397.07,2025-10-06 15:15,4693.68,394,5910,6.746,-944.39,-15.1102,327.5984,跟踪止损,是,是,1.6,4392.56,4407.37,4391.18,4406.02,4406.03,4417.80,4396.91,4397.07
870,rule1,做多,2025-10-06 11:45,4571.71,2025-10-06 15:15,4679.47,15,225,2.357,330.00,3.3000,330.8984,止盈,否,否,1.0,4588.32,4593.65,4571.28,4577.39,4577.39,4581.70,4569.54,4571.71
871,rule1,做空,2025-10-03 09:00,4460.47,2025-10-06 17:15,4706.40,322,4830,5.514,-771.90,-7.7190,323.1794,跟踪止损,是,是,1.0,4455.53,4466.58,4455.53,4466.23,4466.24,4472.98,4457.17,4460.47
872,rule1,做空,2025-10-03 13:30,4471.45,2025-10-06 17:15,4706.40,304,4560,5.254,-735.62,-29.4249,293.7545,跟踪止损,是,是,4.0,4467.00,4494.24,4465.21,4491.48,4491.48,4504.46,4466.10,4471.45
873,rule1,做多,2025-10-07 01:15,4678.83,2025-10-07 16:15,4469.70,61,915,4.470,-625.76,-6.2576,287.4969,跟踪止损,是,是,1.0,4680.03,4698.99,4678.78,4690.00,4690.01,4690.79,4663.71,4678.83
874,rule1,做多,2025-10-07 03:30,4690.00,2025-10-07 16:15,4469.70,52,780,4.697,-657.61,-6.5761,280.9208,跟踪止损,是,是,1.0,4694.06,4694.06,4681.62,4683.11,4683.11,4690.00,4681.14,4690.00
875,rule1,做多,2025-10-07 19:15,4462.54,2025-10-08 17:30,4557.21,90,1350,2.121,297.00,2.9700,283.8908,止盈,是,是,1.0,4464.90,4487.50,4462.34,4477.27,4477.28,4484.05,4460.28,4462.54
876,rule1,做多,2025-10-07 17:15,4494.96,2025-10-09 16:45,4284.52,191,2865,4.682,-655.44,-6.5544,277.3364,跟踪止损,是,是,1.0,4499.29,4507.66,4485.86,4488.51,4488.51,4500.00,4481.23,4494.96
877,rule1,做多,2025-10-08 08:45,4475.51,2025-10-09 16:45,4284.52,129,1935,4.267,-597.44,-23.8977,253.4387,跟踪止损,是,是,4.0,4472.37,4496.71,4470.33,4494.69,4494.69,4496.83,4469.94,4475.51
878,rule1,做空,2025-10-09 21:15,4345.96,2025-10-10 15:00,4253.76,72,1080,2.121,297.00,4.7520,258.1907,止盈,是,是,1.6,4337.45,4357.60,4335.91,4355.52,4355.52,4358.81,4345.62,4345.96
879,rule1,做多,2025-10-08 13:45,4476.29,2025-10-10 15:15,4243.17,199,2985,5.208,-729.11,-11.6657,246.5250,跟踪止损,是,是,1.6,4476.78,4481.59,4448.74,4456.21,4456.21,4478.90,4439.75,4476.29
880,rule1,做多,2025-10-08 17:45,4538.46,2025-10-10 15:15,4231.83,183,2745,6.756,-945.87,-9.4587,237.0664,跟踪止损,是,是,1.0,4539.36,4558.00,4527.75,4527.75,4527.75,4545.55,4524.89,4538.46
881,rule1,做空,2025-10-09 17:00,4304.86,2025-10-10 15:15,4213.54,90,1350,2.121,297.00,11.8800,248.9464,止盈,是,是,4.0,4303.62,4306.08,4265.06,4277.34,4277.34,4309.87,4269.11,4304.86
882,rule1,做多,2025-10-10 17:15,4105.33,2025-10-10 20:45,3949.91,15,225,3.786,-530.00,-8.4800,240.4664,止损,否,否,1.6,4108.99,4112.64,4090.00,4093.02,4093.03,4110.66,4088.38,4105.33
883,rule1,做多,2025-10-10 19:30,4026.51,2025-10-10 20:45,3874.08,6,90,3.786,-530.00,-21.2000,219.2664,止损,否,否,4.0,4031.16,4032.42,3951.65,3951.65,3951.86,4028.55,3950.69,4026.51
884,rule1,做空,2025-10-10 23:15,3865.51,2025-10-11 01:15,3774.39,9,135,2.357,330.00,13.2000,232.4664,止盈,否,否,4.0,3855.08,3875.00,3791.81,3825.52,3825.52,3882.91,3817.00,3865.51
885,rule1,做空,2025-10-11 06:00,3800.83,2025-10-11 20:15,3720.20,58,870,2.121,297.00,4.7520,237.2184,止盈,是,是,1.6,3775.98,3802.89,3774.07,3789.47,3789.47,3809.91,3780.98,3800.83
886,rule1,做多,2025-10-12 02:45,3734.06,2025-10-12 04:15,3822.08,7,105,2.357,330.00,3.3000,240.5184,止盈,否,否,1.0,3735.82,3749.50,3717.44,3724.95,3724.95,3735.33,3707.02,3734.06
887,rule1,做多,2025-10-10 22:15,3867.31,2025-10-12 14:45,3949.35,163,2445,2.121,297.00,11.8800,252.3984,止盈,是,是,4.0,3950.00,4200.00,3835.54,3895.51,3895.73,3913.63,3833.54,3867.31
888,rule1,做多,2025-10-11 00:15,3847.31,2025-10-12 14:45,3928.93,155,2325,2.121,297.00,11.8800,264.2784,止盈,是,是,4.0,3829.72,3878.30,3822.50,3871.39,3871.38,3874.31,3806.35,3847.31
889,rule1,做多,2025-10-11 04:30,3796.17,2025-10-12 14:45,3876.70,138,2070,2.121,297.00,4.7520,269.0304,止盈,是,是,1.6,3798.64,3819.29,3793.40,3810.67,3810.67,3812.52,3781.00,3796.17
890,rule1,做空,2025-10-12 09:15,3820.16,2025-10-12 14:45,3964.78,23,345,3.786,-530.00,-5.3000,263.7304,止损,否,否,1.0,3823.17,3823.74,3806.34,3813.06,3813.07,3828.65,3813.07,3820.16
891,rule1,做空,2025-10-12 19:45,4135.68,2025-10-13 11:15,4047.94,63,945,2.121,297.00,4.7520,268.4824,止盈,是,是,1.6,4138.08,4139.61,4120.55,4122.89,4122.90,4140.28,4122.89,4135.68
892,rule1,做空,2025-10-13 02:00,4172.14,2025-10-13 11:15,4073.80,38,570,2.357,330.00,13.2000,281.6824,止盈,是,是,4.0,4165.50,4199.73,4163.00,4198.77,4198.77,4220.89,4170.00,4172.14
893,rule1,做空,2025-10-13 08:00,4186.95,2025-10-13 11:15,4088.26,14,210,2.357,330.00,3.3000,284.9824,止盈,否,否,1.0,4187.89,4187.89,4162.45,4178.30,4178.29,4192.93,4170.00,4186.95
894,rule1,做多,2025-10-12 21:00,4150.55,2025-10-13 17:45,4238.60,84,1260,2.121,297.00,4.7520,289.7344,止盈,是,是,1.6,4151.03,4197.70,4129.59,4136.24,4136.24,4165.03,4122.35,4150.55
895,rule1,做空,2025-10-13 15:00,4115.24,2025-10-13 19:45,4271.03,20,300,3.786,-530.00,-8.4800,281.2544,止损,否,否,1.6,4111.84,4116.20,4081.29,4095.45,4095.45,4127.60,4093.32,4115.24
896,rule1,做空,2025-10-13 19:45,4251.96,2025-10-14 03:00,4151.74,30,450,2.357,330.00,5.2800,286.5344,止盈,否,否,1.6,4248.51,4265.99,4244.40,4265.46,4265.46,4271.12,4249.45,4251.96
897,rule1,做空,2025-10-13 21:00,4267.81,2025-10-14 03:00,4167.21,25,375,2.357,330.00,13.2000,299.7344,止盈,否,否,4.0,4255.94,4291.57,4255.94,4286.21,4286.21,4292.00,4267.10,4267.81
898,rule1,做空,2025-10-13 14:00,4137.00,2025-10-14 06:15,4049.24,66,990,2.121,297.00,11.8800,311.6144,止盈,是,是,4.0,4136.22,4170.70,4116.67,4164.66,4164.66,4175.70,4128.36,4137.00
899,rule1,做空,2025-10-14 05:00,4120.09,2025-10-14 06:30,4022.97,7,105,2.357,330.00,13.2000,324.8144,止盈,否,否,4.0,4123.40,4123.40,4087.17,4100.09,4100.10,4126.84,4097.30,4120.09
900,rule1,做多,2025-10-14 03:15,4141.33,2025-10-14 06:45,3984.55,15,225,3.786,-530.00,-8.4800,316.3344,止损,否,否,1.6,4172.31,4174.59,4140.84,4152.90,4152.90,4164.35,4137.63,4141.33
901,rule1,做多,2025-10-13 20:30,4255.94,2025-10-14 10:30,3911.10,57,855,8.102,-1134.34,-11.3434,304.9909,跟踪止损,是,是,1.0,4261.54,4262.36,4244.36,4250.07,4250.07,4262.71,4243.72,4255.94
902,rule1,做多,2025-10-14 08:45,3996.30,2025-10-14 16:00,4090.50,30,450,2.357,330.00,5.2800,310.2709,止盈,否,否,1.6,3992.98,4011.00,3992.18,4005.01,4005.00,4007.23,3980.51,3996.30
903,rule1,做多,2025-10-14 17:00,4125.19,2025-10-15 08:30,4212.70,63,945,2.121,297.00,11.8800,322.1509,止盈,是,是,4.0,4129.59,4149.10,4078.43,4096.23,4096.23,4136.79,4048.49,4125.19
904,rule1,做多,2025-10-14 22:45,4119.22,2025-10-15 08:30,4216.32,40,600,2.357,330.00,3.3000,325.4509,止盈,是,是,1.0,4122.38,4123.36,4110.67,4112.59,4112.60,4120.22,4101.84,4119.22
905,rule1,做空,2025-10-14 18:45,4120.91,2025-10-15 13:45,4033.49,77,1155,2.121,297.00,2.9700,328.4209,止盈,是,是,1.0,4115.67,4127.79,4093.91,4103.79,4103.79,4130.00,4100.97,4120.91
906,rule1,做空,2025-10-14 20:15,4107.20,2025-10-15 13:45,4020.07,71,1065,2.121,297.00,4.7520,333.1729,止盈,是,是,1.6,4102.96,4115.18,4072.69,4087.64,4087.64,4115.97,4085.40,4107.20
907,rule1,做多,2025-10-15 11:45,4099.90,2025-10-15 17:00,3944.69,22,330,3.786,-530.00,-5.3000,327.8729,止损,否,否,1.0,4104.38,4115.53,4097.44,4115.06,4115.06,4115.52,4096.09,4099.90
908,rule1,做多,2025-10-15 18:30,3987.05,2025-10-16 10:15,4071.63,64,960,2.121,297.00,4.7520,332.6249,止盈,是,是,1.6,3982.26,4005.50,3982.17,3994.70,3994.69,3999.19,3978.86,3987.05
909,rule1,做多,2025-10-15 19:00,3991.00,2025-10-16 10:15,4075.67,62,930,2.121,297.00,11.8800,344.5049,止盈,是,是,4.0,3987.05,4013.17,3984.61,4007.81,4007.80,4008.70,3980.32,3991.00
910,rule1,做空,2025-10-15 18:15,3994.70,2025-10-16 15:45,3909.96,87,1305,2.121,297.00,2.9700,347.4749,止盈,是,是,1.0,3992.99,3995.69,3970.11,3982.27,3982.26,4005.50,3982.17,3994.70
911,rule1,做空,2025-10-15 19:15,4001.97,2025-10-16 15:45,3917.07,83,1245,2.121,297.00,4.7520,352.2269,止盈,是,是,1.6,4007.80,4008.70,3980.32,3991.00,3991.00,4009.76,3985.82,4001.97
912,rule1,做多,2025-10-16 10:30,4055.98,2025-10-16 15:45,3902.43,22,330,3.786,-530.00,-5.3000,346.9269,止损,否,否,1.0,4058.86,4078.96,4048.00,4049.76,4049.77,4059.74,4045.18,4055.98
913,rule1,做多,2025-10-16 16:30,3894.16,2025-10-17 08:15,3713.42,64,960,4.641,-649.77,-25.9909,320.9360,跟踪止损,是,是,4.0,3902.35,3910.50,3868.00,3879.73,3879.73,3909.41,3857.12,3894.16
914,rule1,做多,2025-10-17 11:30,3782.95,2025-10-17 21:00,3872.12,39,585,2.357,330.00,13.2000,334.1360,止盈,否,否,4.0,3777.43,3817.70,3776.32,3797.78,3797.78,3804.08,3767.95,3782.95
915,rule1,做多,2025-10-17 13:15,3778.50,2025-10-17 21:00,3867.56,32,480,2.357,330.00,5.2800,339.4160,止盈,否,否,1.6,3775.44,3787.68,3758.58,3758.59,3758.58,3789.76,3757.82,3778.50
916,rule1,做多,2025-10-16 19:30,3862.07,2025-10-19 08:15,3944.00,244,3660,2.121,297.00,2.9700,342.3860,止盈,是,是,1.0,3883.27,3889.47,3860.00,3874.57,3874.58,3877.43,3851.11,3862.07
917,rule1,做多,2025-10-18 10:15,3873.71,2025-10-19 13:45,3955.89,111,1665,2.121,297.00,2.9700,345.3560,止盈,是,是,1.0,3878.15,3879.28,3866.75,3867.25,3867.25,3877.41,3861.98,3873.71
918,rule1,做空,2025-10-17 08:30,3721.77,2025-10-19 17:00,4005.75,227,3405,7.630,-1068.24,-17.0918,328.2643,跟踪止损,是,是,1.6,3742.80,3744.83,3706.00,3731.41,3731.41,3759.37,3721.77,3721.77
919,rule1,做多,2025-10-19 10:45,3930.92,2025-10-19 17:00,4023.58,26,390,2.357,330.00,3.3000,331.5643,止盈,否,否,1.0,3934.67,3935.98,3919.28,3924.91,3924.90,3931.44,3917.22,3930.92
920,rule1,做空,2025-10-18 09:30,3878.61,2025-10-20 05:30,4056.66,177,2655,4.591,-642.69,-6.4269,325.1374,跟踪止损,是,是,1.0,3874.19,3886.61,3865.52,3885.25,3885.26,3886.99,3874.77,3878.61
921,rule1,做空,2025-10-20 13:00,4030.00,2025-10-20 16:30,3935.01,15,225,2.357,330.00,3.3000,328.4374,止盈,否,否,1.0,4028.76,4037.65,4026.54,4037.64,4037.65,4041.40,4030.00,4030.00
922,rule1,做空,2025-10-20 17:00,3941.77,2025-10-21 04:30,3858.15,47,705,2.121,297.00,4.7520,333.1894,止盈,是,是,1.6,3936.78,3954.32,3924.98,3949.40,3949.39,3964.74,3940.61,3941.77
923,rule1,做空,2025-10-21 10:30,3872.73,2025-10-21 14:45,4019.34,18,270,3.786,-530.00,-5.3000,327.8894,止损,否,否,1.0,3870.02,3873.15,3859.85,3861.87,3861.88,3880.40,3861.87,3872.73
924,rule1,做多,2025-10-20 19:00,3967.79,2025-10-21 15:15,4051.96,82,1230,2.121,297.00,2.9700,330.8594,止盈,是,是,1.0,3963.68,3976.28,3963.06,3974.01,3974.02,3978.26,3962.81,3967.79
925,rule1,做多,2025-10-20 23:15,3987.98,2025-10-21 15:30,4072.58,66,990,2.121,297.00,2.9700,333.8294,止盈,是,是,1.0,3988.89,3993.51,3978.72,3980.20,3980.21,3987.98,3977.16,3987.98
926,rule1,做多,2025-10-20 11:00,4016.02,2025-10-21 16:15,4101.22,118,1770,2.121,297.00,4.7520,338.5814,止盈,是,是,1.6,4039.50,4039.50,4016.02,4026.21,4026.22,4027.28,4012.97,4016.02
927,rule1,做空,2025-10-22 04:15,3864.99,2025-10-22 11:00,3773.89,28,420,2.357,330.00,3.3000,341.8814,止盈,否,否,1.0,3859.58,3873.31,3858.00,3870.61,3870.60,3873.92,3863.84,3864.99
928,rule1,做空,2025-10-22 03:15,3860.16,2025-10-22 20:15,3778.27,69,1035,2.121,297.00,4.7520,346.6334,止盈,是,是,1.6,3862.00,3862.00,3841.25,3843.78,3843.78,3863.16,3842.82,3860.16
929,rule1,做多,2025-10-22 21:30,3742.50,2025-10-23 01:00,3830.72,15,225,2.357,330.00,13.2000,359.8334,止盈,否,否,4.0,3743.36,3752.95,3721.90,3724.10,3724.24,3749.01,3720.07,3742.50
930,rule1,做多,2025-10-22 09:15,3850.87,2025-10-23 16:45,3932.56,127,1905,2.121,297.00,2.9700,362.8034,止盈,是,是,1.0,3854.26,3858.59,3844.62,3845.24,3845.25,3851.93,3825.10,3850.87
931,rule1,做多,2025-10-23 01:15,3819.99,2025-10-23 16:45,3901.03,63,945,2.121,297.00,4.7520,367.5554,止盈,是,是,1.6,3815.27,3835.93,3812.78,3827.92,3827.93,3833.83,3812.08,3819.99
932,rule1,做多,2025-10-23 17:00,3887.69,2025-10-24 04:45,3970.16,48,720,2.121,297.00,11.8800,379.4354,止盈,是,是,4.0,3880.78,3934.86,3880.78,3918.26,3918.27,3920.66,3877.04,3887.69
933,rule1,做多,2025-10-24 19:30,3926.10,2025-10-26 09:30,4009.39,153,2295,2.121,297.00,2.9700,382.4054,止盈,是,是,1.0,3923.90,3937.90,3923.90,3934.78,3934.77,3935.20,3922.00,3926.10
934,rule1,做空,2025-10-23 00:00,3811.63,2025-10-26 11:30,4036.49,335,5025,5.899,-825.91,-8.2591,374.1463,跟踪止损,是,是,1.0,3795.90,3811.76,3795.90,3805.53,3805.53,3811.80,3796.54,3811.63
935,rule1,做空,2025-10-23 03:30,3825.76,2025-10-26 11:30,4036.49,321,4815,5.508,-771.15,-7.7115,366.4349,跟踪止损,是,是,1.0,3824.43,3834.60,3824.43,3833.08,3833.08,3834.74,3825.41,3825.76
936,rule1,做多,2025-10-24 14:00,3936.67,2025-10-26 11:30,4020.18,183,2745,2.121,297.00,2.9700,369.4049,止盈,是,是,1.0,3936.04,3947.85,3917.61,3947.00,3946.99,3946.99,3914.48,3936.67
937,rule1,做空,2025-10-26 21:00,4070.82,2025-10-27 03:15,4224.93,26,390,3.786,-530.00,-5.3000,364.1049,止损,否,否,1.0,4071.19,4071.46,4061.68,4062.09,4062.10,4071.78,4062.09,4070.82
938,rule1,做空,2025-10-27 02:15,4195.77,2025-10-27 21:15,4106.76,77,1155,2.121,297.00,2.9700,367.0749,止盈,是,是,1.0,4191.81,4206.18,4191.39,4201.11,4201.12,4217.70,4194.58,4195.77
939,rule1,做空,2025-10-28 16:30,4120.30,2025-10-28 20:00,4023.18,15,225,2.357,330.00,3.3000,370.3749,止盈,否,否,1.0,4105.89,4121.00,4093.35,4114.99,4115.00,4132.93,4112.81,4120.30
940,rule1,做多,2025-10-27 00:00,4166.94,2025-10-28 20:15,3979.47,178,2670,4.499,-629.85,-10.0777,360.2972,跟踪止损,是,是,1.6,4171.22,4175.71,4153.81,4158.46,4158.46,4168.80,4148.48,4166.94
941,rule1,做多,2025-10-27 00:45,4170.54,2025-10-28 20:15,3979.47,175,2625,4.581,-641.39,-6.4139,353.8832,跟踪止损,是,是,1.0,4172.57,4189.41,4169.30,4181.35,4181.36,4184.00,4162.62,4170.54
942,rule1,做多,2025-10-27 05:30,4231.60,2025-10-28 20:15,3979.47,156,2340,5.958,-834.15,-13.3465,340.5368,跟踪止损,是,是,1.6,4230.06,4253.72,4228.61,4247.49,4247.49,4248.48,4226.82,4231.60
943,rule1,做多,2025-10-29 14:30,3991.48,2025-10-29 18:30,3840.37,17,255,3.786,-530.00,-8.4800,332.0568,止损,否,否,1.6,3991.41,3991.65,3973.77,3977.02,3977.01,3997.00,3973.53,3991.48
944,rule1,做空,2025-10-29 17:00,3971.47,2025-10-29 18:30,3877.86,7,105,2.357,330.00,3.3000,335.3568,止盈,否,否,1.0,3970.90,3974.19,3959.22,3962.21,3962.20,3975.43,3961.84,3971.47
945,rule1,做空,2025-10-30 04:30,3892.23,2025-10-30 12:45,3800.48,34,510,2.357,330.00,13.2000,348.5568,止盈,是,是,4.0,3887.92,3898.99,3839.50,3856.47,3856.48,3918.00,3844.32,3892.23
946,rule1,做多,2025-10-29 07:45,4025.06,2025-10-30 13:30,3777.35,120,1800,6.154,-861.58,-13.7853,334.7715,跟踪止损,是,是,1.6,4029.56,4030.45,4013.23,4015.78,4015.79,4027.68,4011.95,4025.06
947,rule1,做多,2025-10-29 11:00,4002.23,2025-10-30 13:45,3766.01,108,1620,5.902,-826.32,-8.2632,326.5083,跟踪止损,是,是,1.0,3999.35,4003.45,3988.43,3989.07,3989.07,4003.13,3983.60,4002.23
948,rule1,做多,2025-10-30 20:00,3708.42,2025-10-30 23:30,3795.83,15,225,2.357,330.00,5.2800,331.7883,止盈,否,否,1.6,3701.91,3721.56,3680.10,3686.93,3686.93,3712.67,3680.00,3708.42
949,rule1,做多,2025-10-30 13:15,3820.23,2025-10-31 19:30,3901.27,122,1830,2.121,297.00,2.9700,334.7583,止盈,是,是,1.0,3818.29,3837.21,3810.24,3829.43,3829.43,3830.06,3806.58,3820.23
950,rule1,做多,2025-10-31 07:45,3831.49,2025-11-02 04:45,3912.77,181,2715,2.121,297.00,2.9700,337.7283,止盈,是,是,1.0,3836.05,3842.00,3826.46,3826.46,3826.47,3832.60,3821.67,3831.49
951,rule1,做空,2025-10-31 01:45,3846.97,2025-11-03 03:00,3765.36,294,4410,2.121,297.00,2.9700,340.6983,止盈,是,是,1.0,3849.18,3849.18,3837.17,3838.22,3838.22,3851.74,3838.22,3846.97
952,rule1,做空,2025-11-02 15:30,3858.64,2025-11-03 03:00,3776.78,47,705,2.121,297.00,2.9700,343.6683,止盈,是,是,1.0,3857.24,3870.00,3854.90,3867.33,3867.34,3871.05,3855.49,3858.64
953,rule1,做空,2025-10-30 23:00,3775.79,2025-11-03 06:45,3695.69,320,4800,2.121,297.00,4.7520,348.4203,止盈,是,是,1.6,3769.31,3783.80,3768.37,3783.79,3783.80,3787.97,3773.80,3775.79
954,rule1,做多,2025-11-01 14:15,3865.45,2025-11-03 10:45,3683.14,179,2685,4.716,-660.31,-6.6031,341.8172,跟踪止损,是,是,1.0,3870.29,3873.69,3859.46,3859.72,3859.73,3867.38,3858.44,3865.45
955,rule1,做多,2025-11-03 09:15,3713.71,2025-11-03 16:00,3573.12,28,420,3.786,-530.00,-21.2000,320.6172,止损,否,否,4.0,3716.42,3740.00,3713.43,3735.32,3735.32,3735.32,3703.46,3713.71
956,rule1,做多,2025-11-03 14:15,3722.76,2025-11-03 16:00,3581.83,8,120,3.786,-530.00,-5.3000,315.3172,止损,否,否,1.0,3720.38,3748.64,3720.38,3729.00,3729.00,3729.56,3720.21,3722.76
957,rule1,做多,2025-11-03 06:45,3718.50,2025-11-04 05:45,3515.32,93,1395,5.464,-764.97,-12.2396,303.0777,跟踪止损,是,是,1.6,3724.02,3731.49,3704.96,3709.69,3709.68,3719.88,3684.00,3718.50
958,rule1,做多,2025-11-03 07:30,3712.14,2025-11-04 05:45,3515.32,90,1350,5.302,-742.30,-7.4230,295.6547,跟踪止损,是,是,1.0,3716.66,3733.53,3712.00,3726.91,3726.91,3736.84,3705.49,3712.14
959,rule1,做多,2025-11-03 16:00,3607.94,2025-11-04 16:45,3435.27,100,1500,4.786,-670.03,-10.7204,284.9343,跟踪止损,是,是,1.6,3602.74,3615.94,3582.29,3588.89,3588.89,3612.09,3564.13,3607.94
960,rule1,做空,2025-11-04 07:15,3483.97,2025-11-04 17:00,3401.85,40,600,2.357,330.00,13.2000,298.1343,止盈,是,是,4.0,3512.41,3514.10,3480.79,3493.68,3493.69,3520.63,3483.19,3483.97
961,rule1,做多,2025-11-03 22:30,3586.37,2025-11-04 17:15,3372.40,76,1140,5.966,-835.27,-13.3643,284.7700,跟踪止损,是,是,1.6,3591.41,3601.00,3579.44,3579.45,3579.44,3593.88,3560.30,3586.37
962,rule1,做多,2025-11-04 06:00,3519.09,2025-11-04 17:15,3372.40,46,690,4.168,-583.58,-23.3430,261.4270,跟踪止损,是,是,4.0,3520.36,3527.81,3485.20,3492.08,3492.09,3522.31,3478.49,3519.09
963,rule1,做空,2025-11-04 22:30,3252.47,2025-11-05 01:15,3175.80,12,180,2.357,330.00,3.3000,264.7270,止盈,否,否,1.0,3268.67,3270.43,3240.69,3259.99,3259.99,3289.84,3245.30,3252.47
964,rule1,做多,2025-11-04 22:45,3247.20,2025-11-05 02:45,3323.74,17,255,2.357,330.00,3.3000,268.0270,止盈,否,否,1.0,3259.99,3289.84,3245.30,3252.47,3252.46,3259.98,3227.33,3247.20
